"peak_id","medMz","medRt","log10_inten","class","formula","ppm_error","annotation"
35,132.09,13.64,5.98,"Metabolite","C5H12N2O2",-0.93,"Ornithine C5H12N2O2"
36,132.0901,6.21,6.51,"Metabolite","C5H12N2O2",-1.68,"Ornithine C5H12N2O2"
37,168.0513,13.36,7.41,"Artifact","C5H9N2Na1O3",-1.27,"glutamine C5H10N2O3 + H-1Na1 -> C5H9N2Na1O3"
38,168.0514,11.31,5.91,"Artifact","C5H9N2Na1O3",-1.86,"Pyroglutamic acid C5H7N1O3 + H3N1 -> C5H10N2O3 + H-1Na1 -> C5H9N2Na1O3"
39,173.8797,13.87,7.21,"Artifact","K2O4S1",-3.2,"KHSO4 H1K1O4S1 + H-1K1"
40,165.0793,8.86,7.35,"Metabolite","C9H11N1O2",-1.95,"phenylalanine C9H11N1O2"
41,183.0665,14.35,7.29,"Metabolite","C5H14N1O4P1",-2.49,"Phosphorylcholine C5H14N1O4P1"
42,183.0662,13.57,6.23,"Metabolite","C5H14N1O4P1",-0.85,"Phosphorylcholine C5H14N1O4P1"
43,480.1506,2.54,7.18,"Artifact","C15H21N12O5P1",-2.19,"Peak 225 C15H18N11O5P1 + H3N1 -> C15H21N12O5P1"
44,493.3179,7.1,7.16,"Metabolite","C24H48N1O7P1",-2.15,"LysoPC(16:1(9Z)/0:0) C24H48N1O7P1"
45,493.3179,3.07,6.87,"Metabolite","C24H48N1O7P1",-2.15,"LysoPC(16:1(9Z)/0:0) C24H48N1O7P1"
46,185.1531,16.01,7.26,"Artifact","C9H19N3O1",-1.55,"N-Methyltyramine C9H13N1O1 + H3N1 + H3N1 -> C9H19N3O1"
47,185.1532,14.22,6.3,"Putative metabolite","C9H19N3O1",-2.09,"Diethylcarbamazine C10H21N3O1 - C1H2 -> C9H19N3O1"
48,702.2075,2.48,7.17,"Artifact","C29H42N4O10S3",-1.7,"Peak 26 C24H34N4O5S3 + Peak 1740 -> C29H42N4O10S3"
49,535.1592,2.49,7.2,"Artifact","C21H26N7O8P1",-2.15,"N-Acetyl-L-phenylalanine C11H13N1O3 + C10H12N5O6P1 + H3N1 -> C21H28N7O9P1 - H2O1 -> C21H26N7O8P1"
50,211.1422,4.53,7.24,"Artifact","C8H21N1O5",-1.08,"Tetraethylene glycol C8H18O5 + H3N1 -> C8H21N1O5"
51,176.0989,13.64,7.25,"Artifact","[13]C1C5H13N3O3",0.83,"citrulline C6H13N3O3 + [13]C1C-1 -> [13]C1C5H13N3O3"
52,555.1662,2.52,7.14,"Artifact","C30H30K1N1O7",-0.48,"Peak 6879 C30H31N1O7 + H-1K1 -> C30H30K1N1O7"
53,293.2205,4.54,7.23,"Artifact","C15H35N1S2",2.02,"Peak 1851 C15H33N1S2 + C1H4O1 -> C16H37N1O1S2 - C1H2O1 -> C15H35N1S2"
54,197.0779,13.66,7.15,"Artifact","C6H12N3Na1O3",-1.34,"citrulline C6H13N3O3 + H-1Na1 -> C6H12N3Na1O3"
55,211.8354,13.89,7.08,"Artifact","H-1K3O4S1",-1.77,"2K-2H H-2K2 + H1K1O4S1"
56,243.0877,13.1,7.15,"Putative metabolite","C7H18N1O6P1",-2.16,"Glycerophosphocholine C8H20N1O6P1 - C1H2 -> C7H18N1O6P1"
57,279.0848,13.58,7.19,"Artifact","C8H19N1Na1O6P1",-0.11,"Glycerophosphocholine C8H20N1O6P1 + H-1Na1 -> C8H19N1Na1O6P1"
58,279.0852,14.42,4.9,"Unknown","Unknown",-1.39,"Unknown"
59,279.0851,16.26,4.4,"Putative metabolite","C15Cl1H18N1S1",-0.9,"7-Hydroxyticlopidine C14Cl1H14N1O1S1 + C2H4 -> C16Cl1H18N1O1S1 - C1O1 -> C15Cl1H18N1S1"
60,197.0862,11.94,5.19,"Artifact","[13]C1C6H13N2Na1O3",-2.33,"N-Acetylornithine C7H14N2O3 + H-1Na1 -> C7H13N2Na1O3 + [13]C1C-1 -> [13]C1C6H13N2Na1O3"
61,255.1683,4.63,7.2,"Artifact","C10H25N1O6",-0.44,"Peak 1922 C10H22O6 + H3N1 -> C10H25N1O6"
62,629.1859,2.5,7.11,"Artifact","C23H32N7O12P1",-1.98,"Peak 2334 C21H28N7O10P1 + C2H4O2 -> C23H32N7O12P1"
63,775.2258,2.47,7.13,"Artifact","C28H42N7O15P1Si1",-1.58,"Peak 3219 C25H34N7O12P1 + C3H8O3Si1 -> C28H42N7O15P1Si1"
64,188.1165,12.96,7.19,"Metabolite","C8H16N2O3",-2.17,"N6-Acetyl-L-lysine C8H16N2O3"
65,188.1164,9.54,5.51,"Metabolite","C8H16N2O3",-1.64,"N6-Acetyl-L-lysine C8H16N2O3"
66,188.1164,8.66,5.24,"Metabolite","C8H16N2O3",-1.64,"N6-Acetyl-L-lysine C8H16N2O3"
67,297.09,5.02,7.18,"Metabolite","C11H15N5O3S1",-1.48,"5'-Methylthioadenosine C11H15N5O3S1"
68,444.2267,2.81,7.15,"Artifact","C24H32N2O6",-1.49,"Peak 8319 C23H31N1O6 + C1H1N1 -> C24H32N2O6"
69,177.8663,13.96,7.15,"Artifact","[41]K1C1H-1K2O3",-0.79,"2K-2H H-2K2 + C1H1K1O3 + [41]K1K-1 -> [41]K1C1H-1K2O3"
70,462.124,2.54,7.04,"Putative metabolite","C16H22N4O12",-1.25,"beta-D-3-Ribofuranosyluric acid C10H12N4O7 + C6H10O5 -> C16H22N4O12"
71,462.126,13,5.58,"Artifact","C16H27K1N2O11",-1.75,"N-acetyl-L-2-aminoadipate(2-) C8H13N1O5 * 2 -> C16H26N2O10 + H1K1O1 -> C16H27K1N2O11"
72,177.1191,16.81,4.96,"Putative metabolite","C8H19N1O1S1",-2.06,"Methionyl butyrate C8H16O2S1 + H3N1O-1 -> C8H19N1O1S1"
73,486.282,2.8,7.15,"Artifact","[13]C1C27H39N1O6",-1.87,"Peak 279 C28H41N1O7 - H2O1 -> C28H39N1O6 + [13]C1C-1 -> [13]C1C27H39N1O6"
74,359.1431,13.85,7.05,"Artifact","C12H25N1O11",-0.95,"Lactose C12H22O11 + H3N1 -> C12H25N1O11"
75,359.1432,14.83,6.95,"Artifact","C12H25N1O11",-1.22,"Melibiose C12H22O11 + H3N1 -> C12H25N1O11"
76,147.0722,13.39,7.14,"Artifact","[13]C1C4H10N2O3",2.02,"glutamine C5H10N2O3 + [13]C1C-1 -> [13]C1C4H10N2O3"
77,210.0619,11.29,7.08,"Artifact","C7H11N2Na1O4",-1.18,"Tetrahydrodipicolinate C7H9N1O4 + H-1Na1 -> C7H8N1Na1O4 + H3N1 -> C7H11N2Na1O4"
78,148.0564,13.49,7.08,"Artifact","[13]C1C4H9N1O4",0.76,"CH3CN C2H3N1 + C2H4O2 + C1H2O2 -> C5H9N1O4 + [13]C1C-1 -> [13]C1C4H9N1O4"
79,387.3352,2.51,7.09,"Artifact","C22H45N1O4",-0.88,"Diethylhexyl adipate C22H42O4 + H3N1 -> C22H45N1O4"
80,388.1049,2.57,7.02,"Putative metabolite","C13H24O11S1",-2.49,"4-O-Methylgalactinol C13H24O11 + S1 -> C13H24O11S1"
81,405.1315,2.58,7,"Artifact","C13H27N1O11S1",-2.51,"Peak 80 C13H24O11S1 + H3N1 -> C13H27N1O11S1"
82,199.2304,7.18,5.35,"Putative metabolite","C13H29N1",-2.01,"Undecanoylcholine C16H33N1O2 - C2H4 -> C14H29N1O2 - C1O2 -> C13H29N1"
83,161.1055,13.19,7.06,"Metabolite","C7H15N1O3",-1.9,"carnitine C7H15N1O3"
84,217.1065,11.29,6.99,"Artifact","C8H15N3O4",-1.12,"Glycyl-L-proline C7H12N2O3 - H-1N-1O1 + C1H2O2 -> C8H15N3O4"
85,217.1066,12.34,5.66,"Metabolite","C8H15N3O4",-1.58,"N-a-Acetylcitrulline C8H15N3O4"
86,233.9102,13.96,7.05,"Artifact","C4H5K3O4",-1.26,"2K-2H H-2K2 + C2H4O2 + C2H3K1O2 -> C4H5K3O4"
87,161.0691,10.58,7.1,"Artifact","C6H11N1O4",-1.81,"3-Methylglutaconic Acid C6H8O4 + H3N1 -> C6H11N1O4"
88,295.0591,13.88,6.62,"Artifact","C8H19K1N1O6P1",-1.34,"Peak 231 C6H16N1O4P1 + C2H3K1O2 -> C8H19K1N1O6P1"
89,295.0564,7.67,4.51,"Artifact","[15]N1C10H7N7Na1O2",-1.35,"hypoxanthine C5H4N4O1 + Peak 238 -> C10H7N8Na1O2 + [15]N1N-1 -> [15]N1C10H7N7Na1O2"
90,387.1768,2.78,7.04,"Artifact","[13]C1C21H26O6",-1.31,"Porson C22H26O6 + [13]C1C-1 -> [13]C1C21H26O6"
91,347.0634,13.73,7.05,"Metabolite","C10H14N5O7P1",-0.91,"dGMP C10H14N5O7P1"
92,377.1981,7.13,4.17,"Artifact","C15H31N3O6Si1",0.3,"Isoleucyl-Valine C11H22N2O3 + Peak 506 -> C15H31N3O6Si1"
93,377.1985,11.26,3.76,"Unknown","Unknown",-1.35,"Unknown"
94,971.9762,2.49,6.98,"Unknown","Unknown",-1.27,"Unknown"
95,141.0904,13.68,7.09,"Metabolite","C6H11N3O1",-1.33,"L-Histidinol C6H11N3O1"
96,521.3493,7.1,6.94,"Metabolite","C26H52N1O7P1",-2.23,"LysoPC(18:1(9Z)) C26H52N1O7P1"
97,521.3493,3.07,6.76,"Metabolite","C26H52N1O7P1",-2.23,"LysoPC(18:1(9Z)) C26H52N1O7P1"
98,204.0613,11.83,7.06,"Putative metabolite","C12H12O1S1",-2.03,"(2Z,4'Z)-2-(5-Methylthio-4-penten-2-ynylidene)-1,6-dioxaspiro[4.4]non-3-ene C13H14O2S1 - C1H2O1 -> C12H12O1S1"
99,776.2262,2.47,6.97,"Artifact","C36Cl1H43N3O12S1",-0.78,"No edge connections."
100,703.2046,2.48,6.98,"Artifact","C26H38N7O12P1S1",-1.31,"Peak 2244 C24H34N7O10P1S1 + C2H4O2 -> C26H38N7O12P1S1"
101,309.8028,13.86,6.82,"Artifact","H1K3O8S2",-1.28,"KHSO4 H1K1O4S1 + H-1K1 + H1K1O4S1 -> H1K3O8S2"
102,315.1546,8.82,4.79,"Putative metabolite","C12H21N5O5",-1.05,"Arginyl-Proline C11H21N5O3 + C1O2 -> C12H21N5O5"
103,315.1546,7.69,5.35,"Putative metabolite","C12H21N5O5",-1.05,"Arginyl-Proline C11H21N5O3 + C1O2 -> C12H21N5O5"
104,165.0653,7.76,7.03,"Metabolite","C6H7N5O1",-1.45,"7-Methylguanine C6H7N5O1"
105,165.0654,10.16,4.97,"Metabolite","C6H7N5O1",-2.06,"7-Methylguanine C6H7N5O1"
106,380.0726,14.83,6.18,"Artifact","C12H21K1O11",-1.33,"Melibiose C12H22O11 + H-1K1 -> C12H21K1O11"
107,380.0725,13.88,6.94,"Artifact","C12H21K1O11",-1.07,"Lactose C12H22O11 + H-1K1 -> C12H21K1O11"
108,145.0855,13.22,6.91,"Metabolite","C5H11N3O2",-2.57,"4-Guanidinobutanoic acid C5H11N3O2"
109,145.0854,17.04,4.73,"Metabolite","C5H11N3O2",-1.88,"4-Guanidinobutanoic acid C5H11N3O2"
110,222.0677,14.16,6.98,"Metabolite","C7H14N2O4S1",-1.23,"cystathionine C7H14N2O4S1"
111,481.1473,2.54,6.9,"Artifact","C15H31N1O14S1",-1.61,"Peak 3723 C13H27N1O12S1 + C2H4O2 -> C15H31N1O14S1"
112,287.1849,11.29,6.93,"Putative metabolite","C13H25N3O4",-1.37,"Isoleucyl-Lysine C12H25N3O3 + C1O1 -> C13H25N3O4"
113,663.1102,13.9,6.94,"Metabolite","C21H27N7O14P2",-1.63,"NAD C21H27N7O14P2"
114,273.1805,13.08,6.97,"Metabolite","C11H23N5O3",-1.5,"Arginyl-Valine C11H23N5O3"
115,295.0626,7.67,5.06,"Artifact","[13]C1C9H7N8Na1O2",-0.95,"hypoxanthine C5H4N4O1 + Peak 238 -> C10H7N8Na1O2 + [13]C1C-1 -> [13]C1C9H7N8Na1O2"
116,153.0917,13.23,4.81,"Unknown","Unknown",-1.53,"Unknown"
117,370.3087,2.51,6.96,"Metabolite","C22H42O4",-1.05,"Diethylhexyl adipate C22H42O4"
118,694.3523,3.1,5.32,"Unknown","Unknown",-1.29,"Unknown"
119,694.3518,4.39,4.03,"Unknown","Unknown",-1.29,"Unknown"
120,971.4743,2.49,6.93,"Unknown","Unknown",-1.27,"Unknown"
121,267.0969,7.64,6.98,"Metabolite","C10H13N5O4",-0.55,"Adenosine C10H13N5O4"
122,176.0801,11.29,6.88,"Artifact","C6H12N2O4",-2.23,"N-Nitrosoproline C5H8N2O3 + C1H4O1 -> C6H12N2O4"
123,176.08,16.27,5.43,"Metabolite","C6H12N2O4",-1.66,"Alanyl-Serine C6H12N2O4"
124,159.0726,13.65,6.92,"Artifact","[13]C1C5H10N2O3",-0.65,"citrulline C6H13N3O3 - H3N1 -> C6H10N2O3 + [13]C1C-1 -> [13]C1C5H10N2O3"
125,159.0728,11.3,5.1,"Artifact","[13]C1C5H10N2O3",-1.9,"Thymine C5H6N2O2 + C1H4O1 -> C6H10N2O3 + [13]C1C-1 -> [13]C1C5H10N2O3"
126,217.1257,13.38,6.93,"Artifact","[13]C1C7H16N4O3",-0.48,"N-Acetyl-L-arginine C8H16N4O3 + [13]C1C-1 -> [13]C1C7H16N4O3"
127,307.0839,13.49,6.83,"Metabolite","C10H17N3O6S1",-0.31,"glutathione C10H17N3O6S1"
128,439.4031,2.58,6.9,"Metabolite","C27H53N1O3",-1.26,"Pentacosanoylglycine C27H53N1O3"
129,119.0585,13.03,6.93,"Metabolite","C4H9N1O3",-2.16,"threonine C4H9N1O3"
130,130.0461,13.39,6.93,"Artifact","[13]C1C4H7N1O3",-1.17,"glutamine C5H10N2O3 - H3N1 -> C5H7N1O3 + [13]C1C-1 -> [13]C1C4H7N1O3"
131,130.0462,11.29,5.59,"Artifact","[13]C1C4H7N1O3",-1.94,"Pyroglutamic acid C5H7N1O3 + [13]C1C-1 -> [13]C1C4H7N1O3"
132,315.205,2.81,6.87,"Putative metabolite","C16H29N1O5",-1.35,"Hydroxybutyrylcarnitine C11H21N1O5 + C5H8 -> C16H29N1O5"
133,849.2447,2.47,6.86,"Artifact","C39H52N1O12P1S2Si1",-1.08,"1-Isothiocyanato-6-(methylthio)hexane C8H15N1S2 + Peak 3267 -> C36H44N1O9P1S2 + C3H8O3Si1 -> C39H52N1O12P1S2Si1"
134,613.1561,14.17,6.88,"Artifact","[13]C1C19H32N6O12S2",-1.28,"glutathione disulfide C20H32N6O12S2 + [13]C1C-1 -> [13]C1C19H32N6O12S2"
135,361.2105,11.29,4.61,"Putative metabolite","C17H31N1O7",-1.24,"2-Hexenoylcholine C11H21N1O2 + C6H10O5 -> C17H31N1O7"
136,213.1229,12.21,6.9,"Artifact","C8H15N5O2",-1.53,"Peak 928 C5H10N4 + C2H4O2 -> C7H14N4O2 + C1H1N1 -> C8H15N5O2"
137,213.0518,13.84,6.53,"Artifact","C6H12K1N3O3",-1.06,"citrulline C6H13N3O3 + H-1K1 -> C6H12K1N3O3"
138,264.1048,15.55,6.92,"Metabolite","C12H16N4O1S1",-1.2,"Thiamine C12H16N4O1S1"
139,239.0885,11.3,6.82,"Artifact","C8H14N3Na1O4",-1.25,"Glycyl-L-proline C7H12N2O3 - H-1N-1O1 + C1H1Na1O2 -> C8H14N3Na1O4"
140,536.1882,13.57,6.82,"Artifact","C16H39N2Na1O12P2",-1.13,"Glycerophosphocholine C8H20N1O6P1 + Peak 57 -> C16H39N2Na1O12P2"
141,399.2991,2.7,6.76,"Artifact","C22H41N1O5",-1.57,"Misoprostol C22H38O5 + H3N1 -> C22H41N1O5"
142,609.1778,2.49,6.85,"Artifact","C24H32N7O8P1S1",-1.2,"Peak 2389 C24H29N6O8P1S1 + H3N1 -> C24H32N7O8P1S1"
143,777.2237,2.47,6.81,"Artifact","C26H43N5O20S1",-1.92,"Peak 2342 C25H41N5O17S1 + C1H2O3 -> C26H43N5O20S1"
144,280.0998,4.88,6.9,"Putative metabolite","C12H16N4O2S1",-1.44,"Thiamine C12H16N4O1S1 + O1 -> C12H16N4O2S1"
145,451.2707,7.1,6.78,"Metabolite","C21H42N1O7P1",-1.8,"LysoPE(0:0/16:1(9Z)) C21H42N1O7P1"
146,451.2707,3.07,6.46,"Metabolite","C21H42N1O7P1",-1.8,"LysoPE(0:0/16:1(9Z)) C21H42N1O7P1"
147,370.0944,2.54,6.8,"Artifact","C13H22O10S1",-2.79,"Peak 80 C13H24O11S1 - H2O1 -> C13H22O10S1"
148,536.1593,2.5,6.79,"Artifact","C31H24N2O7",-1.77,"Peak 26 C31H26N2O8 - H2O1 -> C31H24N2O7"
149,271.2514,2.87,6.77,"Metabolite","C16H33N1O2",-1,"Undecanoylcholine C16H33N1O2"
150,624.1088,13.74,6.81,"Artifact","C17H30N4O17P2",-1.09,"Uridine diphosphate-N-acetylglucosamine C17H27N3O17P2 + H3N1 -> C17H30N4O17P2"
151,218.0904,13.57,6.77,"Metabolite","C8H14N2O5",-0.59,"Glutamylalanine C8H14N2O5"
152,125.0591,4.72,6.81,"Metabolite","C5H7N3O1",-1.5,"5-Methylcytosine C5H7N3O1"
153,200.0777,12.96,5.13,"Artifact","C6H13N2Na1O4",-1.99,"alanine C3H7N1O2 + Peak 9757 -> C6H13N2Na1O4"
154,607.0824,13.74,6.79,"Metabolite","C17H27N3O17P2",-1.37,"Uridine diphosphate-N-acetylglucosamine C17H27N3O17P2"
155,299.1947,4.7,6.81,"Artifact","C12H29N1O7",-0.99,"Hexaethylene glycol C12H26O7 + H3N1 -> C12H29N1O7"
156,972.4777,2.48,6.75,"Artifact","C51H69N6O11P1",-1.55,"Peak 49 C25H30N1O10P1 + Peak 2290 -> C51H69N6O11P1"
157,218.0886,4.54,4.67,"Unknown","Unknown",-1.44,"Unknown"
158,215.05,13.84,5.38,"Artifact","[41]K1C6H12N3O3",-1.43,"citrulline C6H13N3O3 + H-1K1 -> C6H12K1N3O3 + [41]K1K-1 -> [41]K1C6H12N3O3"
159,215.0501,14.78,4.27,"Unknown","Unknown",-1.44,"Unknown"
160,215.0514,9.87,4.89,"Artifact","C6H12N1Na3O3",-1.73,"(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid C6H13N1O3 + H-2Na2 -> C6H11N1Na2O3 + C1H1Na1O2 -> C7H12N1Na3O5 - C1O2 -> C6H12N1Na3O3"
161,215.0561,13.63,6.76,"Metabolite","C5H14N1O6P1",-1.05,"Glycerylphosphorylethanolamine C5H14N1O6P1"
162,789.3729,2.79,6.7,"Artifact","C36H52N11Na1O6S1",-1.08,"Peak 9 C23H25N5O2 + Peak 20 -> C36H52N11Na1O6S1"
163,850.2453,2.45,6.74,"Artifact","C30H51N2O22P1Si1",-1.49,"3',4',5'-Trimethoxycinnamyl alcohol acetate C14H18O5 + Peak 1593 -> C27H43N2O19P1 + C3H8O3Si1 -> C30H51N2O22P1Si1"
164,398.1378,14.99,6.79,"Metabolite","C15H22N6O5S1",-1.41,"S-Adenosylmethionine C15H22N6O5S1"
165,174.1009,11.93,6.78,"Metabolite","C7H14N2O3",-2.63,"N-Acetylornithine C7H14N2O3"
166,174.101,13.6,6.08,"Metabolite","C7H14N2O3",-3.2,"N-acetyl-L-ornithine C7H14N2O3"
167,174.1008,13.1,5.93,"Metabolite","C7H14N2O3",-2.05,"N-Acetylornithine C7H14N2O3"
168,174.1009,11.26,5.67,"Metabolite","C7H14N2O3",-2.63,"N-Acetylornithine C7H14N2O3"
169,316.2114,11.3,6.7,"Artifact","C14H28N4O4",-1.09,"Peak 1542 C13H24N2O4 + H3N1 -> C13H27N3O4 + C1H1N1 -> C14H28N4O4"
170,316.2083,2.81,6.09,"Artifact","[13]C1C15H29N1O5",-1.18,"Peak 132 C16H29N1O5 + [13]C1C-1 -> [13]C1C15H29N1O5"
171,316.2112,13.43,5.05,"Artifact","C14H28N4O4",-0.46,"Peak 5365 C15H30N4O5 - C1H2O1 -> C14H28N4O4"
172,443.3253,2.72,6.64,"Artifact","C24H45N1O6",-1.38,"Sorbitan palmitate C22H42O6 + C2H3N1 -> C24H45N1O6"
173,583.0827,13.9,6.7,"Artifact","C15H27N3O17P2",-1.94,"UDP-D-glucose C15H24N2O17P2 + H3N1 -> C15H27N3O17P2"
174,467.4345,2.58,6.74,"Putative metabolite","C29H57N1O3",-1.4,"Pentacosanoylglycine C27H53N1O3 + C2H4 -> C29H57N1O3"
175,259.1066,13.58,6.72,"Artifact","[18]O1C8H20N1O5P1",1.81,"Glycerophosphocholine C8H20N1O6P1 + [18]O1O-1 -> [18]O1C8H20N1O5P1"
176,479.3022,7.1,6.66,"Metabolite","C23H46N1O7P1",-2.11,"LysoPE(0:0/18:1(11Z)) C23H46N1O7P1"
177,479.3023,3.07,6.46,"Metabolite","C23H46N1O7P1",-2.32,"LysoPE(0:0/18:1(11Z)) C23H46N1O7P1"
178,132.0536,13.41,6.76,"Metabolite","C4H8N2O3",-0.82,"asparagine C4H8N2O3"
179,132.0538,12.54,4.97,"Metabolite","C4H8N2O3",-2.33,"Ureidopropionic acid C4H8N2O3"
180,233.1489,13.71,6.76,"Putative metabolite","C8H19N5O3",-0.47,"N-Acetyl-L-arginine C8H16N4O3 + H3N1 -> C8H19N5O3"
181,156.0729,13.5,6.72,"Artifact","[13]C1C5H9N3O2",-0.44,"L-Histidine C6H9N3O2 + [13]C1C-1 -> [13]C1C5H9N3O2"
182,156.0732,11.29,4.36,"Artifact","[13]C1C5H9N3O2",-2.36,"L-Histidine C6H9N3O2 + [13]C1C-1 -> [13]C1C5H9N3O2"
183,556.1665,2.53,6.61,"Artifact","C22H28N4O13",-2.18,"Peak 3266 C22H25N3O13 + H3N1 -> C22H28N4O13"
184,630.1859,2.5,6.65,"Artifact","C33H30N2O11",-1.49,"Neoacrimarine H C33H29N1O8 + H1N1O3 -> C33H30N2O11"
185,216.0976,4.54,6.71,"Artifact","C8H17Na1O5",-1.07,"Tetraethylene glycol C8H18O5 + H-1Na1 -> C8H17Na1O5"
186,405.2062,2.78,6.65,"Unknown","Unknown",-1.34,"Unknown"
187,289.1274,13.46,6.67,"Metabolite","C11H19N3O6",-0.05,"Ophthalmic acid C11H19N3O6"
188,289.129,7.71,4.19,"Artifact","C12H15N7O2",-0.96,"hypoxanthine C5H4N4O1 + Peak 4958 -> C12H15N7O2"
189,355.2726,2.68,6.58,"Artifact","C20H37N1O4",-0.96,"5-Androstene-3b,16b,17a-triol C19H30O3 + H3N1 -> C19H33N1O3 + C1H4O1 -> C20H37N1O4"
190,355.2726,4.23,5.33,"Artifact","C20H37N1O4",-0.96,"3-hydroxytridecanoyl carnitine C20H39N1O5 - H2O1 -> C20H37N1O4"
191,176.0589,7.13,6.6,"Artifact","C9H8N2O2",-1.83,"4-Aminohippuric acid C9H10N2O3 - H2O1 -> C9H8N2O2"
192,137.9312,13.95,6.67,"Artifact","[41]K1C2H2K1O2",-1.36,"2K-2H H-2K2 + C2H4O2 + [41]K1K-1 -> [41]K1C2H2K1O2"
