ilp_node_id,node_id,formula,mass,rdbe,category,parent_id,parent_formula,transform,direction,steps,struct_set_id,class,score_database_origin,score_mz,score_known_rt,score_RDBE,score_element_ratio,score_missing_isotope_Cl,score_propagation,sum_score,Input_id,log10_inten,medMz,medRt,score_class,cplex_score,ilp_solution,path
69,13,C6H9N3O2,155.069476558,3,Library_MS2_fragment,12,C8H16N4O3,Library_MS2_fragment,-1,0.01,676,Artifact,0,-0.36932659304891635,0,0,0,NA,0.524879915639231,0.15555332259031462,15,7.890984237998725,155.06962354766944,13.50228,0,0.15555332259031462,1,Peak 9660 C5H7N3 + C1H2O2 -> C6H9N3O2
74,14,C6H9N3O2,155.0694766,4,Metabolite,9946,C6H9N3O2,,1,0,731,Metabolite,0.5,-0.5978451554567003,NA,0,0,NA,0,-0.09784515545670025,16,5.60935546931555,155.06992354766945,11.28037,0.1,0.0021548445432997554,1,L-Histidine C6H9N3O2
79,15,C1H-1K3O3,175.868039528,0,Adduct,123675,H-2K2,C1H1K1O3,1,0,787,Artifact,0,-0.2760177076649337,0,0,0,NA,0,-0.2760177076649337,17,7.819756041856419,175.86842354766944,13.95752,0,-0.2760177076649337,1,2K-2H H-2K2 + C1H1K1O3
90,16,C19H31N5O12S1,553.16897361,9,Adduct,526,C19H28N4O12S1,H3N1,1,0.02,802,Artifact,0,-0.17879083869482745,0,0,0,NA,0,-0.17879083869482745,18,7.689240306235488,553.1695235476694,2.52455,0,-0.17879083869482745,1,Peak 3803 C20H33N5O13S1 - C1H2O1 -> C19H31N5O12S1
123,17,C9H16N4Na2O2,258.106865084,3,Adduct,6191,C9H18N4O2,H-2Na2,1,1.01,859,Artifact,0,-0.3314305719048749,0,0,0,NA,0,-0.3314305719048749,21,4.242722681332412,258.10742354766944,11.16478,0,-0.3314305719048749,1,Peak 6191 C9H18N4O2 + H-2Na2 -> C9H16N4Na2O2
128,18,C7H13N1O4,175.0844579,2,Metabolite,11276,C7H13N1O4,,1,0,895,Metabolite,0.5,-0.22751995185140844,NA,0,0,NA,0,0.27248004814859156,22,5.242222104177511,175.08482354766943,9.205852,0.1,0.3724800481485916,1,N-Carboxyethyl-g-aminobutyric acid C7H13N1O4
131,19,C7H14N4O3,202.10659032,2,Adduct,5,C6H13N3O3,C1H1N1,1,0.01,959,Artifact,0,-0.4595398157505903,0,0,0,NA,0.763712083626733,0.30417226787614277,23,7.675340655937225,202.10672354766945,13.45873,0,0.30417226787614277,1,citrulline C6H13N3O3 + C1H1N1 -> C7H14N4O3
134,20,C22H26O6,386.1729386,10,Metabolite,21636,C22H26O6,,1,0,1003,Metabolite,0.5,-0.053296005894990485,NA,0,0,NA,0,0.4467039941050095,24,7.659880656157717,386.1735235476694,2.780006,0.1,0.5467039941050095,1,Porson C22H26O6
145,21,C18H30N2O3S2,386.169784328,5,Metabolite,2060,C13H22N2O3S2,C5H8,1,2,1074,Putative metabolite,0,-0.12357095299793346,0,0,0,NA,0,-0.12357095299793346,25,4.908411252086308,386.17042354766943,16.81244,0,-0.12357095299793346,1,2-(4-Methyl-5-thiazolyl)ethyl decanoate C16H27N1O2S1 + S1 -> C16H27N1O2S2 + H1N1 -> C16H28N2O2S2 + C2H2O1 -> C18H30N2O3S2
154,22,C28H39N1O6,485.27773802200005,10,Fragment,279,C28H41N1O7,H2O1,-1,1.01,1098,Artifact,0,-0.3304308795084718,0,0,0,NA,0,-0.3304308795084718,26,7.661315527196733,485.2787235476694,2.799611,0,-0.3304308795084718,1,Peak 279 C28H41N1O7 - H2O1 -> C28H39N1O6
165,23,C24H34N7O9P1S1,627.187632978,14,Adduct,2295,C24H31N6O9P1S1,H3N1,1,1.02,1163,Artifact,0,-0.03792490875130725,0,0,0,NA,0,-0.03792490875130725,27,7.572882104877826,627.1884235476695,2.495217,0,-0.03792490875130725,1,Peak 3267 C21H29N6O7P1S1 + C1H1N1 -> C22H30N7O7P1S1 + C2H4O2 -> C24H34N7O9P1S1
225,24,C16H25N5O12,479.14997124599995,8,Adduct,70,C16H22N4O12,H3N1,1,1.01,1209,Artifact,0,-0.09909399162831642,0,0,0,NA,0,-0.09909399162831642,28,7.563439395078494,479.15072354766943,2.544094,0,-0.09909399162831642,1,Peak 70 C16H22N4O12 + H3N1 -> C16H25N5O12
234,25,C6H15N1O2,133.11027878,0,Metabolite,123644,C6H15N1O3,O1,-1,0,1227,Putative metabolite,0,-0.03776789061862743,0,0,0,NA,0,-0.03776789061862743,31,7.564814534449423,133.11052354766943,10.3693,0,-0.03776789061862743,1,carnitine C7H15N1O3 - C1O1 -> C6H15N1O2
240,26,C31H26N2O8,554.168915828,20,Metabolite,2554,C31H23N1O8,H3N1,1,2,1285,Putative metabolite,0,-0.23346410428988057,0,0,0,NA,0,-0.23346410428988057,32,7.397519520456315,554.1699235476694,2.52455,0,-0.23346410428988057,1,Rheidin C C31H22O9 - H-1N-1O1 -> C31H23N1O8 + H3N1 -> C31H26N2O8
276,27,C20H32N6O12S2,612.151962,8,Metabolite,123365,C20H32N6O12S2,,1,0,1296,Metabolite,0.5,-0.19747466800316593,0.5905799999999992,0,0,NA,0,0.8931053319968333,33,7.462780071825311,612.1530235476695,14.16942,0.1,0.9931053319968333,1,glutathione disulfide C20H32N6O12S2
296,28,C2H2K2O2,135.932893104,0,Adduct,123675,H-2K2,C2H4O2,1,0,1335,Artifact,0,-0.028384289228593654,0,0,0,NA,0,-0.028384289228593654,34,7.474845043087694,135.93312354766945,13.95752,0,-0.028384289228593654,1,2K-2H H-2K2 + C2H4O2
299,29,C6.5H15N3O2.5,175.113884032,1.5,Multicharge,3021,C13H30N6O5,2,-1,0.02,1345,Artifact,0,-0.1527648942939297,0,0,0,NA,0,-0.1527648942939297,35,7.460326186611644,175.11422354766944,16.81239,0,-0.1527648942939297,1,No edge connections.
312,30,C24H39N5O17S1,701.206146926,11,Heterodimer,16,C19H31N5O12S1,1740,1,0.03,1380,Artifact,0,-0.10832802700864322,0,0,0,NA,0,-0.10832802700864322,36,7.372951659361252,701.2069235476695,2.480556,0,-0.10832802700864322,1,Peak 3219 C23H37N5O15S1 + C1H2O2 -> C24H39N5O17S1
395,31,C16H40N2O12P2,514.2056478,0,Oligomer,1,C8H20N1O6P1,2,1,0.01,1511,Artifact,0,-0.02373217878312347,0,0,0,NA,0.16820959449959927,0.1444774157164758,37,7.370039086736586,514.2063235476695,13.58463,0,0.1444774157164758,1,Glycerophosphocholine C8H20N1O6P1 * 2 -> C16H40N2O12P2
417,32,C10H13N3,175.1109474,6,Metabolite,12557,C10H13N3,,1,0,1538,Metabolite,0.5,-0.3136917124250072,NA,0,0,NA,0,0.1863082875749928,38,6.402170276406723,175.11112354766945,16.84155,0.1,0.2863082875749928,1,Debrisoquine C10H13N3
422,33,Unknown,628.188084183999,0,Unknown,33,Unknown,,0,0,1559,Unknown,0,-0,NA,0,0,NA,0,0,39,7.334048884482133,628.1889235476694,2.495217,-0.5,-0.5,1,Unknown
462,34,C5H12N2O2,132.0898776,1,Metabolite,123449,C5H12N2O2,,1,0,1613,Metabolite,0.5,-0.04724369127943541,0.6654400000000003,0,0,NA,0,1.1181963087205649,40,7.420165782832261,132.09012354766944,16.26544,0.1,1.218196308720565,1,ornithine C5H12N2O2
466,35,C5H12N2O2,132.0898776,1,Metabolite,9970,C5H12N2O2,,1,0,1669,Metabolite,0.5,-0.33128598749753335,NA,0,0,NA,0,0.16871401250246665,41,5.977948850582552,132.09002354766943,13.64282,0.1,0.2687140125024666,1,Ornithine C5H12N2O2
470,36,C5H12N2O2,132.0898776,1,Metabolite,9970,C5H12N2O2,,1,0,1726,Metabolite,0.5,-0.04724369127943541,NA,0,0,NA,0,0.4527563087205646,42,6.513424297582099,132.09012354766944,6.212156,0.1,0.5527563087205646,1,Ornithine C5H12N2O2
474,37,C5H9N2Na1O3,168.051086792,2,Adduct,9077,C5H10N2O3,H-1Na1,1,0.01,1783,Artifact,0,-0.12089005569877183,0,0,0,NA,0.6722022671460932,0.5513122114473213,44,7.412685980430305,168.05132354766945,13.36192,0,0.5513122114473213,1,glutamine C5H10N2O3 + H-1Na1 -> C5H9N2Na1O3
509,38,C5H9N2Na1O3,168.051086792,2,Adduct,6,C5H10N2O3,H-1Na1,1,0.01,1821,Artifact,0,-0.1766381535968463,0,0,0,NA,0,-0.1766381535968463,45,5.909888831826242,168.05142354766943,11.30955,0,-0.1766381535968463,1,Pyroglutamic acid C5H7N1O3 + H3N1 -> C5H10N2O3 + H-1Na1 -> C5H9N2Na1O3
533,39,K2O4S1,173.87914301,0,Adduct,123662,H1K1O4S1,H-1K1,1,0,1825,Artifact,0,-0.8512585982614895,0,0,0,NA,0,-0.8512585982614895,46,7.207661743502497,173.87972354766944,13.87395,0,-0.8512585982614895,1,KHSO4 H1K1O4S1 + H-1K1
559,40,C9H11N1O2,165.0789786,5,Metabolite,123456,C9H11N1O2,,1,0,1902,Metabolite,0.5,-0.215625156561857,0.7970380000000006,0,0,NA,0,1.0814128434381436,48,7.349063094345995,165.07932354766945,8.862962,0.1,1.1814128434381437,1,phenylalanine C9H11N1O2
563,41,C5H14N1O4P1,183.0660444,0,Metabolite,123539,C5H14N1O4P1,,1,0,1934,Metabolite,0.5,-0.5009727020523391,0.9505500000000016,0,0,NA,0,0.9495772979476624,50,7.293086209843,183.06652354766945,14.34945,0.1,1.0495772979476625,1,Phosphorylcholine C5H14N1O4P1
571,42,C5H14N1O4P1,183.0660444,0,Metabolite,11005,C5H14N1O4P1,,1,0,1973,Metabolite,0.5,-0.3184027168270963,NA,0,0,NA,0,0.1815972831729037,51,6.226679125580738,183.06622354766944,13.57492,0.1,0.28159728317290367,1,Phosphorylcholine C5H14N1O4P1
578,43,C15H21N12O5P1,480.14954837199997,13,Adduct,225,C15H18N11O5P1,H3N1,1,1.01,2014,Artifact,0,-0.433838339556056,0,0,0,NA,0,-0.433838339556056,52,7.183252443076617,480.1506235476694,2.544094,0,-0.433838339556056,1,Peak 225 C15H18N11O5P1 + H3N1 -> C15H21N12O5P1
594,44,C24H48N1O7P1,493.3168394,2,Metabolite,16144,C24H48N1O7P1,,1,0,2039,Metabolite,0.5,-0.4150527691500262,NA,0,0,NA,0,0.0849472308499738,57,7.159350134117712,493.3179235476694,7.095434,0.1,0.1849472308499738,1,LysoPC(16:1(9Z)/0:0) C24H48N1O7P1
607,45,C24H48N1O7P1,493.3168394,2,Metabolite,16144,C24H48N1O7P1,,1,0,2084,Metabolite,0.5,-0.4150527691500262,NA,0,0,NA,0,0.0849472308499738,58,6.869894706815298,493.3179235476694,3.071689,0.1,0.1849472308499738,1,LysoPC(16:1(9Z)/0:0) C24H48N1O7P1
616,46,C9H19N3O1,185.15281221200001,3,Adduct,1546,C9H16N2O1,H3N1,1,0.01,2123,Artifact,0,-0.035272943685461584,0,0,0,NA,0,-0.035272943685461584,59,7.256502764301347,185.15312354766945,16.01457,0,-0.035272943685461584,1,N-Methyltyramine C9H13N1O1 + H3N1 + H3N1 -> C9H19N3O1
618,47,C9H19N3O1,185.152812286,2,Metabolite,7168,C9H16N2O2,H3N1O-1,1,1,2149,Putative metabolite,0,-0.3051199869236027,0,0,0,NA,0,-0.3051199869236027,60,6.295471042458487,185.15322354766946,14.21908,0,-0.3051199869236027,1,Diethylcarbamazine C10H21N3O1 - C1H2 -> C9H19N3O1
637,48,C29H42N4O10S3,702.2063057219999,14,Heterodimer,26,C23H30N4O10S1,1740,1,0.03,2198,Artifact,0,-0.20511164958891553,0,0,0,NA,0,-0.20511164958891553,63,7.174462716639273,702.2075235476694,2.480556,0,-0.20511164958891553,1,Peak 26 C24H34N4O5S3 + Peak 1740 -> C29H42N4O10S3
758,49,C21H26N7O8P1,535.1580473659999,14,Fragment,16,C21H28N7O9P1,H2O1,-1,0.02,2333,Artifact,0,-0.42084511752351667,0,0,0,NA,0,-0.42084511752351667,64,7.196406980754229,535.1592235476695,2.490328,0,-0.42084511752351667,1,Peak 923 C22H28N7O9P1 - C1H2O1 -> C21H26N7O8P1
791,50,C8H21N1O5,211.141972786,0,Fragment,2333,C9H23N1O6,C1H2O1,-1,1.02,2410,Artifact,0,-0.18767778059527163,0,0,0,NA,0,-0.18767778059527163,65,7.244072597075332,211.14222354766943,4.53335,0,-0.18767778059527163,1,Tetraethylene glycol C8H18O5 + H3N1 -> C8H21N1O5
794,51,[13]C1C5H13N3O3,176.099046118,2,Natural_abundance,5,C6H13N3O3,[13]C1C-1,1,0.01,2415,Artifact,0,-1.1635103588134768,0,0,0,NA,0.763712083626733,-0.3997982751867437,66,7.246968242898356,176.09892354766944,13.64282,0,-0.3997982751867437,1,citrulline C6H13N3O3 + [13]C1C-1 -> [13]C1C5H13N3O3
814,52,C30H30K1N1O7,555.1659342099999,16,Adduct,6879,C30H31N1O7,H-1K1,1,1.01,2487,Artifact,0,-0.4150486155669045,0,0,0,NA,0,-0.4150486155669045,67,7.135657389375753,555.1662235476695,2.52455,0,-0.4150486155669045,1,Peak 6879 C30H31N1O7 + H-1K1 -> C30H30K1N1O7
871,53,C15H35N1S2,293.22109162800007,0,Fragment,1750,C16H37N1O1S2,C1H2O1,-1,1.02,2542,Artifact,0,-1.7023663203117654,0,0,0,NA,0,-1.7023663203117654,68,7.229569411095445,293.2205235476694,4.538289,0,-1.7023663203117654,1,Peak 1851 C15H33N1S2 + C1H4O1 -> C16H37N1O1S2 - C1H2O1 -> C15H35N1S2
873,54,C6H12N3Na1O3,197.077635906,2,Adduct,5,C6H13N3O3,H-1Na1,1,0.01,2549,Artifact,0,-0.06392471130170348,0,0,0,NA,0.763712083626733,0.6997873723250295,69,7.146200006786531,197.07792354766943,13.66226,0,0.6997873723250295,1,citrulline C6H13N3O3 + H-1Na1 -> C6H12N3Na1O3
882,55,H-1K3O4S1,211.835024878,0,Adduct,123675,H-2K2,H1K1O4S1,1,0,2560,Artifact,0,-0.1600492301381721,0,0,0,NA,0,-0.1600492301381721,70,7.076778769732018,211.83542354766945,13.89364,0,-0.1600492301381721,1,2K-2H H-2K2 + H1K1O4S1
890,56,C7H18N1O6P1,243.08717383599998,0,Metabolite,123504,C8H20N1O6P1,C1H2,-1,0,2580,Putative metabolite,0,-0.3716381095138922,0,0,0,NA,0,-0.3716381095138922,71,7.149892194893137,243.08772354766944,13.09561,0,-0.3716381095138922,1,Glycerophosphocholine C8H20N1O6P1 - C1H2 -> C7H18N1O6P1
900,57,C8H19N1Na1O6P1,279.084768528,0,Adduct,1,C8H20N1O6P1,H-1Na1,1,0.01,2622,Artifact,0,-0.641337700305322,0,0,0,NA,0.16820959449959927,-0.47312810580572273,73,7.192236133309818,279.08482354766943,13.58462,0,-0.47312810580572273,1,Glycerophosphocholine C8H20N1O6P1 + H-1Na1 -> C8H19N1Na1O6P1
907,58,Unknown,279.0848105523441,0,Unknown,58,Unknown,,0,0,2649,Unknown,0,-0,NA,0,0,NA,0,0,74,4.901283498748499,279.0852235476694,14.42019,-0.5,-0.5,1,Unknown
911,59,C15Cl1H18N1S1,279.08484800800005,7,Metabolite,3263,C16Cl1H18N1O1S1,C1O1,-1,2,2677,Putative metabolite,0,-0.24626119037966362,0,0,0,NA,0,-0.24626119037966362,75,4.398267909513036,279.0851235476694,16.26046,0,-0.24626119037966362,1,7-Hydroxyticlopidine C14Cl1H14N1O1S1 + C2H4 -> C16Cl1H18N1O1S1 - C1O1 -> C15Cl1H18N1S1
914,60,[13]C1C6H13N2Na1O3,197.08574174800003,2,Natural_abundance,379,C7H13N2Na1O3,[13]C1C-1,1,0.02,2686,Artifact,0,-0.428624616804049,0,0,0,NA,0,-0.428624616804049,76,5.190338432893053,197.08622354766945,11.93971,0,-0.428624616804049,1,N-Acetylornithine C7H14N2O3 + H-1Na1 -> C7H13N2Na1O3 + [13]C1C-1 -> [13]C1C6H13N2Na1O3
918,61,C10H25N1O6,255.168187546,0,Adduct,1922,C10H22O6,H3N1,1,1.01,2689,Artifact,0,-0.4855295647339166,0,0,0,NA,0,-0.4855295647339166,77,7.196395248993787,255.16832354766942,4.632761,0,-0.4855295647339166,1,Peak 1922 C10H22O6 + H3N1 -> C10H25N1O6
921,62,C21H35N5O15S1,629.1850362159998,9,Adduct,9547,C21H32N4O15S1,H3N1,1,1.02,2737,Artifact,0,-0.03715150361008586,0,0,0,NA,0,-0.03715150361008586,78,7.108119207949352,629.1859235476695,2.500111,0,-0.03715150361008586,1,Peak 2334 C19H31N5O13S1 + C2H4O2 -> C21H35N5O15S1
1001,63,C28H42N7O15P1Si1,775.224576706,13,Adduct,3219,C25H34N7O12P1,C3H8O3Si1,1,1.01,2894,Artifact,0,-0.14698867398497178,0,0,0,NA,0,-0.14698867398497178,79,7.134627054763306,775.2258235476695,2.465911,0,-0.14698867398497178,1,Peak 3219 C25H34N7O12P1 + C3H8O3Si1 -> C28H42N7O15P1Si1
1160,64,C8H16N2O3,188.1160924,2,Metabolite,9962,C8H16N2O3,,1,0,3133,Metabolite,0.5,-0.3435498246944141,NA,0,0,NA,0,0.15645017530558591,80,7.186797859427438,188.11652354766943,12.96302,0.1,0.2564501753055859,1,N6-Acetyl-L-lysine C8H16N2O3
1163,65,C8H16N2O3,188.1160924,2,Metabolite,9962,C8H16N2O3,,1,0,3209,Metabolite,0.5,-0.07775683332667367,NA,0,0,NA,0,0.42224316667332634,81,5.512252529727626,188.11642354766946,9.540117,0.1,0.5222431666733264,1,N6-Acetyl-L-lysine C8H16N2O3
1167,66,C8H16N2O3,188.1160924,2,Metabolite,9962,C8H16N2O3,,1,0,3286,Metabolite,0.5,-0.07775683332667367,NA,0,0,NA,0,0.42224316667332634,82,5.241517766884429,188.11642354766946,8.655639,0.1,0.5222431666733264,1,N6-Acetyl-L-lysine C8H16N2O3
1170,67,C11H15N5O3S1,297.08956010000003,7,Metabolite,123262,C11H15N5O3S1,,1,0,3363,Metabolite,0.5,-0.04790250704376143,0.6954940000000001,0,0,NA,0,1.1475914929562385,83,7.175944877148543,297.09002354766943,5.024506,0.1,1.2475914929562386,1,5'-Methylthioadenosine C11H15N5O3S1
1177,68,C24H32N2O6,444.226036812,10,Adduct,9,C22H29N1O6,C2H3N1,1,0.02,3399,Artifact,0,-0.08109525501415105,0,0,0,NA,0,-0.08109525501415105,84,7.148724328636798,444.2267235476694,2.8143,0,-0.08109525501415105,1,Peak 8319 C23H31N1O6 + C1H1N1 -> C24H32N2O6
1187,69,[41]K1C1H-1K2O3,177.866158598,0,Natural_abundance,15,C1H-1K3O3,[41]K1K-1,1,0.01,3424,Artifact,0,-0.3497705683747622,0,0,0,NA,0,-0.3497705683747622,87,7.153462252915466,177.86632354766945,13.95752,0,-0.3497705683747622,1,2K-2H H-2K2 + C1H1K1O3 + [41]K1K-1 -> [41]K1C1H-1K2O3
1190,70,C16H22N4O12,462.12342213999995,8,Metabolite,7969,C16H20N4O12,H2,1,1,3428,Putative metabolite,0,-0.03801704603875356,0,0,0,NA,0,-0.03801704603875356,88,7.041913752182594,462.1240235476694,2.544094,0,-0.03801704603875356,1,beta-D-3-Ribofuranosyluric acid C10H12N4O7 + C6H10O5 -> C16H22N4O12
1206,71,C16H27K1N2O11,462.125191568,4,Adduct,979,C16H28N2O11,H-1K1,1,0.01,3459,Artifact,0,-0.2114496526928015,0,0,0,NA,0,-0.2114496526928015,89,5.578331332369448,462.12602354766943,12.9974,0,-0.2114496526928015,1,N-acetyl-L-2-aminoadipate(2-) C8H13N1O5 * 2 -> C16H26N2O10 + H1K1O1 -> C16H27K1N2O11
1288,72,C8H19N1O1S1,177.118734986,0,Metabolite,215,C8H16O2S1,H3N1O-1,1,1,3618,Putative metabolite,0,-0.2825784569832707,0,0,0,NA,0,-0.2825784569832707,90,4.956097376525055,177.11912354766943,16.80756,0,-0.2825784569832707,1,Methionyl butyrate C8H16O2S1 + H3N1O-1 -> C8H19N1O1S1
1296,73,[13]C1C27H39N1O6,486.281092782,10,Natural_abundance,22,C28H39N1O6,[13]C1C-1,1,1.01,3644,Artifact,0,-0.27218428843077835,0,0,0,NA,0,-0.27218428843077835,91,7.15114353724956,486.28202354766944,2.799611,0,-0.27218428843077835,1,Peak 279 C28H41N1O7 - H2O1 -> C28H39N1O6 + [13]C1C-1 -> [13]C1C27H39N1O6
1313,74,C12H25N1O11,359.142760606,2,Adduct,1212,C12H22O11,H3N1,1,0.01,3665,Artifact,0,-0.20580980483169478,0,0,0,NA,0.8131469047987963,0.6073370999671015,92,7.054460128403568,359.1431235476694,13.85426,0,0.6073370999671015,1,Lactose C12H22O11 + H3N1 -> C12H25N1O11
1325,75,C12H25N1O11,359.142760606,2,Adduct,1211,C12H22O11,H3N1,1,0.01,3731,Artifact,0,-0.06658957148145364,0,0,0,NA,0,-0.06658957148145364,93,6.948472673904778,359.14322354766944,14.83027,0,-0.06658957148145364,1,Melibiose C12H22O11 + H3N1 -> C12H25N1O11
1335,76,[13]C1C4H10N2O3,147.072497004,2,Natural_abundance,9077,C5H10N2O3,[13]C1C-1,1,0.01,3794,Artifact,0,-1.785585904328342,0,0,0,NA,0.6722022671460932,-1.1133836371822488,94,7.142852670881533,147.07222354766944,13.38611,0,-1.1133836371822488,1,glutamine C5H10N2O3 + [13]C1C-1 -> [13]C1C4H10N2O3
1338,77,C7H11N2Na1O4,210.06162405999999,3,Adduct,1075,C5H8N2O2,C2H3Na1O2,1,0.01,3839,Artifact,0,-0.06952226197073447,0,0,0,NA,0,-0.06952226197073447,95,7.075648935632174,210.06192354766944,11.28522,0,-0.06952226197073447,1,Tetrahydrodipicolinate C7H9N1O4 + H-1Na1 -> C7H8N1Na1O4 + H3N1 -> C7H11N2Na1O4
1346,78,[13]C1C4H9N1O4,148.056512576,2,Natural_abundance,9399,C5H9N1O4,[13]C1C-1,1,0.01,3865,Artifact,0,-1.1549481179113898,0,0,0,NA,0,-1.1549481179113898,96,7.081045194028057,148.05642354766945,13.48776,0,-1.1549481179113898,1,CH3CN C2H3N1 + C2H4O2 + C1H2O2 -> C5H9N1O4 + [13]C1C-1 -> [13]C1C4H9N1O4
1353,79,C22H45N1O4,387.334858886,2,Adduct,117,C22H42O4,H3N1,1,0.01,3888,Artifact,0,-0.23305656108699133,0,0,0,NA,0,-0.23305656108699133,97,7.093395278787976,387.3352235476694,2.514767,0,-0.23305656108699133,1,Diethylhexyl adipate C22H42O4 + H3N1 -> C22H45N1O4
1359,80,C13H24O11S1,388.10393236799996,2,Metabolite,8961,C13H25N1O11S1,H1N1,-1,2,3950,Putative metabolite,0,-0.5733465320532912,0,0,0,NA,0,-0.5733465320532912,98,7.02063717366973,388.1049235476694,2.57345,0,-0.5733465320532912,1,4-O-Methylgalactinol C13H24O11 + S1 -> C13H24O11S1
1376,81,C13H27N1O11S1,405.1304814,2,Adduct,80,C13H24O11S1,H3N1,1,1.01,3994,Artifact,0,-0.5864889617127066,0,0,0,NA,0,-0.5864889617127066,99,6.996878433332209,405.1315235476694,2.578361,0,-0.5864889617127066,1,Peak 80 C13H24O11S1 + H3N1 -> C13H27N1O11S1
1391,82,C13H29N1,199.229999902,0,Metabolite,2288,C14H29N1O1,C1O1,-1,1,4011,Putative metabolite,0,-0.2714923468979536,0,0,0,NA,0,-0.2714923468979536,101,5.354679524259431,199.23042354766943,7.175489,0,-0.2714923468979536,1,Undecanoylcholine C16H33N1O2 - C2H4 -> C14H29N1O2 - C1O2 -> C13H29N1
1392,83,C7H15N1O3,161.1051934,1,Metabolite,123293,C7H15N1O3,,1,0,4028,Metabolite,0.5,-0.19007349442378624,0.9256799999999998,0,0,NA,0,1.2356065055762135,102,7.061031659306434,161.10552354766943,13.19432,0.1,1.3356065055762136,1,carnitine C7H15N1O3
