ilp_node_id,node_id,formula,mass,rdbe,category,parent_id,parent_formula,transform,direction,steps,struct_set_id,class,score_database_origin,score_mz,score_known_rt,score_MS2,score_RDBE,score_element_ratio,score_missing_isotope_Cl,score_propagation,sum_score,Input_id,log10_inten,medMz,medRt,score_class,cplex_score,ilp_solution,path
74,13,C23H30N2O3S3,478.141855072,10,Metabolite,8049,C23H28N2O3S2,H2S1,1,2,322,Putative metabolite,0,-0.11975978400047735,0,NA,0,0,NA,0,-0.11975978400047735,39,3.630724958151613,478.14174054766943,1.634,0,-0.11975978400047735,1,Thiothixene C23H29N3O2S2 + H-1N-1O1 -> C23H28N2O3S2 + H2S1 -> C23H30N2O3S3
79,14,C14H22N6O6S2,434.10422391399993,7,Metabolite,7873,C14H22N6O5S2,O1,1,1,344,Putative metabolite,0,-0.04795354107940969,0,NA,0,0,NA,0,-0.04795354107940969,46,3.5170482144032187,434.1042655476694,1.649,0,-0.04795354107940969,1,S-adenosyl-L-homoCysteine C14H20N6O5S1 + S1 -> C14H20N6O5S2 + H2O1 -> C14H22N6O6S2
86,15,C17H20O12P2,478.042999036,9,Metabolite,5024,C17H22O13P2,H2O1,-1,2,367,Putative metabolite,0,-0.10928758589251227,0,NA,0,0,NA,0,-0.10928758589251227,48,3.597532261737398,478.0428945476694,1.65,0,-0.10928758589251227,1,"2-Methyl-1,4-naphthalenediol bis(dihydrogen phosphate) C11H12O8P2 + C6H10O5 -> C17H22O13P2 - H2O1 -> C17H20O12P2"
93,16,C14H15N5O2S2,349.066716236,10,Metabolite,10988,C14H14N4O2S2,H1N1,1,2,387,Putative metabolite,0,-0.41924411149709584,0,NA,0,0,NA,0,-0.41924411149709584,57,3.7931746931805335,349.0664235476694,1.67,0,-0.41924411149709584,1,Sulfaquinoxaline C14H12N4O2S1 + H2S1 -> C14H14N4O2S2 + H1N1 -> C14H15N5O2S2
100,17,C7H10O4S1,190.029979484,3,Metabolite,4113,C5H8O3S1,C2H2O1,1,1,402,Putative metabolite,0,-0.18401394019855874,0,NA,0,0,NA,0,-0.18401394019855874,77,3.6417158101662652,190.02990954766943,1.722,0,-0.18401394019855874,1,N-Acetyl-L-methionine C7H13N1O3S1 - H3N1O-1 -> C7H10O4S1
102,18,C13H25N1O9Si1,367.12985784,3,Metabolite,8899,C7H15N1O4Si1,C6H10O5,1,2,423,Putative metabolite,0,-0.14124112657160642,0,NA,0,0,NA,0,-0.14124112657160642,90,3.8057758478360393,367.12996154766944,1.753,0,-0.14124112657160642,1,"Propanoic acid, 2-(methoxyimino)-, trimethylsilyl ester C7H15N1O3Si1 + O1 -> C7H15N1O4Si1 + C6H10O5 -> C13H25N1O9Si1"
108,19,C11H23N2O8P1S1,374.09127292799997,2,Metabolite,7811,C11H22N1O8P1S1,H1N1,1,2,450,Putative metabolite,0,-0.23339179778835964,0,NA,0,0,NA,0,-0.23339179778835964,100,3.6981760179201015,374.0914475476694,1.779,0,-0.23339179778835964,1,Dephospho-CoA C21H35N7O13P2S1 + O1 -> C21H35N7O14P2S1 - C10H12N5O6P1 -> C11H23N2O8P1S1
117,20,C14Cl1H24N2O7P1,398.10096528800005,4,Metabolite,10230,C14Cl1H21N1O7P1,H3N1,1,2,528,Putative metabolite,0,-0.1585774468699327,0,NA,0,0,NA,0,-0.1585774468699327,105,3.6346776456601853,398.1010915476694,1.79,0,-0.1585774468699327,1,"Carboxybupranolol, 4-chloro-3-[3-(1,1-dimethylethylamino)-2-hydroxy-propyloxy]benzoic acid C14Cl1H20N1O4 + H1O3P1 -> C14Cl1H21N1O7P1 + H3N1 -> C14Cl1H24N2O7P1"
131,21,C6H3N1O7,200.990951408,6,Metabolite,9679,C7H5N1O7,C1H2,-1,2,533,Putative metabolite,0,-0.3088190502677523,0,NA,0,0,NA,0,-0.3088190502677523,113,3.4094039615321727,200.99107554766945,1.81,0,-0.3088190502677523,1,"2-{[hydroxy(6-hydroxy-7-methoxy-2H-1,3-benzodioxol-5-yl)methylidene]amino}acetic acid C11H11N1O7 - C5H8 -> C6H3N1O7"
133,22,C18Cl1H18N3O1,327.1138399,11,Metabolite,20935,C18Cl1H18N3O1,,1,0,536,Metabolite,0.5,-0.1981690371493104,NA,NA,0,0,NA,0,0.3018309628506896,116,3.5772576630758377,327.1139695476694,1.816,0.1,0.40183096285068964,1,Loxapine C18Cl1H18N3O1
140,23,B1C11F3H8N4O3,312.064155226,9,Adduct,65,C11F3H11N4O3,B1H-3,1,1.02,592,Artifact,0,-0.0646047755588866,0,NA,0,0,NA,0,-0.0646047755588866,117,3.882151767637389,312.06419554766944,1.821,0,-0.0646047755588866,1,Peak 65 C11F3H11N4O3 + B1H-3 -> B1C11F3H8N4O3
157,24,C24H18O10S1,498.06206749399996,16,Adduct,36,C23H16O8S1,C1H2O2,1,1.01,636,Artifact,0,-0.4065219547688715,0,NA,0,0,NA,0,-0.4065219547688715,150,3.8489601873127737,498.0616625476694,1.92,0,-0.4065219547688715,1,Peak 36 C23H16O8S1 + C1H2O2 -> C24H18O10S1
169,25,C23H38O2,346.2871805,5,Metabolite,28505,C23H38O2,,1,0,651,Metabolite,0.5,-0.14301376864991044,NA,NA,0,0,NA,0,0.35698623135008956,152,4.003535385446345,346.2872795476694,1.925,0.1,0.45698623135008953,1,3-Hydroxy-1-phenyl-1-heptadecanone C23H38O2
174,26,C15H17N1O10S2,435.029387226,8,Metabolite,35,C15H17N1O9S2,O1,1,2,670,Putative metabolite,0,-0.23138858582848904,0,NA,0,0,NA,0,-0.23138858582848904,158,4.831572252561584,435.0295885476694,1.941,0,-0.23138858582848904,1,"2-(3,4-dihydroxyphenyl)-3-hydroxy-5-sulfino-3,4-dihydro-2H-1-benzopyran-7-olate C15H14O7S1 + H3N1 -> C15H17N1O7S1 + O3S1 -> C15H17N1O10S2"
178,27,Unknown,534.9946765476694,0,Unknown,27,Unknown,,0,0,673,Unknown,0,-0,NA,NA,0,0,NA,0,0,159,4.349597175968658,534.9946765476694,1.941,-0.5,-0.5,1,Unknown
181,28,C29Cr1H46O7,558.2648613599999,7,Adduct,399,C29H46O4,Cr1O3,1,0.01,677,Artifact,0,-0.03834410277074919,0,NA,0,0,NA,0,-0.03834410277074919,160,4.141930655363091,558.2648185476695,1.941,0,-0.03834410277074919,1,"(3beta,5alpha,9alpha,22E,24R)-3,5,9-Trihydroxy-23-methylergosta-7,22-dien-6-one C29H46O4 + Cr1O3 -> C29Cr1H46O7"
199,29,C23H40O6S1,444.25455969,5,Adduct,25,C23H38O2,H2O4S1,1,0.01,698,Artifact,0,-0.2800845416113673,0,NA,0,0,NA,0,-0.2800845416113673,161,4.068228367901016,444.2548085476694,1.946,0,-0.2800845416113673,1,3-Hydroxy-1-phenyl-1-heptadecanone C23H38O2 + H2O4S1 -> C23H40O6S1
204,30,[13]C1C22H16O8S1,453.05994302999994,16,Natural_abundance,36,C23H16O8S1,[13]C1C-1,1,1.01,715,Artifact,0,-0.12303264968051801,0,NA,0,0,NA,0,-0.12303264968051801,163,4.0212419898935945,453.05983154766943,1.951,0,-0.12303264968051801,1,Peak 36 C23H16O8S1 + [13]C1C-1 -> [13]C1C22H16O8S1
218,31,Unknown,533.9909535476695,0,Unknown,31,Unknown,,0,0,726,Unknown,0,-0,NA,NA,0,0,NA,0,0,165,5.485090243119392,533.9909535476695,1.956,-0.5,-0.5,1,Unknown
219,32,Unknown,334.0035575476694,0,Unknown,32,Unknown,,0,0,727,Unknown,0,-0,NA,NA,0,0,NA,0,0,166,5.1726511758718665,334.0035575476694,1.956,-0.5,-0.5,1,Unknown
225,33,Unknown,616.0438095476695,0,Unknown,33,Unknown,,0,0,735,Unknown,0,-0,NA,NA,0,0,NA,0,0,168,4.467132079938029,616.0438095476695,1.956,-0.5,-0.5,1,Unknown
230,34,C15Cr1H20N2O12S2,535.986273072,8,Adduct,42,C15H20N2O9S2,Cr1O3,1,1.02,751,Artifact,0,-0.4948593799486669,0,NA,0,0,NA,0,-0.4948593799486669,170,4.030424990412619,535.9868035476695,1.956,0,-0.4948593799486669,1,Peak 42 C15H20N2O9S2 + Cr1O3 -> C15Cr1H20N2O12S2
240,35,C15H17N1O9S2,419.034472606,9,Fragment,42,C15H20N2O9S2,H3N1,-1,1.02,759,Artifact,0,-0.14430992833381112,0,NA,0,0,NA,0,-0.14430992833381112,173,5.037591557823337,419.03459354766943,1.961,0,-0.14430992833381112,1,Peak 47 C16H19N1O10S2 - C1H2O1 -> C15H17N1O9S2
251,36,C23H16O8S1,452.05658818999996,16,Metabolite,94,C23H16O5,O3S1,1,1,767,Putative metabolite,0,-0.5979808110805375,0,NA,0,0,NA,0,-0.5979808110805375,174,4.7013898480368415,452.05604754766944,1.961,0,-0.5979808110805375,1,Pamoic acid C23H16O5 + O3S1 -> C23H16O8S1
257,37,Unknown,690.1418325476694,0,Unknown,37,Unknown,,0,0,781,Unknown,0,-0,NA,NA,0,0,NA,0,0,175,3.8463969604788693,690.1418325476694,1.961,-0.5,-0.5,1,Unknown
264,38,C8H18N6O9P2S1,436.033119896,4,Metabolite,15,C10H20N6O10P2S1,C2H2O1,-1,2,803,Putative metabolite,0,-0.024480170938416652,0,NA,0,0,NA,0,-0.024480170938416652,177,3.99716093868889,436.0330985476694,1.961,0,-0.024480170938416652,1,"Adenosine 3',5'-diphosphate C10H15N5O10P2 + H3N1 -> C10H18N6O10P2 + H2S1 -> C10H20N6O10P2S1 - C2H2O1 -> C8H18N6O9P2S1"
280,39,[34]S1C15H17N1O9S1,421.030268746,8,Natural_abundance,35,C15H17N1O9S2,[34]S1S-1,1,1.01,823,Artifact,0,-0.2432149000239824,0,NA,0,0,NA,0,-0.2432149000239824,178,3.908065653143631,421.03047354766943,1.972,0,-0.2432149000239824,1,Peak 47 C16H19N1O10S2 - C1H2O1 -> C15H17N1O9S2 + [34]S1S-1 -> [34]S1C15H17N1O9S1
294,40,C29Cl1F1H38N4O11P2,734.168487006,13,Metabolite,11793,C30Cl1F1H38N4O12P2,C1O1,-1,2,838,Putative metabolite,0,-0.19577136282601315,0,NA,0,0,NA,0,-0.19577136282601315,179,3.845228599554364,734.1681995476695,1.972,0,-0.19577136282601315,1,Reduced haloperidol C21Cl1F1H25N1O2 + C9H13N3O10P2 -> C30Cl1F1H38N4O12P2 - C1O1 -> C29Cl1F1H38N4O11P2
298,41,[13]C1C14H17N1O9S2,420.037827446,8,Natural_abundance,35,C15H17N1O9S2,[13]C1C-1,1,1.01,848,Artifact,0,-0.2560503547186769,0,NA,0,0,NA,0,-0.2560503547186769,180,4.225308765044915,420.0380425476694,1.977,0,-0.2560503547186769,1,Peak 47 C16H19N1O10S2 - C1H2O1 -> C15H17N1O9S2 + [13]C1C-1 -> [13]C1C14H17N1O9S2
314,42,C15H20N2O9S2,436.061021712,8,Adduct,35,C15H17N1O9S2,H3N1,1,1.01,879,Artifact,0,-0.2451900751866114,0,NA,0,0,NA,0,-0.2451900751866114,182,4.7162849347515685,436.0612355476694,1.982,0,-0.2451900751866114,1,Peak 47 C16H19N1O10S2 - C1H2O1 -> C15H17N1O9S2 + H3N1 -> C15H20N2O9S2
330,43,[13]C1C16H18O5S1,335.090849204,9,Natural_abundance,53,C17H18O5S1,[13]C1C-1,1,1.01,908,Artifact,0,-0.3929436898118721,0,NA,0,0,NA,0,-0.3929436898118721,183,3.820584500338081,335.0911125476694,1.982,0,-0.3929436898118721,1,Peak 88 C18H18O7S1 - C1O2 -> C17H18O5S1 + [13]C1C-1 -> [13]C1C16H18O5S1
347,44,C31H58N4O4S1,582.417877108,5,Metabolite,5633,C29H54N4O4S1,C2H4,1,2,930,Putative metabolite,0,-0.27681127432442426,0,NA,0,0,NA,0,-0.27681127432442426,184,5.239464537544975,582.4181995476695,1.987,0,-0.27681127432442426,1,Timolol C13H24N4O3S1 + C16H30O1 -> C29H54N4O4S1 + C2H4 -> C31H58N4O4S1
351,45,C26H48N1Ni1O5P1,543.262353052,3,Adduct,337,C26H50N1O5P1,H-2Ni1,1,1.01,937,Artifact,0,-0.034517696938221,0,NA,0,0,NA,0,-0.034517696938221,185,3.9828624071084104,543.2623155476695,1.987,0,-0.034517696938221,1,Peak 337 C26H50N1O5P1 + H-2Ni1 -> C26H48N1Ni1O5P1
371,46,C15H25O16P1,492.08802119200004,4,Metabolite,9366,C15H26N1O15P1,H-1N-1O1,1,1,1001,Putative metabolite,0,-0.45585780520626,0,NA,0,0,NA,0,-0.45585780520626,186,4.598568035111525,492.0875725476694,1.987,0,-0.45585780520626,1,2-O-(6-Phospho-alpha-mannosyl)-D-glycerate C9H17O12P1 - H2O1 -> C9H15O11P1 + C6H10O5 -> C15H25O16P1
382,47,C16H19N1O10S2,449.04503729,8,Metabolite,35,C15H17N1O9S2,C1H2O1,1,2,1018,Putative metabolite,0,-0.23077603829598275,0,NA,0,0,NA,0,-0.23077603829598275,187,4.41823172213892,449.0452445476694,1.987,0,-0.23077603829598275,1,4-Hydroxybenzyl isothiocyanate 4''-acetylrhamnoside C16H19N1O6S1 + O1 -> C16H19N1O7S1 + O3S1 -> C16H19N1O10S2
390,48,C17H21N1O5S1,351.114043544,8,Fragment,116,C18H21N1O7S1,C1O2,-1,1.01,1034,Artifact,0,-0.1993706489032353,0,NA,0,0,NA,0,-0.1993706489032353,188,4.1286597083114565,351.1141835476694,1.987,0,-0.1993706489032353,1,Peak 88 C18H18O7S1 - C1O2 -> C17H18O5S1 + H3N1 -> C17H21N1O5S1
406,49,[13]C1C14H20N2O9S2,437.064376552,8,Natural_abundance,42,C15H20N2O9S2,[13]C1C-1,1,1.02,1086,Artifact,0,-0.2814181189153195,0,NA,0,0,NA,0,-0.2814181189153195,189,3.93526586444552,437.0646225476694,1.987,0,-0.2814181189153195,1,Peak 42 C15H20N2O9S2 + [13]C1C-1 -> [13]C1C14H20N2O9S2
421,50,Ring_artifact_C25H36O3,384.0515305476694,NA,Ring_artifact,490,C25H36O3,Ring_artifact,1,0.01,1132,Artifact,0,-0,0,NA,0,0,NA,0,0,190,3.5465689249245926,384.0515305476694,1.992,0,0,1,Persicaxanthin C25H36O3 + Ring_artifact -> Ring_artifact_C25H36O3
441,51,C16H21N1O9S1Si1,431.07062851399996,8,Adduct,68,C16H19N1O6S1,H2O3Si1,1,0.01,1171,Artifact,0,-0.5034368393114074,0,NA,0,0,NA,0,-0.5034368393114074,191,3.7199437883917126,431.07106254766944,1.992,0,-0.5034368393114074,1,4-Hydroxybenzyl isothiocyanate 4''-acetylrhamnoside C16H19N1O6S1 + H2O3Si1 -> C16H21N1O9S1Si1
451,52,Unknown,583.4227775476695,0,Unknown,52,Unknown,,0,0,1184,Unknown,0,-0,NA,NA,0,0,NA,0,0,192,4.807603198326957,583.4227775476695,1.993,-0.5,-0.5,1,Unknown
460,53,C17H18O5S1,334.08749438999996,9,Fragment,88,C18H18O7S1,C1O2,-1,1.01,1217,Artifact,0,-0.2995587575122592,0,NA,0,0,NA,0,-0.2995587575122592,194,4.596755078441799,334.0876945476694,1.993,0,-0.2995587575122592,1,Peak 88 C18H18O7S1 - C1O2 -> C17H18O5S1
475,54,Unknown,551.3022935476695,0,Unknown,54,Unknown,,0,0,1270,Unknown,0,-0,NA,NA,0,0,NA,0,0,195,4.075312560558585,551.3022935476695,1.993,-0.5,-0.5,1,Unknown
480,55,C7H13N3O9S1,315.037249736,3,Metabolite,9369,C6H13N3O7S1,C1O2,1,2,1306,Putative metabolite,0,-0.38536977708599285,0,NA,0,0,NA,0,-0.38536977708599285,196,4.228989134339211,315.0374925476694,1.998,0,-0.38536977708599285,1,N5-Acetyl-N2-gamma-L-glutamyl-L-ornithine C12H21N3O6 + O3S1 -> C12H21N3O9S1 - C5H8 -> C7H13N3O9S1
491,56,C18H26N4O12,490.154722314,8,Metabolite,9752,C7H9N3O4,C11H17N1O8,1,1,1326,Putative metabolite,0,-0.3623689145587149,0,NA,0,0,NA,0,-0.3623689145587149,197,4.018266408179085,490.1550775476694,1.998,0,-0.3623689145587149,1,(S)-Isowillardiine C7H9N3O4 + C11H17N1O8 -> C18H26N4O12
498,57,[13]C1C14H25O16P1,493.091376032,4,Natural_abundance,46,C15H25O16P1,[13]C1C-1,1,1.01,1344,Artifact,0,-0.29861030319085585,0,NA,0,0,NA,0,-0.29861030319085585,198,3.8937368677928235,493.09108154766943,1.998,0,-0.29861030319085585,1,Peak 46 C15H25O16P1 + [13]C1C-1 -> [13]C1C14H25O16P1
515,58,C15H10O8S2,381.98170873,11,Metabolite,425,C15H10O8S1,S1,1,1,1357,Putative metabolite,0,-0.0769901648011461,0,NA,0,0,NA,0,-0.0769901648011461,199,3.8724448639578024,381.9817675476694,1.998,0,-0.0769901648011461,1,Apigenin 7-sulfate C15H10O8S1 + S1 -> C15H10O8S2
526,59,C32H51N1O4,513.381809158,7,Fragment,111,C33H53N1O5,C1H2O1,-1,0.02,1368,Artifact,0,-0.013040654352187955,0,NA,0,0,NA,0,-0.013040654352187955,200,3.7969746331362857,513.3818225476695,1.998,0,-0.013040654352187955,1,22-Acetylpriverogenin B C32H52O5 + C1H1N1 -> C33H53N1O5 - C1H2O1 -> C32H51N1O4
529,60,Unknown,794.4352895476695,0,Unknown,60,Unknown,,0,0,1383,Unknown,0,-0,NA,NA,0,0,NA,0,0,203,4.45577791354314,794.4352895476695,2.003,-0.5,-0.5,1,Unknown
535,61,C16H11N1O7,329.053551654,12,Metabolite,9257,C16H14N2O6,H3N1O-1,-1,2,1442,Putative metabolite,0,-0.38155845650309006,0,NA,0,0,NA,0,-0.38155845650309006,205,3.7397969234929342,329.05330054766944,2.003,0,-0.38155845650309006,1,Blighinone C16H10O8 - H-1N-1O1 -> C16H11N1O7
549,62,C34H55N1O4,541.413109296,8,Metabolite,52,C36H57N1O5,C2H2O1,-1,2,1473,Putative metabolite,0,-0.30406695347241225,0,NA,0,0,NA,0,-0.30406695347241225,209,4.164082404608136,541.4134385476694,2.008,0,-0.30406695347241225,1,Vecuronium C34H56N2O4 - H1N1 -> C34H55N1O4
553,63,C26H35N2O4,439.259682668,10.5,Radical,112,C26H36N2O4,H1,-1,0.01,1476,Artifact,0,-0.4620042373910169,0,NA,0,0,NA,0,-0.4620042373910169,210,4.863818669201322,439.2600885476694,2.008,0,-0.4620042373910169,1,O-Desmethylverapamil (D-702) C26H36N2O4 - H1 -> C26H35N2O4
559,64,C16H24N2O9S1Si1,448.09717762,8,Adduct,70,C16H22N2O6S1,H2O3Si1,1,0.02,1548,Artifact,0,-0.48530507569021963,0,NA,0,0,NA,0,-0.48530507569021963,212,4.178622751481371,448.0976125476694,2.008,0,-0.48530507569021963,1,4-Hydroxybenzyl isothiocyanate 4''-acetylrhamnoside C16H19N1O6S1 + H2O3Si1 -> C16H21N1O9S1Si1 + H3N1 -> C16H24N2O9S1Si1
574,65,C16H16O4S1,304.0769297,9,Metabolite,123550,C16H16O4S1,,1,0,1568,Metabolite,0.5,-0.06437898896066799,NA,NA,0,0,NA,0,0.43562101103933204,213,4.084990000284133,304.0768905476694,2.008,0.1,0.535621011039332,1,[4-(2-phenylcyclobutyl)phenyl]oxidanesulfonic acid C16H16O4S1
595,66,C27H44,368.34430141999997,6,Metabolite,434,C27H44O3S1,O3S1,-1,2,1651,Putative metabolite,0,-0.10333765060471939,0,NA,0,0,NA,0,-0.10333765060471939,215,5.2977331936276,368.3443775476694,2.013,0,-0.10333765060471939,1,7-Dehydrocholesterol C27H44O1 - O1 -> C27H44
598,67,C11Cl1H13N3O4P1,317.033220118,8,Adduct,206,C11Cl1H10N3,H3O4P1,1,1.02,1658,Artifact,0,-0.2406219930189946,0,NA,0,0,NA,0,-0.2406219930189946,217,3.8957923287974094,317.0330675476694,2.013,0,-0.2406219930189946,1,Peak 206 C11Cl1H10N3 + H3O4P1 -> C11Cl1H13N3O4P1
610,68,C16H19N1O6S1,353.0933081,8,Metabolite,25763,C16H19N1O6S1,,1,0,1681,Metabolite,0.5,-0.04453167008961438,NA,NA,0,0,NA,0,0.4554683299103856,220,4.972220309062668,353.0933395476694,2.018,0.1,0.5554683299103856,1,4-Hydroxybenzyl isothiocyanate 4''-acetylrhamnoside C16H19N1O6S1
629,69,C12H22N4O4S1,318.13617599,4,Metabolite,3169,C13H22N4O5S1,C1O1,-1,1,1720,Putative metabolite,0,-0.20833479397268184,0,NA,0,0,NA,0,-0.20833479397268184,221,4.783321700965691,318.1363085476694,2.018,0,-0.20833479397268184,1,Dephospho-CoA C21H35N7O13P2S1 - C9H13N3O10P2 -> C12H22N4O3S1 + O1 -> C12H22N4O4S1
634,70,C16H22N2O6S1,370.119857206,8,Adduct,68,C16H19N1O6S1,H3N1,1,0.01,1734,Artifact,0,-0.0373640187466199,0,NA,0,0,NA,0,-0.0373640187466199,222,4.25123868843031,370.11982954766944,2.018,0,-0.0373640187466199,1,4-Hydroxybenzyl isothiocyanate 4''-acetylrhamnoside C16H19N1O6S1 + H3N1 -> C16H22N2O6S1
646,71,C44H65N1O8,735.471018,14,Heterodimer,442,C19H29N1O5,490,1,0.01,1758,Artifact,0,-0.223293863667984,0,NA,0,0,NA,0,-0.223293863667984,224,4.073291350063102,735.4706895476695,2.018,0,-0.223293863667984,1,Persicaxanthin C25H36O3 + Peak 442 -> C44H65N1O8
651,72,C21H32N2O4,376.236207556,7,Metabolite,7006,C16H24N2O4,C5H8,1,1,1788,Putative metabolite,0,-0.06112073811654367,0,NA,0,0,NA,0,-0.06112073811654367,225,4.067217154348018,376.23625354766943,2.018,0,-0.06112073811654367,1,8-Hydroxycarteolol C16H24N2O4 + C5H8 -> C21H32N2O4
664,73,C20H19N3O4S1,397.10962685199996,13,Metabolite,9448,C20H19N3O4,S1,1,2,1820,Putative metabolite,0,-0.25723920644502135,0,NA,0,0,NA,0,-0.25723920644502135,226,3.9799213281627597,397.1094225476694,2.018,0,-0.25723920644502135,1,N-Caffeoyltryptophan C20H18N2O5 - H-1N-1O1 -> C20H19N3O4 + S1 -> C20H19N3O4S1
681,74,C21H33N1O4,363.2409585,6,Metabolite,404,C21H33N1O5,O1,-1,2,1837,Putative metabolite,0,-0.04948826628991608,0,NA,0,0,NA,0,-0.04948826628991608,227,4.164007437920611,363.2409225476694,2.018,0,-0.04948826628991608,1,Cortisol C21H30O5 + H3N1O-1 -> C21H33N1O4
686,75,Unknown,204.99157954766943,0,Unknown,75,Unknown,,0,0,1848,Unknown,0,-0,NA,NA,0,0,NA,0,0,228,4.026369226182426,204.99157954766943,2.018,-0.5,-0.5,1,Unknown
689,76,C47H72O4,700.5430607979999,12,Metabolite,898,C47H73O7P1,H1O3P1,-1,2,1855,Putative metabolite,0,-0.4234217449556571,0,NA,0,0,NA,0,-0.4234217449556571,232,5.040198870479451,700.5424675476695,2.023,0,-0.4234217449556571,1,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/o-18:0) C63H102O5 - C16H30O1 -> C47H72O4"
692,77,C15H20O4,264.1361591,6,Metabolite,13385,C15H20O4,,1,0,1857,Metabolite,0.5,-0.34158077797996317,NA,NA,0,0,NA,0,0.15841922202003683,233,4.21138784836667,264.1363395476694,2.023,0.1,0.25841922202003687,1,gamma-CEHC C15H20O4
697,78,Unknown,701.5457025476695,0,Unknown,78,Unknown,,0,0,1898,Unknown,0,-0,NA,NA,0,0,NA,0,0,234,4.670671904473028,701.5457025476695,2.023,-0.5,-0.5,1,Unknown
701,79,C15H10O5,270.0528234,11,Metabolite,28053,C15H10O5,,1,0,1915,Metabolite,0.5,-0.09284788950031267,NA,0.9714489622282758,0,0,NA,0,1.3786010727279632,235,4.7735907764693115,270.05287354766944,2.023,0.1,1.478601072727963,1,Emodin C15H10O5
