"peak_id","medMz","medRt","log10_inten","class","formula","ppm_error","annotation"
17,258.1074,11.16,4.24,"Artifact","C9H16N4Na2O2",-2.07,"(2S)-2-amino-3-[(3R)-1-carbamimidoylpiperidin-3-yl]propanoic acid C9H18N4O2 + H-2Na2 -> C9H16N4Na2O2"
18,175.0848,9.21,5.24,"Metabolite","C7H13N1O4",-1.95,"2-aminoheptanedioic acid C7H13N1O4"
19,202.1067,13.46,7.68,"Metabolite","C7H14N4O3",-0.54,"(3S)-3-amino-6-(diaminomethylideneamino)-2-oxohexanoic acid C7H14N4O3"
20,386.1735,2.78,7.66,"Metabolite","C22H26O6",-1.45,"(3S,3'R,4'S,5'S,6'R)-5-[(4-ethylphenyl)methyl]-6'-(hydroxymethyl)spiro[1H-2-benzofuran-3,2'-oxane]-3',4',5'-triol C22H26O6"
21,386.1704,16.81,4.91,"Unknown","Unknown",-1.41,"Unknown"
22,485.2787,2.8,7.66,"Artifact","C29H35N5O2",0.77,"(2R)-2-cyclopentyl-2-[2-(2,6-diethylpyridin-4-yl)ethyl]-5-[(5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)methyl]-4-hydroxy-3H-pyran-6-one C29H37N5O3 - H2O1 -> C29H35N5O2"
23,627.1884,2.5,7.57,"Artifact","C24H34N7O9P1S1",-1.22,"Peak 111 C18H24N7O7P1 + Peak 3381 -> C25H36N7O10P1S1 - C1H2O1 -> C24H34N7O9P1S1"
24,479.1507,2.54,7.56,"Artifact","C16H25N5O12",-1.52,"Peak 70 C16H22N4O12 + H3N1 -> C16H25N5O12"
25,133.1105,10.37,7.56,"Metabolite","C6H15N1O2",-1.66,"(2R)-1-amino-4-methylpentane-2,4-diol C6H15N1O2"
26,554.1699,2.52,7.4,"Artifact","C27F4H22N6O3",-1.71,"1-[4-[4-amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl]-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea C27H19F4N5O3 + H3N1 -> C27F4H22N6O3"
27,612.153,14.17,7.46,"Metabolite","C20H32N6O12S2",-1.7,"glutathione disulfide C20H32N6O12S2"
28,135.9331,13.96,7.47,"Artifact","C2H2K2O2",-1.52,"2K-2H H-2K2 + C2H4O2"
29,175.1142,16.81,7.46,"Metabolite","C7H17N3S1",0.68,"4-(dimethylamino)butyl carbamimidothioate C7H17N3S1"
30,701.2069,2.48,7.37,"Artifact","C26H36N7O14P1",-1.59,"Peak 3731 C27H38N7O15P1 - C1H2O1 -> C26H36N7O14P1"
31,514.2063,13.58,7.37,"Artifact","C16H40N2O12P2",-1.27,"Glycerophosphocholine C8H20N1O6P1 * 2 -> C16H40N2O12P2"
32,175.1111,16.84,6.4,"Metabolite","C10H13N3",-0.87,"3,4-dihydro-1H-isoquinoline-2-carboximidamide C10H13N3"
33,628.1889,2.5,7.33,"Unknown","Unknown",-1.31,"Unknown"
34,132.0901,16.27,7.42,"Artifact","C5H12N2O2",-1.68,"Peak 726 C10H24N4O4 / 2 -> C5H12N2O2"
35,132.09,13.64,5.98,"Metabolite","C5H12N2O2",-0.92,"(2S)-2,5-diaminopentanoic acid C5H12N2O2"
36,132.0901,6.21,6.51,"Metabolite","C5H12N2O2",-1.68,"(2S)-2,5-diaminopentanoic acid C5H12N2O2"
37,168.0513,13.36,7.41,"Artifact","C5H9N2Na1O3",-1.27,"2-aminoprop-2-enamide C3H6N2O1 + C2H3Na1O2 -> C5H9N2Na1O3"
38,168.0514,11.31,5.91,"Artifact","C5H9N2Na1O3",-1.86,"4-hydroxy-3,4-dihydro-2H-pyrrole-2-carboxylic acid C5H7N1O3 + H3N1 -> C5H10N2O3 + H-1Na1 -> C5H9N2Na1O3"
39,173.8797,13.87,7.21,"Artifact","K2O4S1",-3.2,"KHSO4 H1K1O4S1 + H-1K1"
40,165.0793,8.86,7.35,"Artifact","C9H11N1O2",-1.95,"2,3-dihydro-1H-indole C8H9N1 + C1H2O2 -> C9H11N1O2"
41,183.0665,14.35,7.29,"Metabolite","C5H14N1O4P1",-2.49,"Phosphorylcholine C5H14N1O4P1"
42,183.0662,13.57,6.23,"Metabolite","C5H14N1O4P1",-0.85,"Phosphorylcholine C5H14N1O4P1"
43,480.1506,2.54,7.18,"Metabolite","C21H28N4O5S2",-1.02,"(2S)-N-[(E,2S)-1-amino-4-methylsulfanyl-1-oxobut-3-en-2-yl]-1-[(2S)-3-(4-hydroxyphenyl)-2-[(2-sulfanylacetyl)amino]propanoyl]pyrrolidine-2-carboxamide C21H28N4O5S2"
44,493.3179,7.1,7.16,"Artifact","C24H48N1O7P1",-2.15,"[(2R)-3-[2-aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] (Z)-octadec-9-enoate C23H46N1O7P1 + C1H4O1 -> C24H50N1O8P1 - H2O1 -> C24H48N1O7P1"
45,493.3179,3.07,6.87,"Artifact","C24H48N1O7P1",-2.15,"2-[[(2R)-3-[(Z)-hexadec-9-enoyl]oxy-2-hydroxypropoxy]-hydroxyphosphoryl]oxyethyl-trimethylazanium C24H49N1O7P1 - H1 -> C24H48N1O7P1"
46,185.1531,16.01,7.26,"Metabolite","C9H19N3O1",-1.56,"(2S)-2,4-diamino-1-piperidin-1-ylbutan-1-one C9H19N3O1"
47,185.1532,14.22,6.3,"Metabolite","C9H19N3O1",-2.1,"(2S)-2,4-diamino-1-piperidin-1-ylbutan-1-one C9H19N3O1"
48,702.2075,2.48,7.17,"Artifact","C32Cl1H39N6O6S2",-1.99,"No edge connections."
49,535.1592,2.49,7.2,"Artifact","C21H26N7O8P1",-2.15,"Peak 3803 C22H30N7O10P1 - C1H2O1 -> C21H28N7O9P1 - H2O1 -> C21H26N7O8P1"
50,211.1422,4.53,7.24,"Artifact","C8H21N1O5",-1.07,"2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethanol C8H18O5 + H3N1 -> C8H21N1O5"
51,176.0989,13.64,7.25,"Artifact","[13]C1C5H13N3O3",0.83,"(2S)-2-amino-5-(carbamoylamino)pentanoic acid C6H13N3O3 + [13]C1C-1 -> [13]C1C5H13N3O3"
52,555.1662,2.52,7.14,"Artifact","C18H37N1O14S2",-1.18,"Peak 375 C12H22O14 + Peak 1740 -> C18H34O14S2 + H3N1 -> C18H37N1O14S2"
53,293.2205,4.54,7.23,"Artifact","C14H31N1O5",-0.94,"(2R,3R,4S,5R,6R)-4-amino-2-(hydroxymethyl)-6-octoxyoxane-3,5-diol C14H29N1O5 + C1H4O1 -> C15H33N1O6 - C1H2O1 -> C14H31N1O5"
54,197.0779,13.66,7.15,"Artifact","C6H12N3Na1O3",-1.34,"(2S)-2-amino-5-(carbamoylamino)pentanoic acid C6H13N3O3 + H-1Na1 -> C6H12N3Na1O3"
55,211.8354,13.89,7.08,"Artifact","H-1K3O4S1",-1.77,"2K-2H H-2K2 + H1K1O4S1"
56,243.0877,13.1,7.15,"Putative metabolite","C7H18N1O6P1",-2.16,"Glycerophosphocholine C8H20N1O6P1 - C1H2 -> C7H18N1O6P1"
57,279.0848,13.58,7.19,"Artifact","C8H19N1Na1O6P1",-0.11,"Glycerophosphocholine C8H20N1O6P1 + H-1Na1 -> C8H19N1Na1O6P1"
58,279.0852,14.42,4.9,"Unknown","Unknown",-1.52,"Unknown"
59,279.0851,16.26,4.4,"Unknown","Unknown",-1.52,"Unknown"
60,197.0862,11.94,5.19,"Artifact","[13]C1C6H13N2Na1O3",-2.33,"(2S)-5-acetamido-2-aminopentanoic acid C7H14N2O3 + H-1Na1 -> C7H13N2Na1O3 + [13]C1C-1 -> [13]C1C6H13N2Na1O3"
61,255.1683,4.63,7.2,"Artifact","C10H25N1O6",-0.44,"2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethanol C10H22O6 + H3N1 -> C10H25N1O6"
62,629.1859,2.5,7.11,"Artifact","C23H32N7O12P1",-1.98,"Peak 3803 C22H30N7O10P1 + C1H2O2 -> C23H32N7O12P1"
63,775.2258,2.47,7.13,"Artifact","C29H42N7O14P1S1",-1.28,"Peak 16 C21H28N7O9P1 + Peak 3381 -> C28H40N7O12P1S1 + C1H2O2 -> C29H42N7O14P1S1"
64,188.1165,12.96,7.19,"Metabolite","C8H16N2O3",-2.17,"Glycyl-L-leucine C8H16N2O3"
65,188.1164,9.54,5.51,"Metabolite","C8H16N2O3",-1.64,"(2S)-6-acetamido-2-aminohexanoic acid C8H16N2O3"
66,188.1164,8.66,5.24,"Metabolite","C8H16N2O3",-1.64,"Glycyl-L-leucine C8H16N2O3"
67,297.09,5.02,7.18,"Metabolite","C11H15N5O3S1",-1.48,"5'-Methylthioadenosine C11H15N5O3S1"
68,444.2267,2.81,7.15,"Artifact","C24H32N2O6",-1.49,"4-hydroxy-3-[(2E,4E,6R)-1-hydroxy-6-[(1S,3R,4R,5S,6S)-6-hydroxy-1,4,8-trimethyl-2,9-dioxabicyclo[3.3.1]non-7-en-3-yl]-4-methylhepta-2,4-dienyl]pyrrol-2-one C22H29N1O6 + C2H3N1 -> C24H32N2O6"
69,177.8663,13.96,7.15,"Artifact","[41]K1C1H-1K2O3",-0.79,"2K-2H H-2K2 + C1H1K1O3 + [41]K1K-1 -> [41]K1C1H-1K2O3"
70,462.124,2.54,7.04,"Artifact","C16H22N4O12",-1.25,"Peak 24 C16H25N5O12 - H3N1 -> C16H22N4O12"
71,462.126,13,5.58,"Artifact","C16H27K1N2O11",-1.75,"N-[(3R,4R,5S,6R)-5-[(2S,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,4-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide C16H28N2O11 + H-1K1 -> C16H27K1N2O11"
72,177.1191,16.81,4.96,"Putative metabolite","C8H19N1O1S1",-2.06,"(2R)-4-methyl-2-[(1S)-1-sulfanylethyl]pentanoic acid C8H16O2S1 + H3N1O-1 -> C8H19N1O1S1"
73,486.282,2.8,7.15,"Artifact","[13]C1C28H35N5O2",0.88,"(2R)-2-cyclopentyl-2-[2-(2,6-diethylpyridin-4-yl)ethyl]-5-[(5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)methyl]-4-hydroxy-3H-pyran-6-one C29H37N5O3 - H2O1 -> C29H35N5O2 + [13]C1C-1 -> [13]C1C28H35N5O2"
74,359.1431,13.85,7.05,"Artifact","C12H25N1O11",-0.95,"Lactose C12H22O11 + H3N1 -> C12H25N1O11"
75,359.1432,14.83,6.95,"Artifact","C12H25N1O11",-1.22,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol C12H22O11 + H3N1 -> C12H25N1O11"
76,147.0722,13.39,7.14,"Artifact","[13]C1C4H10N2O3",2.02,"4-hydroxy-3,4-dihydro-2H-pyrrole-2-carboxylic acid C5H7N1O3 + [13]C1C-1 -> [13]C1C4H7N1O3 + H3N1 -> [13]C1C4H10N2O3"
77,210.0619,11.29,7.08,"Artifact","C7H11N2Na1O4",-1.18,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylic acid C7H9N1O4 + H-1Na1 -> C7H8N1Na1O4 + H3N1 -> C7H11N2Na1O4"
78,148.0564,13.49,7.08,"Artifact","[13]C1C4H9N1O4",0.76,"1-aminocyclopropane-1-carboxylic acid C4H7N1O2 + C1H2O2 -> C5H9N1O4 + [13]C1C-1 -> [13]C1C4H9N1O4"
79,387.3352,2.51,7.09,"Artifact","C22H45N1O4",-0.88,"docosanedioic acid C22H42O4 + H3N1 -> C22H45N1O4"
80,388.1049,2.57,7.02,"Metabolite","C15H21N2O8P1",-3.47,"(1S)-3-(hydroxymethyl)-4-[[3-hydroxy-2-methyl-5-(phosphonooxymethyl)pyridin-4-yl]methylamino]cyclopent-3-ene-1-carboxylic acid C15H21N2O8P1"
81,405.1315,2.58,7,"Metabolite","C15H24N3O8P1",-3.45,"(2S)-2-acetamido-5-[[3-hydroxy-2-methyl-5-(phosphonooxymethyl)pyridin-4-yl]methylamino]pentanoic acid C15H24N3O8P1"
82,199.2304,7.18,5.35,"Metabolite","C13H29N1",-2.01,"N-methyldodecan-1-amine C13H29N1"
83,161.1055,13.19,7.06,"Metabolite","C7H15N1O3",-1.9,"carnitine C7H15N1O3"
84,217.1065,11.29,6.99,"Artifact","C8H15N3O4",-1.12,"tert-butyl N-[cyano(methyl)amino]carbamate C7H13N3O2 + C1H2O2 -> C8H15N3O4"
85,217.1066,12.34,5.66,"Metabolite","C8H15N3O4",-1.58,"(2S)-2-acetamido-5-(carbamoylamino)pentanoic acid C8H15N3O4"
86,233.9102,13.96,7.05,"Artifact","C4H5K3O4",-1.26,"2K-2H H-2K2 + C2H4O2 + C2H3K1O2 -> C4H5K3O4"
87,161.0691,10.58,7.1,"Artifact","C6H11N1O4",-1.81,"3-Methylglutaconic Acid C6H8O4 + H3N1 -> C6H11N1O4"
88,295.0591,13.88,6.62,"Artifact","C8H19K1N1O6P1",-1.34,"6-aminohexyl dihydrogen phosphate C6H16N1O4P1 + C2H3K1O2 -> C8H19K1N1O6P1"
89,295.0564,7.67,4.51,"Artifact","[15]N1C10H7N7Na1O2",-1.35,"hypoxanthine C5H4N4O1 + Peak 238 -> C10H7N8Na1O2 + [15]N1N-1 -> [15]N1C10H7N7Na1O2"
90,387.1768,2.78,7.04,"Artifact","[13]C1C21H26O6",-1.31,"(3S,3'R,4'S,5'S,6'R)-5-[(4-ethylphenyl)methyl]-6'-(hydroxymethyl)spiro[1H-2-benzofuran-3,2'-oxane]-3',4',5'-triol C22H26O6 + [13]C1C-1 -> [13]C1C21H26O6"
91,347.0634,13.73,7.05,"Metabolite","C10H14N5O7P1",-0.91,"dGMP C10H14N5O7P1"
92,377.1981,7.13,4.17,"Metabolite","C19H28Cl1N5O1",0.37,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-4,5-diethyl-1,2,4-triazol-3-one C19H28Cl1N5O1"
93,377.1985,11.26,3.76,"Metabolite","C19H28Cl1N5O1",-0.69,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-4,5-diethyl-1,2,4-triazol-3-one C19H28Cl1N5O1"
94,971.9762,2.49,6.98,"Unknown","Unknown",-1.25,"Unknown"
95,141.0904,13.68,7.09,"Metabolite","C6H11N3O1",-1.33,"(2S)-2-amino-3-(1H-imidazol-5-yl)propan-1-ol C6H11N3O1"
96,521.3493,7.1,6.94,"Artifact","C26H52N1O7P1",-2.23,"2-[hydroxy-[(2R)-2-hydroxy-3-[(Z)-octadec-9-enoyl]oxypropoxy]phosphoryl]oxyethyl-trimethylazanium C26H53N1O7P1 - H1 -> C26H52N1O7P1"
97,521.3493,3.07,6.76,"Artifact","C26H52N1O7P1",-2.23,"2-[hydroxy-[(2R)-2-hydroxy-3-[(Z)-octadec-9-enoyl]oxypropoxy]phosphoryl]oxyethyl-trimethylazanium C26H53N1O7P1 - H1 -> C26H52N1O7P1"
98,204.0613,11.83,7.06,"Metabolite","C6H10N3O5",3.65,"2-[(2R)-2-(aminomethyl)-2,4-dihydroxy-5-oxo-1H-imidazol-3-ium-3-yl]acetic acid C6H10N3O5"
99,776.2262,2.47,6.97,"Artifact","C35Cl1H37N10O7S1",-0.81,"No edge connections."
100,703.2046,2.48,6.98,"Artifact","C26H38N7O12P1S1",-1.31,"Peak 111 C18H24N7O7P1 + Peak 3381 -> C25H36N7O10P1S1 + C1H2O2 -> C26H38N7O12P1S1"
101,309.8028,13.86,6.82,"Artifact","H1K3O8S2",-1.28,"KHSO4 H1K1O4S1 + H-1K1 + H1K1O4S1 -> H1K3O8S2"
102,315.1546,8.82,4.79,"Metabolite","C12H21N5O5",-1.05,"(2S)-2-[[(2S)-2-acetamido-5-amino-5-oxopentanoyl]amino]pentanediamide C12H21N5O5"
103,315.1546,7.69,5.35,"Metabolite","C12H21N5O5",-1.05,"(2S)-2-[[(2S)-2-acetamido-5-amino-5-oxopentanoyl]amino]pentanediamide C12H21N5O5"
104,165.0653,7.76,7.03,"Metabolite","C6H7N5O1",-1.45,"6-methoxy-7H-purin-2-amine C6H7N5O1"
105,165.0654,10.16,4.97,"Metabolite","C6H7N5O1",-2.06,"6-methoxy-7H-purin-2-amine C6H7N5O1"
106,380.0726,14.83,6.18,"Artifact","C12H21K1O11",-1.33,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol C12H22O11 + H-1K1 -> C12H21K1O11"
107,380.0725,13.88,6.94,"Artifact","C12H21K1O11",-1.07,"Lactose C12H22O11 + H-1K1 -> C12H21K1O11"
108,145.0855,13.22,6.91,"Metabolite","C5H11N3O2",-2.57,"4-(diaminomethylideneamino)butanoic acid C5H11N3O2"
109,145.0854,17.04,4.73,"Metabolite","C5H11N3O2",-1.88,"4-(diaminomethylideneamino)butanoic acid C5H11N3O2"
110,222.0677,14.16,6.98,"Metabolite","C7H14N2O4S1",-1.22,"(2S)-2-amino-4-[(2R)-2-amino-2-carboxyethyl]sulfanylbutanoic acid C7H14N2O4S1"
111,481.1473,2.54,6.9,"Artifact","C15H31N1O14S1",-1.61,"Peak 3723 C13H27N1O12S1 + C2H4O2 -> C15H31N1O14S1"
112,287.1849,11.29,6.93,"Putative metabolite","C13H25N3O4",-1.37,"(2S)-6-amino-2-[[(2S)-2-amino-3-methylbutanoyl]amino]hexanoic acid C11H23N3O3 + C2H2O1 -> C13H25N3O4"
113,663.1102,13.9,6.94,"Metabolite","C21H27N7O14P2",-1.63,"NAD C21H27N7O14P2"
114,273.1805,13.08,6.97,"Metabolite","C11H23N5O3",-1.5,"(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]-5-(diaminomethylideneamino)pentanoic acid C11H23N5O3"
115,295.0626,7.67,5.06,"Artifact","[13]C1C9H7N8Na1O2",-0.95,"hypoxanthine C5H4N4O1 + Peak 238 -> C10H7N8Na1O2 + [13]C1C-1 -> [13]C1C9H7N8Na1O2"
116,153.0917,13.23,4.81,"Unknown","Unknown",-1.84,"Unknown"
117,370.3087,2.51,6.96,"Metabolite","C22H42O4",-1.05,"docosanedioic acid C22H42O4"
118,694.3523,3.1,5.32,"Unknown","Unknown",-1.29,"Unknown"
119,694.3518,4.39,4.03,"Unknown","Unknown",-1.29,"Unknown"
120,971.4743,2.49,6.93,"Artifact","C47H63N12O11",-0.39,"(2S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]propanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid C47H64N12O11 - H1 -> C47H63N12O11"
121,267.0969,7.64,6.98,"Metabolite","C10H13N5O4",-0.55,"adenosine C10H13N5O4"
122,176.0801,11.29,6.88,"Artifact","C6H12N2O4",-2.23,"(2S)-2-amino-2-[(5S)-4,5-dihydro-1,2-oxazol-5-yl]acetic acid C5H8N2O3 + C1H4O1 -> C6H12N2O4"
123,176.08,16.27,5.43,"Metabolite","C6H12N2O4",-1.66,"2-[2-(2-amino-2-oxoethoxy)ethoxy]acetamide C6H12N2O4"
124,159.0726,13.65,6.92,"Artifact","[13]C1C5H10N2O3",-0.65,"2-pyrazol-1-ylethanol C5H8N2O1 + C1H2O2 -> C6H10N2O3 + [13]C1C-1 -> [13]C1C5H10N2O3"
125,159.0728,11.3,5.1,"Artifact","[13]C1C5H10N2O3",-1.91,"(5S,6S)-5-hydroxy-2-methyl-1,4,5,6-tetrahydropyrimidine-6-carboxylic acid C6H10N2O3 + [13]C1C-1 -> [13]C1C5H10N2O3"
126,217.1257,13.38,6.93,"Artifact","[13]C1C7H16N4O3",-0.48,"(2S)-2-acetamido-5-(diaminomethylideneamino)pentanoic acid C8H16N4O3 + [13]C1C-1 -> [13]C1C7H16N4O3"
127,307.0839,13.49,6.83,"Metabolite","C10H17N3O6S1",-0.31,"(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid C10H17N3O6S1"
128,439.4031,2.58,6.9,"Putative metabolite","C27H53N1O3",-1.26,"(3R)-3-hydroxyundecanamide C11H23N1O2 + C16H30O1 -> C27H53N1O3"
129,119.0585,13.03,6.93,"Metabolite","C4H9N1O3",-2.16,"(2S,3R)-2-amino-3-hydroxybutanoic acid C4H9N1O3"
130,130.0461,13.39,6.93,"Artifact","[13]C1C4H7N1O3",-1.17,"4-hydroxy-3,4-dihydro-2H-pyrrole-2-carboxylic acid C5H7N1O3 + [13]C1C-1 -> [13]C1C4H7N1O3"
131,130.0462,11.29,5.59,"Artifact","[13]C1C4H7N1O3",-1.94,"4-hydroxy-3,4-dihydro-2H-pyrrole-2-carboxylic acid C5H7N1O3 + [13]C1C-1 -> [13]C1C4H7N1O3"
132,315.205,2.81,6.87,"Putative metabolite","C16H29N1O5",-1.35,"(2S,3S)-3-[[(2S)-4-methyl-1-(2-methylpropoxy)pentan-2-yl]carbamoyl]oxirane-2-carboxylic acid C14H25N1O5 + C2H4 -> C16H29N1O5"
133,849.2447,2.47,6.86,"Artifact","C31H48N7O15P1S1Si1",-1.3,"Peak 16 C21H28N7O9P1 + Peak 3381 -> C28H40N7O12P1S1 + C3H8O3Si1 -> C31H48N7O15P1S1Si1"
134,613.1561,14.17,6.88,"Artifact","[13]C1C19H32N6O12S2",-1.28,"glutathione disulfide C20H32N6O12S2 + [13]C1C-1 -> [13]C1C19H32N6O12S2"
135,361.2105,11.29,4.61,"Putative metabolite","C17H31N1O7",-1.24,"N-methyldecanamide C11H23N1O1 + C6H8O6 -> C17H31N1O7"
136,213.1229,12.21,6.9,"Metabolite","C8H15N5O2",-1.52,"(2S)-2-amino-5-[4-(aminomethyl)triazol-1-yl]pentanoic acid C8H15N5O2"
137,213.0518,13.84,6.53,"Artifact","C6H12K1N3O3",-1.07,"(2S)-2-amino-5-(carbamoylamino)pentanoic acid C6H13N3O3 + H-1K1 -> C6H12K1N3O3"
138,264.1048,15.55,6.92,"Metabolite","C12H16N4O1S1",-1.2,"[4-amino-2-(propylamino)-1,3-thiazol-5-yl]-pyridin-3-ylmethanol C12H16N4O1S1"
139,239.0885,11.3,6.82,"Artifact","C8H14N3Na1O4",-1.25,"tert-butyl N-[cyano(methyl)amino]carbamate C7H13N3O2 + C1H1Na1O2 -> C8H14N3Na1O4"
140,536.1882,13.57,6.82,"Artifact","C16H39N2Na1O12P2",-1.13,"Glycerophosphocholine C8H20N1O6P1 + Peak 57 -> C16H39N2Na1O12P2"
141,399.2991,2.7,6.76,"Artifact","C22H41N1O5",-1.57,"2-[2-[2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethoxy]ethoxy]ethanol C22H38O5 + H3N1 -> C22H41N1O5"
142,609.1778,2.49,6.85,"Artifact","C24H32N7O8P1S1",-1.2,"Peak 111 C18H24N7O7P1 + Peak 3381 -> C25H36N7O10P1S1 - C1H2O1 -> C24H34N7O9P1S1 - H2O1 -> C24H32N7O8P1S1"
143,777.2237,2.47,6.81,"Artifact","C28H44N7O13P1S1Si1",-1.54,"Peak 111 C18H24N7O7P1 + Peak 206 -> C28H44N7O13P1S1Si1"
144,280.0998,4.88,6.9,"Metabolite","C12H16N4O2S1",-1.44,"4-(2,3,4,7-tetrahydroazepin-1-yldiazenyl)benzenesulfonamide C12H16N4O2S1"
145,451.2707,7.1,6.78,"Metabolite","C21H42N1O7P1",-1.79,"[(2R)-3-[2-aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] (Z)-hexadec-9-enoate C21H42N1O7P1"
146,451.2707,3.07,6.46,"Metabolite","C21H42N1O7P1",-1.79,"[(2R)-3-[2-aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] (Z)-hexadec-9-enoate C21H42N1O7P1"
147,370.0944,2.54,6.8,"Artifact","C20H20N1O2S2",-2.31,"methyl-[(4-methylphenyl)sulfonylamino]-(4-phenylmethoxyphenyl)sulfanium C21H22N1O3S2 - C1H2O1 -> C20H20N1O2S2"
148,536.1593,2.5,6.79,"Artifact","C27F4H20N6O2",-1.7,"1-[4-[4-amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl]-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea C27H19F4N5O3 + H3N1 -> C27F4H22N6O3 - H2O1 -> C27F4H20N6O2"
149,271.2514,2.87,6.77,"Putative metabolite","C16H33N1O2",-1,"(3R)-3-hydroxytetradecanamide C14H29N1O2 + C2H4 -> C16H33N1O2"
