ilp_node_id,node_id,formula,mass,rdbe,category,parent_id,parent_formula,transform,direction,steps,status,PubMed_Count,accession,FirstBlock,struct_set_id,class,score_database_origin,score_mz,score_known_rt,score_MS2,score_RDBE,score_element_ratio,score_missing_isotope_Cl,score_propagation,sum_score,log10_inten,medMz,medRt,score_class,cplex_score,ilp_solution,path
703,42,C32H49N9O5,639.3856657580001,13,Metabolite,170205,C32H49N9O5,,1,0,detected,119,HMDB0251733,SFVLTCAESLKEHH,1057,Metabolite,0.4039590623023812,-0.37970243052312685,,,0,0,,0,0.024256631779254356,3.7781512503836434,639.3837235476694,1.54,0.1,0.1242566,1,HMDB0251733 Elamipretide C32H49N9O5
714,43,Unknown,639.8848235476695,0,Unknown,43,Unknown,,0,0,,0,,,1075,Unknown,0,-0,,,0,0,,0,0,3.6020599913279625,639.8848235476695,1.54,-0.5,-0.5,1,Unknown
718,44,[13]C1C31H49N9O5,640.3890205980001,13,Natural_abundance,42,C32H49N9O5,[13]C1C-1,1,0.01,,,,,1082,Artifact,0,-0.11654055414123647,0,,0,0,,0,-0.11654055414123647,3.342422680822206,640.3884235476695,1.54,0,-0.1165406,1,HMDB0251733 Elamipretide C32H49N9O5 + [13]C1C-1 -> [13]C1C31H49N9O5
730,45,C41H72O7P1,707.501566134,6.5,Radical,46,C41H73O7P1,H1,-1,1.01,,,,,1096,Artifact,0,-0.16915398413369578,0,,0,0,,0,-0.16915398413369578,4.146128035678238,707.5025235476695,1.54,0,-0.169154,1,Peak 46 C41H73O7P1 - H1 -> C41H72O7P1
740,46,[13]C1C40H72O7P1,708.504920974,6.5,Natural_abundance,45,C41H72O7P1,[13]C1C-1,1,1.02,,,,,1115,Artifact,0,-0.05338242201000885,0,,0,0,,0,-0.05338242201000885,3.845098040014257,708.5052235476695,1.54,0,-0.053382400000000003,1,Peak 46 C41H73O7P1 - H1 -> C41H72O7P1 + [13]C1C-1 -> [13]C1C40H72O7P1
762,47,[13]C2C39H72O7P1,709.5082758140001,6.5,Natural_abundance,46,[13]C1C40H72O7P1,[13]C1C-1,1,1.03,,,,,1161,Artifact,0,-0.22062222056224343,0,,0,0,,0,-0.22062222056224343,3.278753600952829,709.5070235476695,1.54,0,-0.2206222,1,Peak 46 C41H73O7P1 - H1 -> C41H72O7P1 + [13]C1C-1 -> [13]C1C40H72O7P1 + [13]C1C-1 -> [13]C2C39H72O7P1
784,48,C39H74K1N2O5P1,720.497241878,4,Fragment,380,C39H76K1N2O6P1,H2O1,-1,0.02,,,,,1184,Artifact,0,-0.15296201329424117,0,,0,0,,0,-0.15296201329424117,4.544068044350276,720.4981235476695,1.54,0,-0.152962,1,"HMDB0240638 SM(d18:2(4E,14Z)/16:0) C39H77N2O6P1 + H-1K1 -> C39H76K1N2O6P1 - H2O1 -> C39H74K1N2O5P1"
813,49,[13]C1C36H72N2O9S1,721.4992074739998,3,Natural_abundance,48,C37H72N2O9S1,[13]C1C-1,1,1.03,,,,,1241,Artifact,0,-0.36661053257574583,0,,0,0,,0,-0.36661053257574583,4.230448921378274,721.5013235476695,1.54,0,-0.3666105,1,Peak 74 C35H69N1O9S1 + C2H3N1 -> C37H72N2O9S1 + [13]C1C-1 -> [13]C1C36H72N2O9S1
840,50,C39H68N1O9P1,725.4631692559999,7,Metabolite,177607,C39H68N1O9P1,,1,0,predicted,0,HMDB0260616,XMVMXASHBTWMEF,1250,Metabolite,0,-0.05956683004026471,,,0,0,,0,-0.05956683004026471,3.255272505103306,725.4628235476695,1.54,0.1,0.0404332,1,"HMDB0260616 PE(14:0/20:4(6E,8Z,11Z,14Z)+=O(5)) C39H68N1O9P1"
848,51,C32H39N8O9P1S1,742.2298321279998,18,Metabolite,2557,C32H39N8O9P1S2,S1,-1,2,,,,,1309,Putative metabolite,0,-0.03223726355008637,0,,0,0,,0,-0.03223726355008637,3.113943352306837,742.2300235476695,1.54,0,-0.0322373,1,HMDB0254680 Metopimazine C22H27N3O3S2 + C10H12N5O6P1 -> C32H39N8O9P1S2 - S1 -> C32H39N8O9P1S1
863,52,[13]C1C25H48N9O17P2S1,853.239764716,9.5,Natural_abundance,91,C26H48N9O17P2S1,[13]C1C-1,1,1.03,,,,,1329,Artifact,0,-0.5480828023419206,0,,0,0,,0,-0.5480828023419206,3.146128035678238,853.2360235476694,1.54,0,-0.5480828,1,No edge connections.
876,53,C43H82N1Na2O11P1,865.542088264,3,Adduct,425,C42H81N1Na1O8P1,C1H1Na1O3,1,0.02,,,,,1371,Artifact,0,-0.2939319325194457,0,,0,0,,0.06705747596573508,-0.22687445655371064,3.462397997898956,865.5441235476694,1.54,0,-0.2268745,1,HMDB0007972 PC(16:0/18:1(9Z)) C42H82N1O8P1 + H-2Na2 -> C42H80N1Na2O8P1 + C1H2O3 -> C43H82N1Na2O11P1
926,54,Unknown,866.0480235476695,0,Unknown,54,Unknown,,0,0,,0,,,1438,Unknown,0,-0,,,0,0,,0,0,3.230448921378274,866.0480235476695,1.54,-0.5,-0.5,1,Unknown
928,55,C41H53N5O20P2,997.275912126,19,Metabolite,2518,C36H45N5O20P2,C5H8,1,2,,,,,1442,Putative metabolite,0,-0.08917061728566714,0,,0,0,,0,-0.08917061728566714,3.5185139398778875,997.2766235476695,1.54,0,-0.0891706,1,HMDB0259839 Visnadin C21H24O7 + C15H21N5O13P2 -> C36H45N5O20P2 + C5H8 -> C41H53N5O20P2
933,56,[13]C1C45H50N1O24,1001.27563133,22.5,Natural_abundance,103,C46H50N1O24,[13]C1C-1,1,0.02,,,,,1451,Artifact,0,-0.15078045105006097,0,,0,0,,0,-0.15078045105006097,3.0791812460476247,1001.2744235476695,1.54,0,-0.1507805,1,No edge connections.
952,57,Unknown,1072.2984235476692,0,Unknown,57,Unknown,,0,0,,0,,,1472,Unknown,0,-0,,,0,0,,0,0,3.230448921378274,1072.2984235476692,1.54,-0.5,-0.5,1,Unknown
953,58,Unknown,1073.2956235476693,0,Unknown,58,Unknown,,0,0,,0,,,1473,Unknown,0,-0,,,0,0,,0,0,3.230448921378274,1073.2956235476693,1.54,-0.5,-0.5,1,Unknown
954,59,Unknown,1074.2956235476693,0,Unknown,59,Unknown,,0,0,,0,,,1474,Unknown,0,-0,,,0,0,,0,0,3.041392685158225,1074.2956235476693,1.54,-0.5,-0.5,1,Unknown
958,60,C30H44O2,436.334130648,9,Metabolite,6769,C30H44O2,,1,0,expected,7,HMDB0004649,UDYIPZFWVJJQJF,1477,Metabolite,0.04515449934959718,-0.5136257811161202,,,0,0,,0,-0.46847128176652303,4.204119982655925,436.33592354766944,1.55,0.1,-0.3684713,1,HMDB0004649 Demethylphylloquinone C30H44O2
972,61,[13]C1C29H44O2,437.33748548799997,9,Natural_abundance,60,C30H44O2,[13]C1C-1,1,0.01,,,,,1499,Artifact,0,-0.5253550548656787,0,,0,0,,0,-0.5253550548656787,3.4313637641589874,437.33932354766944,1.55,0,-0.5253551,1,HMDB0004649 Demethylphylloquinone C30H44O2 + [13]C1C-1 -> [13]C1C29H44O2
980,62,C28Cl1H46Na1O2,472.308403082,6,Adduct,60,C28H45Na1O2,Cl1H1,1,0.02,,,,,1518,Artifact,0,-0.28570694580634154,0,,0,0,,0,-0.28570694580634154,3.230448921378274,472.3073235476694,1.55,0,-0.2857069,1,No edge connections.
990,63,C30F1H39N2O2,478.299556708,12,Fragment,121,C31F1H39N2O4,C1O2,-1,1.01,,,,,1539,Artifact,0,-0.252676292458524,0,,0,0,,0,-0.252676292458524,3.146128035678238,478.3005235476694,1.55,0,-0.2526763,1,Peak 121 C31F1H39N2O4 - C1O2 -> C30F1H39N2O2
997,64,C30H41.5O6,497.794226548,10.25,Multicharge,98,C60H83O12,2,-1,0.03,,,,,1547,Artifact,0,-0.07457892579033171,0,,0,0,,0,-0.07457892579033171,3.9395192526186187,497.7945235476694,1.55,0,-0.0745789,1,No edge connections.
1007,65,MS2_fragment_C42H82N1O8P1,498.29567344766946,,Experiment_MS2_fragment,414,C42H82N1O8P1,Experiment_MS2_fragment,-1,0.01,quantified,0,HMDB0007879,DMEBDXIQFIKNQR,1579,Artifact,0,-0.2132519017518934,0,,0,0,,0.5788665010427507,0.3656145992908573,3.6989700043360187,498.29652354766944,1.55,0,0.3656146,1,HMDB0007972 PC(16:0/18:1(9Z)) C42H82N1O8P1 - Experiment_MS2_fragment -> MS2_fragment_C42H82N1O8P1
1048,66,C23.5H45N1.5Na1O7P0.5,498.7977902,2,Multicharge,100,C47H90N3Na2O14P1,2,-1,0.03,,,,,1610,Artifact,0,-0.03341726648514694,0,,0,0,,0,-0.03341726648514694,3.146128035678238,498.7979235476694,1.55,0,-0.0334173,1,No edge connections.
1076,67,C12H19N3O17P2,539.018969158,6,Metabolite,2379,C14H23N3O17P2,C2H4,-1,2,,,,,1632,Putative metabolite,0,-0.10537422972820233,0,,0,0,,0,-0.10537422972820233,3.230448921378274,539.0194235476695,1.55,0,-0.1053742,1,HMDB0000290 Uridine diphosphate-N-acetylglucosamine C17H27N3O17P2 - C5H8 -> C12H19N3O17P2
1077,68,C40H56O2,568.4280310319999,13,Metabolite,6439,C40H56O2,,1,0,quantified,2384,HMDB0003233,KBPHJBAIARWVSC,1639,Metabolite,0.5688744191688067,-0.3534933717748675,,,0,0,,0,0.21538104739393915,3.113943352306837,568.4264235476695,1.55,0.1,0.315381,1,HMDB0003233 Lutein C40H56O2
1082,69,Unknown,574.4830235476695,0,Unknown,69,Unknown,,0,0,,0,,,1667,Unknown,0,-0,,,0,0,,0,0,3.3010299956639813,574.4830235476695,1.55,-0.5,-0.5,1,Unknown
1084,70,C35H66O8S1,646.4478398019999,3,Metabolite,71,C35H66O9S1,O1,-1,2,,,,,1673,Putative metabolite,0,-0.2675671539945071,0,,0,0,,0,-0.2675671539945071,3.342422680822206,646.4492235476695,1.55,0,-0.2675672,1,No edge connections.
1088,71,C35H66O9S1,662.4427544219999,3,Metabolite,2999,C35H64O9,H2S1,1,1,,,,,1678,Putative metabolite,0,-0.2960870314995947,0,,0,0,,0,-0.2960870314995947,4.690196080028514,662.4443235476695,1.55,0,-0.296087,1,No edge connections.
1098,72,[13]C1C34H66O9S1,663.4461092619999,3,Natural_abundance,71,C35H66O9S1,[13]C1C-1,1,1.01,,,,,1694,Artifact,0,-0.3041478514680717,0,,0,0,,0,-0.3041478514680717,4.361727836017593,663.4477235476695,1.55,0,-0.3041479,1,Peak 71 C35H66O9S1 + [13]C1C-1 -> [13]C1C34H66O9S1
1103,73,[13]C2C33H66O9S1,664.449464102,3,Natural_abundance,72,[13]C1C34H66O9S1,[13]C1C-1,1,1.02,,,,,1712,Artifact,0,-0.1993089254243541,0,,0,0,,0,-0.1993089254243541,3.7634279935629373,664.4505235476695,1.55,0,-0.1993089,1,Peak 71 C35H66O9S1 + [13]C1C-1 -> [13]C1C34H66O9S1 + [13]C1C-1 -> [13]C2C33H66O9S1
1118,74,C35H69N1O9S1,679.4693035279998,3,Adduct,71,C35H66O9S1,H3N1,1,1.01,,,,,1727,Artifact,0,-0.27963361659188607,0,,0,0,,0,-0.27963361659188607,4.301029995663981,679.4708235476695,1.55,0,-0.2796336,1,Peak 71 C35H66O9S1 + H3N1 -> C35H69N1O9S1
1128,75,[13]C1C34H69N1O9S1,680.4726583679999,3,Natural_abundance,74,C35H69N1O9S1,[13]C1C-1,1,1.02,,,,,1740,Artifact,0,-0.30588658652682216,0,,0,0,,0,-0.30588658652682216,3.9731278535996988,680.4743235476694,1.55,0,-0.3058866,1,Peak 74 C35H69N1O9S1 + [13]C1C-1 -> [13]C1C34H69N1O9S1
1141,76,[13]C2C33H69N1O9S1,681.4760132079999,3,Natural_abundance,75,[13]C1C34H69N1O9S1,[13]C1C-1,1,1.03,,,,,1766,Artifact,0,-0.3504047891052096,0,,0,0,,0,-0.3504047891052096,3.361727836017593,681.4779235476694,1.55,0,-0.3504048,1,Peak 74 C35H69N1O9S1 + [13]C1C-1 -> [13]C1C34H69N1O9S1 + [13]C1C-1 -> [13]C2C33H69N1O9S1
1156,77,Unknown,716.9481235476695,0,Unknown,77,Unknown,,0,0,,0,,,1773,Unknown,0,-0,,,0,0,,0,0,3.806179973983887,716.9481235476695,1.55,-0.5,-0.5,1,Unknown
1164,78,C36H65N2O12,717.45375054,5.5,Radical,79,C36H66N2O12,H1,-1,1.01,,,,,1780,Artifact,0,-0.5796527525236665,0,,0,0,,0,-0.5796527525236665,3.785329835010767,717.4504235476695,1.55,0,-0.5796528,1,Peak 79 C36H66N2O12 - H1 -> C36H65N2O12
1175,79,[13]C1C35H65N2O12,718.45710538,5.5,Natural_abundance,78,C36H65N2O12,[13]C1C-1,1,1.02,,,,,1815,Artifact,0,-0.2989335856931234,0,,0,0,,0,-0.2989335856931234,3.0791812460476247,718.4588235476695,1.55,0,-0.2989336,1,Peak 79 C36H66N2O12 - H1 -> C36H65N2O12 + [13]C1C-1 -> [13]C1C35H65N2O12
1185,80,Unknown,723.9563235476695,0,Unknown,80,Unknown,,0,0,,0,,,1820,Unknown,0,-0,,,0,0,,0,0,4.146128035678238,723.9563235476695,1.55,-0.5,-0.5,1,Unknown
