peak_id,id,medMz,medRt,log10_inten,class,formula,ppm_error,score_known_rt,score_MS2,level,accession,annotation
29,34,822.5336764523305,1.53,3.23,Artifact,[13]C1C43H78Na1O10P1,0,0,,,,Peak 488 C40H71O6P1 + C4H7Na1O4 -> C44H78Na1O10P1 + [13]C1C-1 -> [13]C1C43H78Na1O10P1
30,37,867.5438764523306,1.53,3.36,Artifact,C42H81N2Na2O11P1,0.81,0,,,,HMDB0007972 PC(16:0/18:1(9Z)) C42H82N1O8P1 + H-2Na2 -> C42H80N1Na2O8P1 + H1N1O3 -> C42H81N2Na2O11P1
31,38,891.2753764523305,1.53,3.26,Putative metabolite,C43H46N4O15S1,-0.11,0,,4,,HMDB0253093 Heptacarboxyporphyrin C27H14N4O14 + C16H30O1 -> C43H44N4O15 + H2S1 -> C43H46N4O15S1
32,39,892.2747764523306,1.53,3.2,Artifact,C40H45N8O12P2,-4.82,0,,,,No edge connections.
33,40,893.2733764523306,1.53,3.11,Artifact,[13]C1C39H45N8O12P2,0.56,0,,,,No edge connections.
34,41,965.2925764523305,1.53,3.2,Putative metabolite,C36H58N2O24P2,0.21,0,,4,,No edge connections.
35,42,966.2944764523305,1.53,3.15,Artifact,C58H47N1O11S1,-0.21,0,,,,Peak 93 C56H44O11S1 + C2H3N1 -> C58H47N1O11S1
36,43,483.6447764523306,1.54,3.3,Unknown,Unknown,0,,,,,Unknown
37,44,491.2905764523306,1.54,3.18,Putative metabolite,C30H38N2O4,-0.2,0,,4,,HMDB0259765 VAPIPROST C30H39N1O4 - H-1N-1O1 -> C30H40N2O3 - H2 -> C30H38N2O3 + O1 -> C30H38N2O4
38,45,492.30697645233056,1.54,4.11,Artifact,B1C33H38N1O2,-0.2,0,,,,Peak 117 C33H41N1O2 + B1H-3 -> B1C33H38N1O2
39,46,532.3571764523306,1.54,3.45,Unknown,Unknown,0,,,,,Unknown
40,48,633.3831764523305,1.54,3.91,Putative metabolite,C33H52N4O8,4.11,0,,4,,HMDB0251150 Diaziquone C16H20N4O6 + C1H2O1 -> C17H22N4O7 + C16H30O1 -> C33H52N4O8
41,49,634.3873764523305,1.54,3.45,Artifact,[13]C1C32H52N4O8,2.84,0,,,,Peak 40 C33H52N4O8 + [13]C1C-1 -> [13]C1C32H52N4O8
42,50,640.3909764523305,1.54,3.78,Metabolite,C32H49N9O5,3.13,,,3,HMDB0251733,HMDB0251733 Elamipretide C32H49N9O5
43,51,640.8920764523306,1.54,3.6,Unknown,Unknown,0,,,,,Unknown
44,52,641.3956764523306,1.54,3.34,Artifact,[13]C1C31H49N9O5,0.94,0,,,,HMDB0251733 Elamipretide C32H49N9O5 + [13]C1C-1 -> [13]C1C31H49N9O5
45,53,708.5097764523306,1.54,4.15,Artifact,C41H72O7P1,-1.27,0,,,,Peak 46 C41H73O7P1 - H1 -> C41H72O7P1
46,54,709.5124764523305,1.54,3.85,Artifact,[13]C1C40H72O7P1,-0.42,0,,,,Peak 46 C41H73O7P1 - H1 -> C41H72O7P1 + [13]C1C-1 -> [13]C1C40H72O7P1
47,55,710.5142764523305,1.54,3.28,Artifact,[13]C2C39H72O7P1,1.83,0,,,,Peak 46 C41H73O7P1 - H1 -> C41H72O7P1 + [13]C1C-1 -> [13]C1C40H72O7P1 + [13]C1C-1 -> [13]C2C39H72O7P1
48,56,721.5053764523306,1.54,4.54,Artifact,C39H74K1N2O5P1,-1.25,0,,,,"HMDB0240638 SM(d18:2(4E,14Z)/16:0) C39H77N2O6P1 + H-1K1 -> C39H76K1N2O6P1 - H2O1 -> C39H74K1N2O5P1"
49,57,722.5085764523305,1.54,4.23,Artifact,[13]C1C36H72N2O9S1,-2.91,0,,,,Peak 74 C35H69N1O9S1 + C2H3N1 -> C37H72N2O9S1 + [13]C1C-1 -> [13]C1C36H72N2O9S1
50,59,726.4700764523305,1.54,3.26,Metabolite,C39H68N1O9P1,0.55,,,3,HMDB0260616,"HMDB0260616 PE(14:0/20:4(6E,8Z,11Z,14Z)+=O(5)) C39H68N1O9P1"
51,60,743.2372764523305,1.54,3.11,Putative metabolite,C32H39N8O9P1S1,-0.27,0,,4,,HMDB0254680 Metopimazine C22H27N3O3S2 + C10H12N5O6P1 -> C32H39N8O9P1S2 - S1 -> C32H39N8O9P1S1
52,63,854.2432764523305,1.54,3.15,Artifact,[13]C1C25H48N9O17P2S1,4.45,0,,,,No edge connections.
53,64,866.5513764523305,1.54,3.46,Artifact,C43H82N1Na2O11P1,-2.31,0,,,,HMDB0007972 PC(16:0/18:1(9Z)) C42H82N1O8P1 + H-2Na2 -> C42H80N1Na2O8P1 + C1H2O3 -> C43H82N1Na2O11P1
54,65,867.0552764523305,1.54,3.23,Unknown,Unknown,0,,,,,Unknown
55,67,998.2838764523306,1.54,3.52,Putative metabolite,C41H53N5O20P2,-0.7,0,,4,,HMDB0259839 Visnadin C21H24O7 + C15H21N5O13P2 -> C36H45N5O20P2 + C5H8 -> C41H53N5O20P2
56,68,1002.2812764523305,1.54,3.08,Artifact,[13]C1C45H50N1O24,2,0,,,,No edge connections.
57,69,1073.3052764523306,1.54,3.23,Unknown,Unknown,0,,,,,Unknown
58,70,1074.3032764523307,1.54,3.23,Unknown,Unknown,0,,,,,Unknown
59,71,1075.3032764523307,1.54,3.04,Unknown,Unknown,0,,,,,Unknown
60,72,437.34317645233057,1.55,4.2,Metabolite,C30H44O2,-4.13,,,3,HMDB0004649,HMDB0004649 Demethylphylloquinone C30H44O2
61,73,438.34657645233057,1.55,3.43,Artifact,[13]C1C29H44O2,-4.12,0,,,,HMDB0004649 Demethylphylloquinone C30H44O2 + [13]C1C-1 -> [13]C1C29H44O2
62,74,473.3145764523306,1.55,3.23,Artifact,C28Cl1H46Na1O2,2.33,0,,,,No edge connections.
63,75,479.3077764523306,1.55,3.15,Artifact,C30F1H39N2O2,-1.88,0,,,,Peak 121 C31F1H39N2O4 - C1O2 -> C30F1H39N2O2
64,76,498.8017764523306,1.55,3.94,Artifact,C30H41.5O6,-0.6,0,,,,No edge connections.
65,77,499.30377645233057,1.55,3.7,Artifact,MS2_fragment_C42H82N1O8P1,-1.61,0,,,HMDB0007879,HMDB0007972 PC(16:0/18:1(9Z)) C42H82N1O8P1 - Experiment_MS2_fragment -> MS2_fragment_C42H82N1O8P1
66,78,499.8051764523306,1.55,3.15,Artifact,C23.5H45N1.5Na1O7P0.5,-0.2,0,,,,No edge connections.
67,79,540.0266764523305,1.55,3.23,Putative metabolite,C12H19N3O17P2,-0.74,0,,4,,HMDB0000290 Uridine diphosphate-N-acetylglucosamine C17H27N3O17P2 - C5H8 -> C12H19N3O17P2
68,80,569.4336764523305,1.55,3.11,Metabolite,C40H56O2,2.81,,,3,HMDB0003233,HMDB0003233 Lutein C40H56O2
69,81,575.4902764523305,1.55,3.3,Unknown,Unknown,0,,,,,Unknown
70,82,647.4564764523305,1.55,3.34,Putative metabolite,C35H66O8S1,-2.17,0,,4,,No edge connections.
71,83,663.4515764523305,1.55,4.69,Putative metabolite,C35H66O9S1,-2.26,0,,4,,No edge connections.
72,84,664.4549764523306,1.55,4.36,Artifact,[13]C1C34H66O9S1,-2.41,0,,,,Peak 71 C35H66O9S1 + [13]C1C-1 -> [13]C1C34H66O9S1
73,85,665.4577764523306,1.55,3.76,Artifact,[13]C2C33H66O9S1,-1.51,0,,,,Peak 71 C35H66O9S1 + [13]C1C-1 -> [13]C1C34H66O9S1 + [13]C1C-1 -> [13]C2C33H66O9S1
74,86,680.4780764523306,1.55,4.3,Artifact,C35H69N1O9S1,-2.21,0,,,,Peak 71 C35H66O9S1 + H3N1 -> C35H69N1O9S1
75,87,681.4815764523305,1.55,3.97,Artifact,[13]C1C34H69N1O9S1,-2.35,0,,,,Peak 74 C35H69N1O9S1 + [13]C1C-1 -> [13]C1C34H69N1O9S1
76,88,682.4851764523305,1.55,3.36,Artifact,[13]C2C33H69N1O9S1,-2.79,0,,,,Peak 74 C35H69N1O9S1 + [13]C1C-1 -> [13]C1C34H69N1O9S1 + [13]C1C-1 -> [13]C2C33H69N1O9S1
77,89,717.9553764523305,1.55,3.81,Unknown,Unknown,0,,,,,Unknown
78,90,718.4576764523305,1.55,3.79,Artifact,C36H65N2O12,4.74,0,,,,Peak 79 C36H66N2O12 - H1 -> C36H65N2O12
79,91,719.4660764523305,1.55,3.08,Artifact,[13]C1C35H65N2O12,-2.37,0,,,,Peak 79 C36H66N2O12 - H1 -> C36H65N2O12 + [13]C1C-1 -> [13]C1C35H65N2O12
80,92,724.9635764523306,1.55,4.15,Unknown,Unknown,0,,,,,Unknown
81,93,725.4656764523305,1.55,4.08,Unknown,Unknown,0,,,,,Unknown
82,94,725.9665764523305,1.55,3.73,Putative metabolite,C19H25I2N3O11,-1.93,0,,4,,No edge connections.
83,95,776.2293764523305,1.55,3.91,Putative metabolite,C30H43N5O15P2,1.29,0,,4,,HMDB0013835 Diisobutyl phthalate C16H22O4 + C15H21N5O13P2 -> C31H43N5O17P2 - C1O2 -> C30H43N5O15P2
84,96,777.2298764523306,1.55,3.76,Putative metabolite,C26H46N6O15P2S1,-1.16,0,,4,,HMDB0013224 Caproylcholine C11H23N1O2 + C15H21N5O13P2 -> C26H44N6O15P2 + H2S1 -> C26H46N6O15P2S1
85,97,778.2275764523305,1.55,3.72,Artifact,[2]H1C36H39O19,3.09,0,,,,No edge connections.
86,98,779.2276764523306,1.55,3.43,Artifact,[13]C1[2]H1C35H39O19,7.2,0,,,,Peak 84 C36H40O19 + [13]C1C-1 -> [13]C1C35H40O19 + [2]H1H-1 -> [13]C1[2]H1C35H39O19
87,99,780.2264764523305,1.55,3.11,Putative metabolite,C27H48N3O17P3,0.64,0,,4,,HMDB0001342 Thymidine 5'-triphosphate C10H17N2O14P3 + C1O2 -> C11H17N2O16P3 + C16H30O1 -> C27H47N2O17P3 + H1N1 -> C27H48N3O17P3
88,100,850.2477764523305,1.55,3.85,Unknown,Unknown,0,,,,,Unknown
89,101,851.2488764523305,1.55,3.72,Putative metabolite,C35H43N6O17P1,0.71,0,,4,,HMDB0035475 Simmondsin 2'-ferulate C26H33N1O12 - C1H2O1 -> C25H31N1O11 + C10H12N5O6P1 -> C35H43N6O17P1
90,102,852.2468764523305,1.55,3.72,Unknown,Unknown,0,,,,,Unknown
91,103,853.2466764523306,1.55,3.43,Artifact,C26H48N9O17P2S1,-3.52,0,,,,No edge connections.
92,104,924.2669764523305,1.55,3.71,Unknown,Unknown,0,,,,,Unknown
93,105,925.2678764523305,1.55,3.64,Putative metabolite,C56H44O11S1,-0.22,0,,4,,"HMDB0134473 4-{3-[3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]-5-{2-[6-hydroxy-3-(3-hydroxyphenyl)-2-phenyl-2,3-dihydro-1-benzofuran-4-yl]ethenyl}-2,3-dihydro-1-benzofuran-2-yl}benzene-1,2-diol C56H42O11 + H2S1 -> C56H44O11S1"
94,106,926.2657764523306,1.55,3.64,Artifact,[13]C1C55H44O11S1,5.73,0,,,,Peak 93 C56H44O11S1 + [13]C1C-1 -> [13]C1C55H44O11S1
95,107,927.2650764523305,1.55,3.36,Artifact,C56Cl1H43O11,-9.07,0,,,,No edge connections.
96,108,928.2625764523306,1.55,3.11,Artifact,[13]C1C55Cl1H43O11,-2.8,0,,,,No edge connections.
97,109,983.5846764523305,1.55,3.76,Artifact,[13]C1C49H89N1Na1O12P1S1,0,0,,,,Peak 302 C50H87N1O8S1 + H2Na1O4P1 -> C50H89N1Na1O12P1S1 + [13]C1C-1 -> [13]C1C49H89N1Na1O12P1S1
98,110,996.5979764523305,1.55,4.11,Artifact,C46H83N12O8S2,-0.9,0,,,,No edge connections.
99,111,997.6010764523305,1.55,3.89,Artifact,[13]C1C45H83N12O8S2,-0.6,0,,,,No edge connections.
100,112,998.6041764523305,1.55,3.38,Artifact,C50H91N1Na3O12P1,0.3,0,,,,"HMDB0008334 PC(20:2(11Z,14Z)/18:1(11Z)) C46H86N1O8P1 + H-2Na2 -> C46H84N1Na2O8P1 + C4H7Na1O4 -> C50H91N1Na3O12P1"
101,113,999.2857764523305,1.55,3.51,Putative metabolite,C43H52N8O14P2S1,1.4,0,,4,,No edge connections.
102,114,1000.2849764523305,1.55,3.49,Unknown,Unknown,0,,,,,Unknown
103,115,1001.2842764523306,1.55,3.28,Artifact,C46H50N1O24,-5,0,,,,No edge connections.
104,116,1072.3032764523307,1.55,3.2,Unknown,Unknown,0,,,,,Unknown
105,118,391.2833764523306,1.56,5.66,Metabolite,C24H38O4,2.31,,0.8023970882914593,2.1,HMDB0251427,HMDB0251427 Dioctyl phthalate C24H38O4
106,119,413.2645764523306,1.56,4.26,Artifact,C24H37Na1O4,4.12,0,,,,HMDB0251427 Dioctyl phthalate C24H38O4 + H-1Na1 -> C24H37Na1O4
107,120,414.2674764523306,1.56,3.69,Artifact,[13]C1C23H37Na1O4,5.08,0,,,,HMDB0251427 Dioctyl phthalate C24H38O4 + H-1Na1 -> C24H37Na1O4 + [13]C1C-1 -> [13]C1C23H37Na1O4
108,121,429.2389764523306,1.56,3.34,Artifact,C24H37K1O4,2.8,0,,,,HMDB0251427 Dioctyl phthalate C24H38O4 + H-1K1 -> C24H37K1O4
109,124,436.3398764523306,1.56,4.74,Putative metabolite,C22H41N7O2,-0.92,0,,4,,"HMDB0259474 8H-Purin-8-one, 6-amino-7,9-dihydro-2-((1S)-1-methylbutoxy)-9-(5-(1-piperidinyl)pentyl)- C20H34N6O2 + H3N1 -> C20H37N7O2 + C2H4 -> C22H41N7O2"
110,126,447.1125764523306,1.56,3.83,Putative metabolite,C13H19N8O8P1,2.24,0,,4,,No edge connections.
111,127,449.3396764523306,1.56,4.41,Putative metabolite,C24H49O5P1,-1.34,0,,4,,HMDB0062304 1-(11Z-docosenoyl)-glycero-3-phosphate C25H49O7P1 - C1O2 -> C24H49O5P1
112,128,450.3421764523306,1.56,3.92,Artifact,[13]C1C23H49O5P1,0.45,0,,,,Peak 111 C24H49O5P1 + [13]C1C-1 -> [13]C1C23H49O5P1
113,129,451.34407645233057,1.56,3.18,Artifact,[13]C2C22H49O5P1,3.77,0,,,,Peak 111 C24H49O5P1 + [13]C1C-1 -> [13]C1C23H49O5P1 + [13]C1C-1 -> [13]C2C22H49O5P1
114,130,474.31217645233056,1.56,3.32,Artifact,C27Cl1H45N1Na1O2,-2.54,0,,,,Peak 233 C26Cl1H44N1O1 + C2H3Na1O2 -> C28Cl1H47N1Na1O3 - C1H2O1 -> C27Cl1H45N1Na1O2
115,131,475.29517645233057,1.56,3.92,Putative metabolite,C30H38N2O3,0.63,0,,4,,HMDB0259765 VAPIPROST C30H39N1O4 - H-1N-1O1 -> C30H40N2O3 - H2 -> C30H38N2O3
116,132,478.9732764523306,1.56,3.18,Unknown,Unknown,0,,,,,Unknown
117,133,484.32257645233057,1.56,3.32,Putative metabolite,C33H41N1O2,-3.31,0,,4,,HMDB0255109 N-Demethyl Mifepristone C28H33N1O2 + C5H8 -> C33H41N1O2
118,134,491.7938764523306,1.56,4.08,Artifact,C25H44.5N0.5Na0.5O6P0.5S0.5,0.82,0,,,,No edge connections.
119,135,492.7966764523306,1.56,3.28,Unknown,Unknown,0,,,,,Unknown
120,136,521.1169764523305,1.56,3.36,Putative metabolite,C20H21N6O9P1,2.11,0,,4,,HMDB0000763 5-Hydroxyindoleacetic acid C10H9N1O3 + C10H12N5O6P1 -> C20H21N6O9P1
121,137,523.2970764523305,1.56,3,Putative metabolite,C31F1H39N2O4,-0.77,0,,4,,HMDB0248691 Ataluren C15F1H9N2O3 + C16H30O1 -> C31F1H39N2O4
122,139,540.3605764523305,1.56,3.28,Putative metabolite,C24H45N9O5,2.04,0,,4,,HMDB0015110 Dipyridamole C24H40N8O4 + H3N1 -> C24H43N9O4 + H2O1 -> C24H45N9O5
123,140,547.4574764523305,1.56,3.26,Unknown,Unknown,0,,,,,Unknown
124,141,554.1730764523305,1.56,3.64,Putative metabolite,C26F4H27N3O4S1,0,0,,4,,"HMDB0250459 (R)-4A-(Ethoxymethyl)-1-(4-fluorophenyl)-6-((4-(trifluoromethyl)phenyl)sulfonyl)-4,4a,5,6,7,8-hexahydro-1H-pyrazolo[3,4-g]isoquinoline C26F4H25N3O3S1 + H2O1 -> C26F4H27N3O4S1"
125,142,556.1716764523305,1.56,3.23,Putative metabolite,C22H29N5O10S1,-1.62,0,,4,,HMDB0015521 Sulfamerazine C11H12N4O2S1 + C11H17N1O8 -> C22H29N5O10S1
126,143,577.5159764523305,1.56,3.04,Artifact,MS2_fragment_C42H82N1O8P1,-5.38,0,,,HMDB0007879,HMDB0007972 PC(16:0/18:1(9Z)) C42H82N1O8P1 - Experiment_MS2_fragment -> MS2_fragment_C42H82N1O8P1
127,144,583.3750764523305,1.56,4.67,Putative metabolite,C32H55O7P1,1.2,0,,4,,"HMDB0263024 PA(14:0/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)) C37H63O11P1 - C6H8O6 -> C31H55O5P1 + C1O2 -> C32H55O7P1"
128,145,583.8766764523306,1.56,4.49,Artifact,[15]N0.5C31.5H48N5.5O4.5,0.51,0,,,,No edge connections.
129,146,584.3780764523306,1.56,4.11,Artifact,[18]O0.5C30H54O10,0.86,0,,,,No edge connections.
130,147,584.8801764523305,1.56,3.49,Putative metabolite,C5H17O20P5S1,-1.2,0,,4,,"HMDB0253492 inositol 1,3,4,5,6-pentakisphosphate C6H17O21P5 + H2S1 -> C6H19O21P5S1 - C1H2O1 -> C5H17O20P5S1"
131,149,628.1918764523306,1.56,3.9,Artifact,C18Ca1H43N3O14P2,0,0,,,,Peak 262 C18H39N3O6 + Ca1H-2 -> C18Ca1H37N3O6 + H6O8P2 -> C18Ca1H43N3O14P2
132,150,629.1928764523306,1.56,3.66,Artifact,C28Cl1H39N2O8P2,2.23,0,,,,HMDB0014498 Buclizine C28Cl1H33N2 + H6O8P2 -> C28Cl1H39N2O8P2
133,151,631.1897764523305,1.56,3.15,Artifact,[37]Cl1C28H39N2O8P2,2.54,0,,,,HMDB0014498 Buclizine C28Cl1H33N2 + H6O8P2 -> C28Cl1H39N2O8P2 + [37]Cl1Cl-1 -> [37]Cl1C28H39N2O8P2
134,152,702.2107764523305,1.56,3.95,Unknown,Unknown,0,,,,,Unknown
135,153,703.2108764523306,1.56,3.77,Unknown,Unknown,0,,,,,Unknown
136,154,704.2091764523306,1.56,3.67,Putative metabolite,C28H41N5O10S3,-0.43,0,,4,,"HMDB0246181 N-(5-(((5-(1,1-Dimethylethyl)-2-oxazolyl)methyl)thio)-2-thiazolyl)-4-piperidinecarboxamide C17H24N4O2S2 + S1 -> C17H24N4O2S3 + C11H17N1O8 -> C28H41N5O10S3"
137,155,705.2082764523306,1.56,3.34,Artifact,[2]H1C28H30N8O14,1.7,0,,,,No edge connections.
138,156,711.4996764523305,1.56,3.08,Artifact,C40H71O8P1,-5.21,0,,,,"HMDB0263571 PA(17:0/20:3(6,8,11)-OH(5)) C40H73O9P1 - H2O1 -> C40H71O8P1"
139,157,713.4191764523305,1.56,4.56,Putative metabolite,C41H61O8P1,-2.11,0,,4,,"HMDB0264350 PA(18:4(6Z,9Z,12Z,15Z)/20:4(6E,8Z,11Z,14Z)+=O(5)) C41H63O9P1 - H2O1 -> C41H61O8P1"
140,158,714.4226764523305,1.56,4.18,Artifact,[13]C1C40H61O8P1,-2.24,0,,,,Peak 139 C41H61O8P1 + [13]C1C-1 -> [13]C1C40H61O8P1
141,159,715.4247764523305,1.56,3.61,Artifact,[13]C2C39H61O8P1,-0.56,0,,,,Peak 139 C41H61O8P1 + [13]C1C-1 -> [13]C1C40H61O8P1 + [13]C1C-1 -> [13]C2C39H61O8P1
142,160,803.5321764523305,1.56,3.77,Artifact,C46H77Na2O6P1,0.5,0,,,,Peak 413 C46H79O6P1 + H-2Na2 -> C46H77Na2O6P1
143,161,810.0387764523306,1.56,3.56,Putative metabolite,C27Cl1F9H18N5O10P1,2.6,0,,4,,"HMDB0255832 o-(pentafluorobenzyloxycarbonyl)-2,3,4,5-tetrafluorobenzoyl chloride C15Cl1F9H4O3 + C10H12N5O6P1 -> C25Cl1F9H16N5O9P1 + C2H2O1 -> C27Cl1F9H18N5O10P1"
144,162,918.5420764523305,1.56,3.26,Artifact,C43Cl1H78N7Na2O9,-0.33,0,,,,Peak 353 C42H75N7O8 + H-1Na1 -> C42H74N7Na1O8 + H-1Na1 -> C42H73N7Na2O8 + C1H4O1 -> C43H77N7Na2O9 + Cl1H1 -> C43Cl1H78N7Na2O9
145,163,982.5818764523306,1.56,4,Artifact,C50H89N1Na1O12P1S1,-0.51,0,,,,Peak 302 C50H87N1O8S1 + H2Na1O4P1 -> C50H89N1Na1O12P1S1
146,164,1165.7442764523307,1.56,4.3,Artifact,C60H108O21,0.86,0,,,HMDB0012109,"HMDB0012109 5,6-Dihydroxyprostaglandin F1a C20H36O7 * 3 -> C60H108O21"
147,165,1166.7472764523307,1.56,4.15,Artifact,[13]C1C59H108O21,1.72,0,,,,"HMDB0012109 5,6-Dihydroxyprostaglandin F1a C20H36O7 * 3 -> C60H108O21 + [13]C1C-1 -> [13]C1C59H108O21"
148,166,1167.7502764523306,1.56,3.72,Artifact,[13]C2C58H108O21,1.71,0,,,,"HMDB0012109 5,6-Dihydroxyprostaglandin F1a C20H36O7 * 3 -> C60H108O21 + [13]C1C-1 -> [13]C1C59H108O21 + [13]C1C-1 -> [13]C2C58H108O21"
149,167,113.13177645233057,1.57,3.49,Artifact,MS2_fragment_C24H38O4,-3.57,0,,,HMDB0000328,HMDB0251427 Dioctyl phthalate C24H38O4 - Experiment_MS2_fragment -> MS2_fragment_C24H38O4
150,169,149.02277645233056,1.57,4.99,Metabolite,C8H4O3,3.38,,0.6383588924105901,2.1,HMDB0256501,HMDB0256501 Phthalic anhydride C8H4O3
151,170,150.02567645233057,1.57,3.94,Artifact,[13]C1C7H4O3,6.71,0,,,,HMDB0256501 Phthalic anhydride C8H4O3 + [13]C1C-1 -> [13]C1C7H4O3
152,171,167.03277645233055,1.57,4.3,Artifact,C8H6O4,6.63,0,,,HMDB0000328,HMDB0013835 Diisobutyl phthalate C16H22O4 - Library_MS2_fragment -> C8H6O4
