ilp_node_id,node_id,formula,mass,rdbe,category,parent_id,parent_formula,transform,direction,steps,struct_set_id,class,score_database_origin,score_mz,score_known_rt,score_RDBE,score_element_ratio,score_missing_isotope_Cl,score_propagation,sum_score,Input_id,log10_inten,medMz,medRt,score_class,cplex_score,ilp_solution,path
48,11,C6H10N2O3,158.069142152,3,Fragment,9573,C7H12N2O4,C1H2O1,-1,0.01,484,Artifact,0,-0.3592928950183739,0,0,0,NA,0,-0.3592928950183739,12,6.339205824878879,158.06952354766943,11.29493,0,-0.3592928950183739,1,Thymine C5H6N2O2 + C1H4O1 -> C6H10N2O3
49,12,C8H16N4O3,216.1222404,3,Metabolite,11030,C8H16N4O3,,1,0,545,Metabolite,0.5,-0.3588659550073379,0.8787299999999991,0,0,NA,0,1.0198640449926613,13,7.992468951329616,216.12242354766946,13.38127,0.1,1.1198640449926611,1,N-Acetyl-L-arginine C8H16N4O3
52,13,C6H9N3O2,155.069476558,3,Library_MS2_fragment,12,C8H16N4O3,Library_MS2_fragment,-1,0.01,602,Artifact,0,-0.3778271713302706,0,0,0,NA,0.5198640449926613,0.14203687366239065,15,7.890984237998725,155.06962354766944,13.50228,0,0.14203687366239065,1,Peak 9660 C5H7N3 + C1H2O2 -> C6H9N3O2
57,14,C6H9N3O2,155.0694766,4,Metabolite,10118,C6H9N3O2,,1,0,657,Metabolite,0.5,-0.589344584508997,NA,0,0,NA,0,-0.08934458450899696,16,5.60935546931555,155.06992354766945,11.28037,0.1,0.010655415491003045,1,L-Histidine C6H9N3O2
62,15,C1H-1K3O3,175.868039528,0,Adduct,11291,H-2K2,C1H1K1O3,1,0,710,Artifact,0,-0.2689759715975129,0,0,0,NA,0,-0.2689759715975129,17,7.819756041856419,175.86842354766944,13.95752,0,-0.2689759715975129,1,2K-2H H-2K2 + C1H1K1O3
66,16,C21H28N7O9P1,553.1686120499999,13,Adduct,526,C21H25N6O9P1,H3N1,1,0.01,716,Artifact,0,-0.1483941721556189,0,0,0,NA,0,-0.1483941721556189,18,7.689240306235488,553.1695235476694,2.52455,0,-0.1483941721556189,1,Peak 3803 C22H30N7O10P1 - C1H2O1 -> C21H28N7O9P1
85,17,C9H16N4Na2O2,258.106865084,3,Adduct,6191,C9H18N4O2,H-2Na2,1,1.01,754,Artifact,0,-0.3278544265358004,0,0,0,NA,0,-0.3278544265358004,21,4.242722681332412,258.10742354766944,11.16478,0,-0.3278544265358004,1,Peak 6191 C9H18N4O2 + H-2Na2 -> C9H16N4Na2O2
90,18,C7H13N1O4,175.084457944,2,Metabolite,4109,C9H15N1O5,C2H2O1,-1,1,832,Putative metabolite,0,-0.2203038833126761,0,0,0,NA,0,-0.2203038833126761,22,5.242222104177511,175.08482354766943,9.205852,0,-0.2203038833126761,1,O-Acetyl-L-homoserine C6H11N1O4 + C1H2 -> C7H13N1O4
91,19,C7H14N4O3,202.10659032,2,Adduct,5,C6H13N3O3,C1H1N1,1,0.01,836,Artifact,0,-0.4651694776450013,0,0,0,NA,0.7566223668043053,0.291452889159304,23,7.675340655937225,202.10672354766945,13.45873,0,0.291452889159304,1,citrulline C6H13N3O3 + C1H1N1 -> C7H14N4O3
95,20,C22H26O6,386.172938556,10,Metabolite,1745,C22H26O7,O1,-1,2,881,Putative metabolite,0,-0.05223458777052053,0,0,0,NA,0,-0.05223458777052053,24,7.659880656157717,386.1735235476694,2.780006,0,-0.05223458777052053,1,Epigallocatechin C15H14O7 + C2H4 -> C17H18O7 + C5H8 -> C22H26O7 - O1 -> C22H26O6
99,21,C18H30N2O3S2,386.169784328,5,Metabolite,2060,C13H22N2O3S2,C5H8,1,2,908,Putative metabolite,0,-0.12245252568687602,0,0,0,NA,0,-0.12245252568687602,25,4.908411252086308,386.17042354766943,16.81244,0,-0.12245252568687602,1,biotin C10H16N2O3S1 + C2H4 -> C12H20N2O3S1 + S1 -> C12H20N2O3S2 + C1H2 -> C13H22N2O3S2 + C5H8 -> C18H30N2O3S2
105,22,C24H42N2O6P1,485.27804854799996,5.5,Radical,73,C24H43N2O6P1,H1,-1,0.01,914,Artifact,0,-0.010377411148996209,0,0,0,NA,0,-0.010377411148996209,26,7.661315527196733,485.2787235476694,2.799611,0,-0.010377411148996209,1,pyridoxamine-5-phosphate C8H13N2O5P1 + C16H30O1 - H1 -> C24H42N2O6P1
116,23,C21H33N5O17,627.1871446099999,10,Adduct,2295,C21H30N4O17,H3N1,1,0.02,918,Artifact,0,-0.35219212551358786,0,0,0,NA,0,-0.35219212551358786,27,7.572882104877826,627.1884235476695,2.495217,0,-0.35219212551358786,1,Peak 23 C21H33N5O17 - H3N1 -> C21H30N4O17 + H3N1 -> C21H33N5O17
138,24,C16H25N5O12,479.14997124599995,8,Adduct,70,C16H22N4O12,H3N1,1,1.01,953,Artifact,0,-0.09893679438569389,0,0,0,NA,0,-0.09893679438569389,28,7.563439395078494,479.15072354766943,2.544094,0,-0.09893679438569389,1,Peak 70 C16H22N4O12 + H3N1 -> C16H25N5O12
143,25,C6H15N1O2,133.11027878,0,Metabolite,11260,C6H15N1O3,O1,-1,0,966,Putative metabolite,0,-0.027232311043806443,0,0,0,NA,0,-0.027232311043806443,31,7.564814534449423,133.11052354766943,10.3693,0,-0.027232311043806443,1,carnitine C7H15N1O3 - C1O1 -> C6H15N1O2
144,26,Unknown,554.169175009858,0,Unknown,26,Unknown,,0,0,979,Unknown,0,-0,NA,0,0,NA,0,0,32,7.397519520456315,554.1699235476694,2.52455,-0.5,-0.5,1,Unknown
155,27,C20H32N6O12S2,612.151962,8,Metabolite,10970,C20H32N6O12S2,,1,0,993,Metabolite,0.5,-0.19818486117136003,0.5905799999999992,0,0,NA,0,0.8923951388286392,33,7.462780071825311,612.1530235476695,14.16942,0.1,0.9923951388286392,1,glutathione disulfide C20H32N6O12S2
167,28,C2H2K2O2,135.932893104,0,Adduct,11291,H-2K2,C2H4O2,1,0,1018,Artifact,0,-0.03862146705693871,0,0,0,NA,0,-0.03862146705693871,34,7.474845043087694,135.93312354766945,13.95752,0,-0.03862146705693871,1,2K-2H H-2K2 + C2H4O2
170,29,C6.5H15N3O2.5,175.113884032,1.5,Multicharge,3021,C13H30N6O5,2,-1,0.02,1026,Artifact,0,-0.14567631483836826,0,0,0,NA,0,-0.14567631483836826,35,7.460326186611644,175.11422354766944,16.81239,0,-0.14567631483836826,1,No edge connections.
177,30,C24H39N5O17S1,701.206146926,11,Heterodimer,16,C19H31N5O12S1,1740,1,0.03,1048,Artifact,0,-0.10722097732656688,0,0,0,NA,0,-0.10722097732656688,36,7.372951659361252,701.2069235476695,2.480556,0,-0.10722097732656688,1,Peak 3219 C23H37N5O15S1 + C1H2O2 -> C24H39N5O17S1
207,31,C16H40N2O12P2,514.2056478,0,Oligomer,1,C8H20N1O6P1,2,1,0.01,1097,Artifact,0,-0.02361720909081675,0,0,0,NA,0.16460449999633964,0.1409872909055229,37,7.370039086736586,514.2063235476695,13.58463,0,0.1409872909055229,1,Glycerophosphocholine C8H20N1O6P1 * 2 -> C16H40N2O12P2
222,32,C10H13N3,175.110947402,6,Metabolite,787,C10H10N2O1,H3N1O-1,1,1,1117,Putative metabolite,0,-0.32078618936467157,0,0,0,NA,0,-0.32078618936467157,38,6.402170276406723,175.11112354766945,16.84155,0,-0.32078618936467157,1,Tryptamine C10H12N2 + H1N1 -> C10H13N3
223,33,Unknown,628.1880851764873,0,Unknown,33,Unknown,,0,0,1133,Unknown,0,-0,NA,0,0,NA,0,0,39,7.334048884482133,628.1889235476694,2.495217,-0.5,-0.5,1,Unknown
238,34,C5H12N2O2,132.0898776,1,Metabolite,11057,C5H12N2O2,,1,0,1154,Metabolite,0.5,-0.036597098087444484,0.6654400000000003,0,0,NA,0,1.1288429019125559,40,7.420165782832261,132.09012354766944,16.26544,0.1,1.2288429019125557,1,ornithine C5H12N2O2
242,35,C5H12N2O2,132.0898776,1,Metabolite,10107,C5H12N2O2,,1,0,1209,Metabolite,0.5,-0.3419325835943121,NA,0,0,NA,0,0.1580674164056879,41,5.977948850582552,132.09002354766943,13.64282,0.1,0.25806741640568787,1,Ornithine C5H12N2O2
246,36,C5H12N2O2,132.0898776,1,Metabolite,10107,C5H12N2O2,,1,0,1264,Metabolite,0.5,-0.036597098087444484,NA,0,0,NA,0,0.4634029019125555,42,6.513424297582099,132.09012354766944,6.212156,0.1,0.5634029019125555,1,Ornithine C5H12N2O2
249,37,C5H9N2Na1O3,168.051086792,2,Adduct,9077,C5H10N2O3,H-1Na1,1,0.01,1319,Artifact,0,-0.12843773126352828,0,0,0,NA,0.6629416074755918,0.5345038762120635,44,7.412685980430305,168.05132354766945,13.36192,0,0.5345038762120635,1,glutamine C5H10N2O3 + H-1Na1 -> C5H9N2Na1O3
263,38,C5H9N2Na1O3,168.051086792,2,Adduct,6,C5H10N2O3,H-1Na1,1,0.01,1336,Artifact,0,-0.1690904803152829,0,0,0,NA,0,-0.1690904803152829,45,5.909888831826242,168.05142354766943,11.30955,0,-0.1690904803152829,1,Pyroglutamic acid C5H7N1O3 + H3N1 -> C5H10N2O3 + H-1Na1 -> C5H9N2Na1O3
275,39,K2O4S1,173.87914301,0,Adduct,11278,H1K1O4S1,H-1K1,1,0,1339,Artifact,0,-0.8440924539763782,0,0,0,NA,0,-0.8440924539763782,46,7.207661743502497,173.87972354766944,13.87395,0,-0.8440924539763782,1,KHSO4 H1K1O4S1 + H-1K1
286,40,C9H11N1O2,165.0789786,5,Metabolite,11064,C9H11N1O2,,1,0,1381,Metabolite,0.5,-0.20787254751010562,0.7970380000000006,0,0,NA,0,1.089165452489895,48,7.349063094345995,165.07932354766945,8.862962,0.1,1.189165452489895,1,phenylalanine C9H11N1O2
290,41,C5H14N1O4P1,183.0660444,0,Metabolite,11149,C5H14N1O4P1,,1,0,1414,Metabolite,0.5,-0.4943586332167107,0.9505500000000016,0,0,NA,0,0.9561913667832909,50,7.293086209843,183.06652354766945,14.34945,0.1,1.056191366783291,1,Phosphorylcholine C5H14N1O4P1
295,42,C5H14N1O4P1,183.0660444,0,Metabolite,9996,C5H14N1O4P1,,1,0,1449,Metabolite,0.5,-0.32501679195050603,NA,0,0,NA,0,0.17498320804949397,51,6.226679125580738,183.06622354766944,13.57492,0.1,0.27498320804949394,1,Phosphorylcholine C5H14N1O4P1
300,43,C15H21N12O5P1,480.14954837199997,13,Adduct,225,C15H18N11O5P1,H3N1,1,1.01,1484,Artifact,0,-0.4336894559478373,0,0,0,NA,0,-0.4336894559478373,52,7.183252443076617,480.1506235476694,2.544094,0,-0.4336894559478373,1,Peak 225 C15H18N11O5P1 + H3N1 -> C15H21N12O5P1
309,44,C24H48N1O7P1,493.3168394,2,Metabolite,10465,C24H48N1O7P1,,1,0,1497,Metabolite,0.5,-0.4150102214654928,NA,0,0,NA,0,0.08498977853450718,57,7.159350134117712,493.3179235476694,7.095434,0.1,0.18498977853450718,1,PC(16:1(9Z)/0:0) C24H48N1O7P1
321,45,C24H48N1O7P1,493.3168394,2,Metabolite,10465,C24H48N1O7P1,,1,0,1529,Metabolite,0.5,-0.4150102214654928,NA,0,0,NA,0,0.08498977853450718,58,6.869894706815298,493.3179235476694,3.071689,0.1,0.18498977853450718,1,PC(16:1(9Z)/0:0) C24H48N1O7P1
330,46,C9H19N3O1,185.15281221200001,3,Adduct,1546,C9H16N2O1,H3N1,1,0.01,1556,Artifact,0,-0.028776638121234398,0,0,0,NA,0,-0.028776638121234398,59,7.256502764301347,185.15312354766945,16.01457,0,-0.028776638121234398,1,N-Methyltyramine C9H13N1O1 + H3N1 + H3N1 -> C9H19N3O1
332,47,C9H19N3O1,185.152812292,2,Metabolite,7168,C9H16N2O2,H3N1O-1,1,1,1578,Putative metabolite,0,-0.2986074806099712,0,0,0,NA,0,-0.2986074806099712,60,6.295471042458487,185.15322354766946,14.21908,0,-0.2986074806099712,1,4-Guanidinobutanoic acid C5H11N3O2 + C5H8 -> C10H19N3O2 - C1O1 -> C9H19N3O1
335,48,C28H34N8O12Si1,702.206545074,18,Adduct,3950,C27H32N8O9Si1,C1H2O3,1,1.03,1618,Artifact,0,-0.03579402842580469,0,0,0,NA,0,-0.03579402842580469,63,7.174462716639273,702.2075235476694,2.480556,0,-0.03579402842580469,1,Peak 1415 C12H17N1O1 + Peak 2202 -> C27H30N8O6 + H2O3Si1 -> C27H32N8O9Si1 + C1H2O3 -> C28H34N8O12Si1
371,49,C21H26N7O8P1,535.1580473659999,14,Fragment,16,C21H28N7O9P1,H2O1,-1,0.02,1634,Artifact,0,-0.4211057376260819,0,0,0,NA,0,-0.4211057376260819,64,7.196406980754229,535.1592235476695,2.490328,0,-0.4211057376260819,1,Peak 3803 C22H30N7O10P1 - C1H2O1 -> C21H28N7O9P1 - H2O1 -> C21H26N7O8P1
386,50,C8H21N1O5,211.141972754,0,Adduct,666,C8H18O5,H3N1,1,1.01,1673,Artifact,0,-0.19282664030317528,0,0,0,NA,0,-0.19282664030317528,65,7.244072597075332,211.14222354766943,4.53335,0,-0.19282664030317528,1,Peak 666 C8H18O5 + H3N1 -> C8H21N1O5
389,51,[13]C1C5H13N3O3,176.099046118,2,Natural_abundance,5,C6H13N3O3,[13]C1C-1,1,0.01,1679,Artifact,0,-1.1705378377937714,0,0,0,NA,0.7566223668043053,-0.41391547098946613,66,7.246968242898356,176.09892354766944,13.64282,0,-0.41391547098946613,1,citrulline C6H13N3O3 + [13]C1C-1 -> [13]C1C5H13N3O3
400,52,C18H29N5O15,555.166015286,9,Adduct,1353,C18H26N4O15,H3N1,1,1.02,1727,Artifact,0,-0.4876787206906139,0,0,0,NA,0,-0.4876787206906139,67,7.135657389375753,555.1662235476695,2.52455,0,-0.4876787206906139,1,Peak 981 C17H27N5O12 + C1H2O3 -> C18H29N5O15
416,53,Unknown,293.2200917118424,0,Unknown,53,Unknown,,0,0,1738,Unknown,0,-0,NA,0,0,NA,0,0,68,7.229569411095445,293.2205235476694,4.538289,-0.5,-0.5,1,Unknown
417,54,C6H12N3Na1O3,197.077635906,2,Adduct,5,C6H13N3O3,H-1Na1,1,0.01,1740,Artifact,0,-0.06979588653657687,0,0,0,NA,0.7566223668043053,0.6868264802677284,69,7.146200006786531,197.07792354766943,13.66226,0,0.6868264802677284,1,citrulline C6H13N3O3 + H-1Na1 -> C6H12N3Na1O3
423,55,H-1K3O4S1,211.835024878,0,Adduct,11291,H-2K2,H1K1O4S1,1,0,1748,Artifact,0,-0.15485423479913063,0,0,0,NA,0,-0.15485423479913063,70,7.076778769732018,211.83542354766945,13.89364,0,-0.15485423479913063,1,2K-2H H-2K2 + H1K1O4S1
429,56,C7H18N1O6P1,243.08717383599998,0,Metabolite,11113,C8H20N1O6P1,C1H2,-1,0,1764,Putative metabolite,0,-0.3676040480564601,0,0,0,NA,0,-0.3676040480564601,71,7.149892194893137,243.08772354766944,13.09561,0,-0.3676040480564601,1,Glycerophosphocholine C8H20N1O6P1 - C1H2 -> C7H18N1O6P1
438,57,C8H19N1Na1O6P1,279.084768528,0,Adduct,1,C8H20N1O6P1,H-1Na1,1,0.01,1803,Artifact,0,-0.6443567788185853,0,0,0,NA,0.16460449999633964,-0.4797522788222457,73,7.192236133309818,279.08482354766943,13.58462,0,-0.4797522788222457,1,Glycerophosphocholine C8H20N1O6P1 + H-1Na1 -> C8H19N1Na1O6P1
442,58,Unknown,279.08480886718957,0,Unknown,58,Unknown,,0,0,1816,Unknown,0,-0,NA,0,0,NA,0,0,74,4.901283498748499,279.0852235476694,14.42019,-0.5,-0.5,1,Unknown
444,59,Unknown,279.08470886731095,0,Unknown,59,Unknown,,0,0,1827,Unknown,0,-0,NA,0,0,NA,0,0,75,4.398267909513036,279.0851235476694,16.26046,-0.5,-0.5,1,Unknown
447,60,[13]C1C6H13N2Na1O3,197.08574174800003,2,Natural_abundance,379,C7H13N2Na1O3,[13]C1C-1,1,0.02,1839,Artifact,0,-0.422753844484789,0,0,0,NA,0,-0.422753844484789,76,5.190338432893053,197.08622354766945,11.93971,0,-0.422753844484789,1,N-Acetylornithine C7H14N2O3 + H-1Na1 -> C7H13N2Na1O3 + [13]C1C-1 -> [13]C1C6H13N2Na1O3
450,61,C10H25N1O6,255.168187546,0,Adduct,1922,C10H22O6,H3N1,1,1.01,1842,Artifact,0,-0.48919106816598745,0,0,0,NA,0,-0.48919106816598745,77,7.196395248993787,255.16832354766942,4.632761,0,-0.48919106816598745,1,Peak 1922 C10H22O6 + H3N1 -> C10H25N1O6
460,62,C23H32N7O12P1,629.18465606,13,Adduct,2334,C21H28N7O10P1,C2H4O2,1,0.02,1853,Artifact,0,-0.3400484034836466,0,0,0,NA,0,-0.3400484034836466,78,7.108119207949352,629.1859235476695,2.500111,0,-0.3400484034836466,1,Peak 2334 C21H28N7O10P1 + C2H4O2 -> C23H32N7O12P1
482,63,C29H42N7O14P1S1,775.22480634,15,Heterodimer,49,C21H26N7O8P1,3534,1,0.02,1900,Artifact,0,-2.481435003434963e-4,0,0,0,NA,0,-2.481435003434963e-4,79,7.134627054763306,775.2258235476695,2.465911,0,-2.481435003434963e-4,1,Peak 16 C21H28N7O9P1 + Peak 205 -> C29H42N7O14P1S1
532,64,C8H16N2O3,188.1160924,2,Metabolite,10691,C8H16N2O3,,1,0,1997,Metabolite,0.5,-0.3372162647938668,NA,0,0,NA,0,0.1627837352061332,80,7.186797859427438,188.11652354766943,12.96302,0.1,0.2627837352061332,1,Acetyllysine C8H16N2O3
535,65,C8H16N2O3,188.1160924,2,Metabolite,10691,C8H16N2O3,,1,0,2068,Metabolite,0.5,-0.0714232713864653,NA,0,0,NA,0,0.4285767286135347,81,5.512252529727626,188.11642354766946,9.540117,0.1,0.5285767286135347,1,Acetyllysine C8H16N2O3
539,66,C8H16N2O3,188.1160924,2,Metabolite,10974,C8H16N2O3,,1,0,2141,Metabolite,0.5,-0.0714232713864653,0.8843609999999984,0,0,NA,0,1.312937728613533,82,5.241517766884429,188.11642354766946,8.655639,0.1,1.4129377286135332,1,Glycyl-L-leucine C8H16N2O3
542,67,C11H15N5O3S1,297.08956010000003,7,Metabolite,10864,C11H15N5O3S1,,1,0,2212,Metabolite,0.5,-0.04529881936510668,0.6954940000000001,0,0,NA,0,1.1501951806348933,83,7.175944877148543,297.09002354766943,5.024506,0.1,1.2501951806348934,1,5'-Methylthioadenosine C11H15N5O3S1
547,68,C19H37N2Na1O6S1,444.22700235,2,Adduct,8319,C18H36N1Na1O6S1,C1H1N1,1,0.02,2244,Artifact,0,-1.0061379190338866,0,0,0,NA,0,-1.0061379190338866,84,7.148724328636798,444.2267235476694,2.8143,0,-1.0061379190338866,1,Peak 517 C18H35N1O2 + H1Na1O4S1 -> C18H36N1Na1O6S1 + C1H1N1 -> C19H37N2Na1O6S1
550,69,[41]K1C1H-1K2O3,177.866158598,0,Natural_abundance,15,C1H-1K3O3,[41]K1K-1,1,0.01,2247,Artifact,0,-0.3566901214323511,0,0,0,NA,0,-0.3566901214323511,87,7.153462252915466,177.86632354766945,13.95752,0,-0.3566901214323511,1,2K-2H H-2K2 + C1H1K1O3 + [41]K1K-1 -> [41]K1C1H-1K2O3
552,70,C16H22N4O12,462.12342213999995,8,Metabolite,7969,C16H20N4O12,H2,1,1,2249,Putative metabolite,0,-0.038321334619160215,0,0,0,NA,0,-0.038321334619160215,88,7.041913752182594,462.1240235476694,2.544094,0,-0.038321334619160215,1,inosine C10H12N4O5 + C6H8O6 -> C16H20N4O11 + H2O1 -> C16H22N4O12
561,71,C16H27K1N2O11,462.125191594,3,Adduct,979,C16H28N2O11,H-1K1,1,0.02,2278,Artifact,0,-0.21111725095588194,0,0,0,NA,0,-0.21111725095588194,89,5.578331332369448,462.12602354766943,12.9974,0,-0.21111725095588194,1,Suberyl Glycine C10H17N1O5 - C2H4 * 2 -> C16H26N2O10 + H1K1O1 -> C16H27K1N2O11
597,72,C8H19N1O1S1,177.118735,0,Metabolite,8076,C8H17N1S1,H2O1,1,2,2365,Putative metabolite,0,-0.2755740040555311,0,0,0,NA,0,-0.2755740040555311,90,4.956097376525055,177.11912354766943,16.80756,0,-0.2755740040555311,1,3-mercaptohexyl acetate C8H16O2S1 + H3N1O-1 -> C8H19N1O1S1
602,73,[13]C1C23H42N2O6P1,486.28140338799994,5.5,Natural_abundance,22,C24H42N2O6P1,[13]C1C-1,1,0.02,2369,Artifact,0,-0.047283114177706,0,0,0,NA,0,-0.047283114177706,91,7.15114353724956,486.28202354766944,2.799611,0,-0.047283114177706,1,pyridoxamine-5-phosphate C8H13N2O5P1 + C16H30O1 - H1 -> C24H42N2O6P1 + [13]C1C-1 -> [13]C1C23H42N2O6P1
612,74,C12H25N1O11,359.142760606,2,Adduct,1212,C12H22O11,H3N1,1,0.01,2386,Artifact,0,-0.20730100355654507,0,0,0,NA,0.811390629485137,0.60408962592859194,92,7.054460128403568,359.1431235476694,13.85426,0,0.60408962592859194,1,Lactose C12H22O11 + H3N1 -> C12H25N1O11
621,75,C12H25N1O11,359.142760606,2,Adduct,1211,C12H22O11,H3N1,1,0.01,2434,Artifact,0,-0.06808076909837703,0,0,0,NA,0,-0.06808076909837703,93,6.948472673904778,359.14322354766944,14.83027,0,-0.06808076909837703,1,Trehalose C12H22O11 + H3N1 -> C12H25N1O11
628,76,[13]C1C4H10N2O3,147.072497004,2,Natural_abundance,9077,C5H10N2O3,[13]C1C-1,1,0.01,2480,Artifact,0,-1.7947572347139393,0,0,0,NA,0.6629416074755918,-1.1318156272383475,94,7.142852670881533,147.07222354766944,13.38611,0,-1.1318156272383475,1,glutamine C5H10N2O3 + [13]C1C-1 -> [13]C1C4H10N2O3
630,77,C7H11N2Na1O4,210.06162405999999,3,Adduct,1075,C5H8N2O2,C2H3Na1O2,1,0.01,2512,Artifact,0,-0.07479349314579836,0,0,0,NA,0,-0.07479349314579836,95,7.075648935632174,210.06192354766944,11.28522,0,-0.07479349314579836,1,N-acetyl-glutamate C7H11N1O5 - H2O1 + H-1Na1 -> C7H8N1Na1O4 + H3N1 -> C7H11N2Na1O4
636,78,[13]C1C4H9N1O4,148.056512576,2,Natural_abundance,9399,C5H9N1O4,[13]C1C-1,1,0.01,2525,Artifact,0,-1.1640330004729316,0,0,0,NA,0,-1.1640330004729316,96,7.081045194028057,148.05642354766945,13.48776,0,-1.1640330004729316,1,CH3CN C2H3N1 + C2H4O2 + C1H2O2 -> C5H9N1O4 + [13]C1C-1 -> [13]C1C4H9N1O4
641,79,C22H45N1O4,387.334858886,2,Adduct,117,C22H42O4,H3N1,1,0.01,2545,Artifact,0,-0.23416009156467013,0,0,0,NA,0,-0.23416009156467013,97,7.093395278787976,387.3352235476694,2.514767,0,-0.23416009156467013,1,2-Hydroxycaproic acid C6H12O3 + C16H30O1 + H3N1 -> C22H45N1O4
645,80,C13H24O11S1,388.10393236799996,2,Metabolite,8961,C13H25N1O11S1,H1N1,-1,2,2584,Putative metabolite,0,-0.5722527941018096,0,0,0,NA,0,-0.5722527941018096,98,7.02063717366973,388.1049235476694,2.57345,0,-0.5722527941018096,1,Trehalose C12H22O11 + S1 -> C12H22O11S1 + C1H2 -> C13H24O11S1
656,81,C13H27N1O11S1,405.1304814,2,Adduct,80,C13H24O11S1,H3N1,1,1.01,2604,Artifact,0,-0.5856023669978928,0,0,0,NA,0,-0.5856023669978928,99,6.996878433332209,405.1315235476694,2.578361,0,-0.5856023669978928,1,Peak 80 C13H24O11S1 + H3N1 -> C13H27N1O11S1
663,82,C13H29N1,199.229999902,0,Metabolite,2288,C14H29N1O1,C1O1,-1,1,2613,Putative metabolite,0,-0.26572603434817843,0,0,0,NA,0,-0.26572603434817843,101,5.354679524259431,199.23042354766943,7.175489,0,-0.26572603434817843,1,PS(18:1(9Z)/0:0) C24H46N1O9P1 - H1O3P1 -> C24H45N1O6 - C6H8O6 -> C18H37N1 - C5H8 -> C13H29N1
664,83,C7H15N1O3,161.1051934,1,Metabolite,10897,C7H15N1O3,,1,0,2628,Metabolite,0.5,-0.18203506699920619,0.9256799999999998,0,0,NA,0,1.2436449330007937,102,7.061031659306434,161.10552354766943,13.19432,0.1,1.3436449330007936,1,carnitine C7H15N1O3
