peak_id,id,medMz,medRt,log10_inten,class,formula,ppm_error,score_known_rt,score_MS2,level,accession,annotation
21,26,548.2626235476695,1.55,3.26,Artifact,[13]C1C24F1H42N2O8P1,-0.55,0,,,,Peak 33 C25F1H42N2O8P1 + [13]C1C-1 -> [13]C1C24F1H42N2O8P1
22,27,569.2408235476695,1.55,3.51,Artifact,C25F1H41N2Na1O8P1,0.18,0,,,,Peak 33 C25F1H42N2O8P1 + H-1Na1 -> C25F1H41N2Na1O8P1
23,28,717.4699235476695,1.55,3.23,Artifact,MS2_fragment_C42H82N1O10P1,-0.56,0,,,HMDB0012378,HMDB0012378 PS(18:0/18:0) C42H82N1O10P1 - Experiment_MS2_fragment -> MS2_fragment_C42H82N1O10P1
24,29,794.5052235476695,1.55,3.51,Artifact,C42H77Na1O10P1,3.39,0,,,,HMDB0010634 PG(18:1(9Z)/18:1(9Z)) C42H79O10P1 + H-1Na1 -> C42H78Na1O10P1 - H1 -> C42H77Na1O10P1
25,30,982.5748235476694,1.55,3.08,Artifact,[13]C2C48H89N1Na1O12P1S1,-1.32,0,,,,HMDB0266415 PA(24:1(15Z)/LTE4) C50H88N1O11P1S1 + H1Na1O1 -> C50H89N1Na1O12P1S1 + [13]C1C-1 -> [13]C1C49H89N1Na1O12P1S1 + [13]C1C-1 -> [13]C2C48H89N1Na1O12P1S1
26,32,325.1828235476694,1.56,4.18,Metabolite,C18H30O3S1,4.6,,0.7394993501014626,2.1,HMDB0059915,HMDB0059915 4-Dodecylbenzenesulfonic Acid C18H30O3S1
27,33,326.1864235476694,1.56,3.49,Artifact,[13]C1C17H30O3S1,3.67,0,,,,HMDB0059915 4-Dodecylbenzenesulfonic Acid C18H30O3S1 + [13]C1C-1 -> [13]C1C17H30O3S1
28,34,339.1981235476694,1.56,4,Metabolite,C22H28O3,-4.7,,,3,HMDB0255731,HMDB0255731 Norethindrone acetate C22H28O3
29,37,467.30062354766943,1.56,3.69,Putative metabolite,C26H44O7,1.71,0,,4,,HMDB0002925 Dihomo-gamma-linolenic acid C20H34O2 + C6H10O5 -> C26H44O7
30,38,468.3048235476694,1.56,3.04,Artifact,[13]C1C25H44O7,0,0,,,,Peak 29 C26H44O7 + [13]C1C-1 -> [13]C1C25H44O7
31,39,473.27952354766944,1.56,4.81,Artifact,C27H40N1O6,-2.53,0,,,,HMDB0014907 Hydrocortamate C27H41N1O6 - H1 -> C27H40N1O6
32,41,485.2797235476694,1.56,4.23,Artifact,C28H40N1O6,-2.88,0,,,,Peak 49 C28H41N1O6 - H1 -> C28H40N1O6
33,45,547.2599235476695,1.56,3.81,Putative metabolite,C25F1H42N2O8P1,-1.64,0,,4,,"HMDB0258011 [(2R,3S,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-fluorophosphinic acid C9F1H12N2O7P1 + C16H30O1 -> C25F1H42N2O8P1"
34,46,585.4280235476695,1.56,3.26,Unknown,Unknown,0,,,,,Unknown
35,47,980.5672235476694,1.56,3.81,Artifact,C50H89N1Na1O12P1S1,-0.41,0,,,,HMDB0266415 PA(24:1(15Z)/LTE4) C50H88N1O11P1S1 + H1Na1O1 -> C50H89N1Na1O12P1S1
36,48,981.5699235476694,1.56,3.54,Artifact,[13]C1C49H89N1Na1O12P1S1,0.2,0,,,,HMDB0266415 PA(24:1(15Z)/LTE4) C50H88N1O11P1S1 + H1Na1O1 -> C50H89N1Na1O12P1S1 + [13]C1C-1 -> [13]C1C49H89N1Na1O12P1S1
37,49,1151.7187235476695,1.56,3.08,Artifact,[13]C2C57H107K1N4O13S1,0,0,,,,Peak 224 C59H106N4O9 + H1K1O4S1 -> C59H107K1N4O13S1 + [13]C1C-1 -> [13]C1C58H107K1N4O13S1 + [13]C1C-1 -> [13]C2C57H107K1N4O13S1
38,50,265.1469235476694,1.57,3.79,Artifact,C14Ca1H26O2,6.39,0,,,,HMDB0000806 Myristic acid C14H28O2 + Ca1H-2 -> C14Ca1H26O2
39,51,274.1265235476694,1.57,3.26,Putative metabolite,C8H17N7O4,1.45,0,,4,,HMDB0252828 Glycylprolylarginine C13H24N6O4 - C5H8 -> C8H16N6O4 + H1N1 -> C8H17N7O4
40,52,311.1671235476694,1.57,4.18,Metabolite,C17H28O3S1,4.81,,,3,HMDB0032549,HMDB0032549 N-Undecylbenzenesulfonic acid C17H28O3S1
41,53,312.1707235476694,1.57,3.45,Artifact,[13]C1C16H28O3S1,4.15,0,,,,Peak 40 C17H28O3S1 + [13]C1C-1 -> [13]C1C16H28O3S1
42,54,365.34002354766943,1.57,3.18,Metabolite,C24H46O2,6.82,,,3,HMDB0002368,HMDB0002368 Nervonic acid C24H46O2
43,55,387.0958235476694,1.57,3.28,Putative metabolite,C19Cl2H26O2S1,0,0,,4,,No edge connections.
44,56,445.3660235476694,1.57,3.23,Unknown,Unknown,0,,,,,Unknown
45,57,461.3609235476694,1.57,3.08,Metabolite,C29H50O4,5.84,,,3,HMDB0254341,"HMDB0254341 2alpha-(3-Hydroxypropyl)-1alpha,25-dihydroxy-19-norvitamin D3 C29H50O4"
46,58,465.28612354766943,1.57,4.04,Artifact,C22H45N1O7P1,0,0,,,,HMDB0010379 LysoPC(14:0/0:0) C22H46N1O7P1 - H1 -> C22H45N1O7P1
47,59,466.2903235476694,1.57,3.45,Artifact,[13]C1C21H45N1O7P1,-1.93,0,,,,HMDB0010379 LysoPC(14:0/0:0) C22H46N1O7P1 - H1 -> C22H45N1O7P1 + [13]C1C-1 -> [13]C1C21H45N1O7P1
48,60,474.28342354766943,1.57,4.3,Artifact,[13]C1C26H40N1O6,-3.79,0,,,,HMDB0014907 Hydrocortamate C27H41N1O6 - H1 -> C27H40N1O6 + [13]C1C-1 -> [13]C1C26H40N1O6
49,61,486.2831235476694,1.57,3.75,Artifact,[13]C1C27H40N1O6,-3.08,0,,,,Peak 49 C28H41N1O6 - H1 -> C28H40N1O6 + [13]C1C-1 -> [13]C1C27H40N1O6
50,62,585.3266235476694,1.57,3.63,Artifact,C32H48N3O5S1,-4.09,0,,,,No edge connections.
51,63,586.3282235476695,1.57,3.34,Artifact,[13]C1C31H48N3O5S1,-1.19,0,,,,No edge connections.
52,64,640.3973235476694,1.57,3.15,Putative metabolite,C37H51N7O3,1.09,0,,4,,"HMDB0260058 (8S,10S,13S,14S,17S)-17-[2-[4-(2,6-Dipyrrolidin-1-ylpyrimidin-4-yl)piperazin-1-yl]acetyl]-10,13-dimethyl-6,7,8,12,14,15,16,17-octahydrocyclopenta[a]phenanthren-3-one C37H50N6O2 + O1 -> C37H50N6O3 + H1N1 -> C37H51N7O3"
53,65,941.5761235476695,1.57,3.92,Artifact,[13]C1C49H88N1O11P1S1,1.59,0,,,,HMDB0266415 PA(24:1(15Z)/LTE4) C50H88N1O11P1S1 + [13]C1C-1 -> [13]C1C49H88N1O11P1S1
54,66,942.5795235476695,1.57,3.43,Artifact,[13]C2C48H88N1O11P1S1,1.59,0,,,,HMDB0266415 PA(24:1(15Z)/LTE4) C50H88N1O11P1S1 + [13]C1C-1 -> [13]C1C49H88N1O11P1S1 + [13]C1C-1 -> [13]C2C48H88N1O11P1S1
55,67,1149.7137235476694,1.57,3.64,Artifact,C59H107K1N4O13S1,-1.74,0,,,,Peak 224 C59H106N4O9 + H1K1O4S1 -> C59H107K1N4O13S1
56,68,1150.7177235476693,1.57,3.43,Artifact,[13]C1C58H107K1N4O13S1,-1.74,0,,,,Peak 224 C59H106N4O9 + H1K1O4S1 -> C59H107K1N4O13S1 + [13]C1C-1 -> [13]C1C58H107K1N4O13S1
57,69,165.04042354766943,1.58,4.08,Metabolite,C5H10O6,0,,,3,HMDB0000539,HMDB0000539 Arabinonic acid C5H10O6
58,70,225.02502354766943,1.58,3.45,Artifact,[37]Cl1C10H9N2O2,0,0,,,,HMDB0246396 (2S)-2-Amino-4-(2-amino-4-chlorophenyl)-4-oxobutanoic acid C10Cl1H11N2O3 - H2O1 -> C10Cl1H9N2O2 + [37]Cl1Cl-1 -> [37]Cl1C10H9N2O2
59,72,273.12762354766943,1.58,4.18,Metabolite,C20H18O1,3.28,,,3,HMDB0258813,HMDB0258813 Tenax GC C20H18O1
60,73,273.62852354766943,1.58,3.59,Artifact,[2]H0.5C12.5H21.5O5.5Si0.5,0,0,,,,No edge connections.
61,74,297.1513235476694,1.58,3.63,Metabolite,C19H22O3,-5.7,,,3,HMDB0245759,"HMDB0245759 7-(3,7-Dimethylocta-2,6-dienoxy)-1-benzopyran-2-one C19H22O3"
62,75,313.0769235476694,1.58,4.11,Metabolite,C15H14N4O2S1,-1.59,,,3,HMDB0015667,HMDB0015667 Sulfaphenazole C15H14N4O2S1
63,76,315.0752235476694,1.58,3.36,Putative metabolite,C12H17N2O6P1,-0.32,0,,4,,"HMDB0258147 [(2S,5S)-5-(2,4-Dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate C9H13N2O8P1 - C1H2O1 -> C8H11N2O7P1 + C5H8 -> C13H19N2O7P1 - C1H2O1 -> C12H17N2O6P1"
64,77,357.0120235476694,1.58,3.36,Metabolite,C13H15I1N2O2,-4.19,,,3,HMDB0245181,HMDB0245181 2-Iodomelatonin C13H15I1N2O2
65,78,431.0307235476694,1.58,3.26,Artifact,Br1C12H21N2O10,0,0,,,,EDTA C10H16N2O8 + Br1H1 + C2H4O2 -> Br1C12H21N2O10
66,80,447.0612235476694,1.58,3.57,Artifact,C22H24O2S4,-5.8,0,,,,No edge connections.
67,81,448.0620235476694,1.58,3.15,Artifact,[13]C1C21H24O2S4,0,0,,,,No edge connections.
68,82,449.05832354766943,1.58,3.08,Metabolite,C17H14N4O11,0.67,,,3,HMDB0251423,HMDB0251423 Dinofenate C17H14N4O11
69,83,479.3709235476694,1.58,3.3,Unknown,Unknown,0,,,,,Unknown
70,84,699.3975235476695,1.58,3.2,Artifact,[13]C2C34H54N6O8,3.14,0,,,,Peak 139 C36H54N6O8 + [13]C1C-1 -> [13]C1C35H54N6O8 + [13]C1C-1 -> [13]C2C34H54N6O8
71,85,700.4339235476695,1.58,3.34,Unknown,Unknown,0,,,,,Unknown
72,87,940.5726235476694,1.58,4.2,Metabolite,C50H88N1O11P1S1,1.81,,,3,HMDB0266415,HMDB0266415 PA(24:1(15Z)/LTE4) C50H88N1O11P1S1
73,88,1111.7277235476693,1.58,3.3,Unknown,Unknown,0,,,,,Unknown
74,89,91.02190354766942,1.59,3.15,Artifact,MS2_fragment_C17H28O3S1,-3.15,0,,,HMDB0032549,Peak 40 C17H28O3S1 - Experiment_MS2_fragment -> MS2_fragment_C17H28O3S1
75,90,149.00932354766945,1.59,3.68,Metabolite,C4H6O6,-1.33,0,0,3,HMDB0000956,HMDB0000956 Tartaric acid C4H6O6
76,92,299.0253235476694,1.59,3.73,Artifact,C8H12O12,1,0,,,HMDB0000956,HMDB0000956 Tartaric acid C4H6O6 * 2 -> C8H12O12
77,93,314.0777235476694,1.59,3.54,Metabolite,C18Cl1H18N1S1,-0.63,,,3,HMDB0015369,HMDB0015369 Chlorprothixene C18Cl1H18N1S1
78,95,374.0441235476694,1.59,3.34,Artifact,[13]C1C17Cl1H15N2O3S1,2.93,0,,,,HMDB0013997 6-Hydroxymethyletoricoxib C18Cl1H15N2O3S1 + [13]C1C-1 -> [13]C1C17Cl1H15N2O3S1
79,96,375.0408235476694,1.59,3.26,Artifact,[37]Cl1C18H15N2O3S1,-5.05,0,,,,HMDB0013997 6-Hydroxymethyletoricoxib C18Cl1H15N2O3S1 + [37]Cl1Cl-1 -> [37]Cl1C18H15N2O3S1
80,97,415.30492354766943,1.59,3.32,Putative metabolite,C27H44O1S1,-2.16,0,,4,,HMDB0038183 3-(4-Methyl-3-pentenyl)thiophene C10H14S1 - C1H2 -> C9H12S1 + C16H30O1 -> C25H42O1S1 + C2H4 -> C27H46O1S1 - H2 -> C27H44O1S1
81,98,443.2447235476694,1.59,4.08,Metabolite,C26H36O6,-1.8,,,3,HMDB0249432,HMDB0249432 Bufotalin C26H36O6
82,99,785.4729235476694,1.59,3.26,Artifact,C40H76K1O10P1,1.4,0,,,,HMDB0010574 PG(16:0/18:1(9Z)) C40H77O10P1 + H-1K1 -> C40H76K1O10P1
83,100,1109.7177235476693,1.59,3.99,Unknown,Unknown,0,,,,,Unknown
84,101,1110.7217235476694,1.59,3.79,Unknown,Unknown,0,,,,,Unknown
85,102,241.05632354766945,1.6,3.36,Artifact,[34]S1C9H20O1S2,-0.83,0,,,,HMDB0033071 Propyl 1-(propylsulfinyl)propyl disulfide C9H20O1S3 + [34]S1S-1 -> [34]S1C9H20O1S2
86,104,298.04652354766944,1.6,3.32,Artifact,C14H9N3O5,1.34,0,,,,"HMDB0260166 (6-Aminoquinolin-2-yl) N-(2,5-dihydroxypyrrol-1-yl)-N-hydroxycarbamate C14H12N4O5 - H3N1 -> C14H9N3O5"
87,105,309.2781235476694,1.6,3.53,Metabolite,C20H38O2,5.8,,,3,HMDB0002231,HMDB0002231 11Z-Eicosenoic acid C20H38O2
88,107,365.2645235476694,1.6,3.23,Artifact,C16H35N6Na1O2,0.27,0,,,,HMDB0257487 Sar chelate C14H32N6 + C2H3Na1O2 -> C16H35N6Na1O2
89,108,371.0639235476694,1.6,3.75,Putative metabolite,C17H16N4O2S2,0.81,0,,4,,HMDB0256779 Pritelivir C18H18N4O3S2 - C1H2O1 -> C17H16N4O2S2
90,109,372.0639235476694,1.6,3.26,Putative metabolite,C18H16N1O6P1,0.8,0,,4,,No edge connections.
91,110,373.04402354766944,1.6,3.87,Metabolite,C18Cl1H15N2O3S1,-5.61,,,3,HMDB0013997,HMDB0013997 6-Hydroxymethyletoricoxib C18Cl1H15N2O3S1
92,111,388.1533235476694,1.6,3.97,Metabolite,C20H19N7O2,-1.54,,,3,HMDB0246146,"HMDB0246146 2-(Furan-2-yl)-7-(3-(4-methoxyphenyl)propyl)-7H-pyrazolo[4,3-e][1,2,4]triazolo[1,5-c]pyrimidin-5-amine C20H19N7O2"
93,113,417.3200235476694,1.6,3.61,Putative metabolite,C27H46O1S1,-0.96,0,,4,,HMDB0038183 3-(4-Methyl-3-pentenyl)thiophene C10H14S1 - C1H2 -> C9H12S1 + C16H30O1 -> C25H42O1S1 + C2H4 -> C27H46O1S1
94,114,433.0118235476694,1.6,3.08,Artifact,C10H16Mg1N2Na1O12P1,-0.46,0,,,,EDTA + Mg C10H14Mg1N2O8 + H2Na1O4P1
95,116,444.2466235476694,1.6,3.64,Artifact,[13]C1C25H36O6,1.35,0,,,,HMDB0249432 Bufotalin C26H36O6 + [13]C1C-1 -> [13]C1C25H36O6
96,117,686.4190235476694,1.6,3.38,Artifact,MS2_fragment_C40H78N1O10P1,-0.87,0,,,HMDB0012356,HMDB0012356 PS(16:0/18:0) C40H78N1O10P1 - Experiment_MS2_fragment -> MS2_fragment_C40H78N1O10P1
97,118,698.3929235476695,1.6,3.9,Artifact,[13]C1C35H54N6O8,5,0,,,,Peak 139 C36H54N6O8 + [13]C1C-1 -> [13]C1C35H54N6O8
98,120,893.6063235476695,1.6,3.83,Artifact,[13]C1C47H89N1Na1O10P1,2.12,0,,,,Peak 174 C48H88N1O9P1 + H1Na1O1 -> C48H89N1Na1O10P1 + [13]C1C-1 -> [13]C1C47H89N1Na1O10P1
99,124,918.6169235476694,1.6,3.04,Metabolite,C52H90N1O10P1,6.52,,,3,HMDB0112863,"HMDB0112863 PS(22:5(7Z,10Z,13Z,16Z,19Z)/24:1(15Z)) C52H90N1O10P1"
100,125,239.05912354766943,1.61,4.26,Metabolite,C9H20O1S3,5,,,3,HMDB0033071,HMDB0033071 Propyl 1-(propylsulfinyl)propyl disulfide C9H20O1S3
101,126,240.05952354766944,1.61,3.57,Putative metabolite,C12Cl1F1H13N1O1,0.83,0,,4,,HMDB0257279 (2S)-1-(6-Chloro-5-fluoroindol-1-yl)propan-2-amine C11Cl1F1H12N2 + C1H2 -> C12Cl1F1H14N2 + H-1N-1O1 -> C12Cl1F1H13N1O1
102,127,280.2354235476694,1.61,3.11,Artifact,[13]C1C17H32O2,3.2,0,,,,HMDB0000673 Linoleic acid C18H32O2 + [13]C1C-1 -> [13]C1C17H32O2
103,128,285.2694235476694,1.61,3.54,Artifact,[13]C2C16H36O2,5.24,0,,,,HMDB0000827 Stearic acid C18H36O2 + [13]C1C-1 -> [13]C1C17H36O2 + [13]C1C-1 -> [13]C2C16H36O2
104,129,297.0458235476694,1.61,3.96,Metabolite,C12H15N2O3P1S1,3.36,,,3,HMDB0256498,HMDB0256498 Phoxim C12H15N2O3P1S1
105,130,304.23472354766943,1.61,3.2,Artifact,MS2_fragment_C46H88N1O10P1,-0.66,0,,,HMDB0112356,HMDB0112356 PS(16:0/24:1(15Z)) C46H88N1O10P1 - Experiment_MS2_fragment -> MS2_fragment_C46H88N1O10P1
106,131,311.2939235476694,1.61,3.23,Metabolite,C20H40O2,5.12,,,3,HMDB0000801,HMDB0000801 Phytanic acid C20H40O2
107,132,327.2311235476694,1.61,4.18,Artifact,MS2_fragment_C44H86N1O10P1,-2.13,0,,,HMDB0010164,Peak 247 C44H86N1O10P1 - Experiment_MS2_fragment -> MS2_fragment_C44H86N1O10P1
108,133,358.2371235476694,1.61,3.54,Artifact,C20H34N1Na1O3,-2.23,0,,,,"HMDB0002265 14,15-DiHETrE C20H34O4 + H-1Na1 -> C20H33Na1O4 + H3N1 -> C20H36N1Na1O4 - H2O1 -> C20H34N1Na1O3"
109,134,370.2764235476694,1.61,3.83,Metabolite,C24H37N1O2,-3.5,,,3,HMDB0251559,HMDB0251559 Docosahexaenoylethanolamine C24H37N1O2
110,135,377.25122354766944,1.61,3.59,Artifact,[13]C2C23H32N2O1,-0.79,0,,,,Peak 133 C25H32N2O1 + [13]C1C-1 -> [13]C1C24H32N2O1 + [13]C1C-1 -> [13]C2C23H32N2O1
111,136,388.2219235476694,1.61,3.34,Metabolite,C21H31N3O4,5.91,,,3,HMDB0248899,"HMDB0248899 (2S,3R)-3-Butan-2-yl-N-hydroxy-N'-[(2S)-1-(methylamino)-1-oxo-3-phenylpropan-2-yl]-2-prop-2-enylbutanediamide C21H31N3O4"
112,137,388.25102354766943,1.61,3.63,Artifact,C23H35N1O4,-4.37,0,,,,HMDB0253266 Hydroxyethyl retinamide C22H33N1O2 + C1H2O2 -> C23H35N1O4
113,138,389.2882235476694,1.61,3.61,Putative metabolite,C25H42O1S1,0.26,0,,4,,HMDB0038183 3-(4-Methyl-3-pentenyl)thiophene C10H14S1 - C1H2 -> C9H12S1 + C16H30O1 -> C25H42O1S1
114,139,390.23742354766944,1.61,4.11,Metabolite,C16H33N5O6,-4.09,,,3,HMDB0245956,HMDB0245956 3-O-Demethylfortimicin A C16H33N5O6
115,140,391.2395235476694,1.61,3.54,Artifact,[13]C1C15H33N5O6,-1.02,0,,,,HMDB0245956 3-O-Demethylfortimicin A C16H33N5O6 + [13]C1C-1 -> [13]C1C15H33N5O6
116,141,410.2197235476694,1.61,4.04,Artifact,C18Cl1H36N2O6,-1.95,0,,,,No edge connections.
117,142,412.21682354766943,1.61,3.51,Artifact,[37]Cl1C18H36N2O6,-2.18,0,,,,No edge connections.
118,143,419.2493235476694,1.61,3.23,Unknown,Unknown,0,,,,,Unknown
119,144,422.2508235476694,1.61,3.15,Artifact,[13]C1C22H36N1O6,-1.18,0,,,,No edge connections.
120,146,848.5328235476695,1.61,4.51,Artifact,C43H82N1Na2O10P1,8.36,0,,,,Peak 244 C43H84N1O10P1 + H-2Na2 -> C43H82N1Na2O10P1
121,147,849.5357235476695,1.61,4.26,Artifact,C42H81N2Na2O10P1,-0.71,0,,,,Peak 245 C42H83N2O10P1 + H-2Na2 -> C42H81N2Na2O10P1
122,150,894.6150235476695,1.61,3.87,Artifact,C46H93N1O11S1Si1,1.79,0,,,,Peak 15 C43H85N1O8S1 + C3H8O3Si1 -> C46H93N1O11S1Si1
123,151,914.5873235476695,1.61,3.46,Artifact,C48H88N1Na2O10P1,-0.55,0,,,,Peak 174 C48H88N1O9P1 + H1Na1O1 -> C48H89N1Na1O10P1 + H-1Na1 -> C48H88N1Na2O10P1
124,152,205.15932354766943,1.62,3.88,Metabolite,C14H22O1,2.43,,,3,HMDB0013816,"HMDB0013816 2,4-Di-tert-butylphenol C14H22O1"
125,153,281.2475235476694,1.62,4.81,Artifact,MS2_fragment_C43H82N1O8P1,-2.48,0,,,HMDB0007946,"HMDB0009225 PE(20:0/18:2(9Z,12Z)) C43H82N1O8P1 - Experiment_MS2_fragment -> MS2_fragment_C43H82N1O8P1"
126,154,283.2635235476694,1.62,5.23,Metabolite,C18H36O2,2.46,,0,3,HMDB0000827,HMDB0000827 Stearic acid C18H36O2
127,155,284.26642354766943,1.62,4.52,Artifact,[13]C1C17H36O2,4.21,0,,,,HMDB0000827 Stearic acid C18H36O2 + [13]C1C-1 -> [13]C1C17H36O2
128,156,303.23152354766944,1.62,3.97,Metabolite,C20H32O2,4.6,,,3,HMDB0001043,HMDB0001043 Arachidonic acid C20H32O2
129,157,305.2470235476694,1.62,3.62,Artifact,C18H35Na1O2,-2.61,0,,,,HMDB0000827 Stearic acid C18H36O2 + H-1Na1 -> C18H35Na1O2
130,158,329.2450235476694,1.62,3.69,Artifact,MS2_fragment_C43H82N1O8P1,-0.91,0,,,HMDB0007946,"HMDB0009225 PE(20:0/18:2(9Z,12Z)) C43H82N1O8P1 - Experiment_MS2_fragment -> MS2_fragment_C43H82N1O8P1"
131,159,371.2798235476694,1.62,3.15,Artifact,[13]C1C23H37N1O2,-3.49,0,,,,HMDB0251559 Docosahexaenoylethanolamine C24H37N1O2 + [13]C1C-1 -> [13]C1C23H37N1O2
132,160,374.24422354766943,1.62,6.11,Artifact,MS2_fragment_C39H76N1O8P1,-4.26,0,,,HMDB0007936,HMDB0008927 PE(16:0/18:1(9Z)) C39H76N1O8P1 - Experiment_MS2_fragment -> MS2_fragment_C39H76N1O8P1
133,161,375.24692354766944,1.62,5.46,Artifact,[13]C1C17H35N2O6,-3.46,0,,,,No edge connections.
134,162,376.2489235476694,1.62,4.62,Artifact,[13]C1C24H32N2O1,-3.71,0,,,,Peak 133 C25H32N2O1 + [13]C1C-1 -> [13]C1C24H32N2O1
135,163,411.2231235476694,1.62,3.41,Artifact,[13]C1C17Cl1H36N2O6,-2.18,0,,,,No edge connections.
136,164,659.5165235476695,1.62,4.18,Artifact,[13]C1C36H74N1O6P1,7.42,0,,,,Peak 154 C37H74N1O6P1 + [13]C1C-1 -> [13]C1C36H74N1O6P1
137,165,660.5193235476695,1.62,3.46,Metabolite,C40H71N1O6,2.27,,,3,HMDB0290109,HMDB0290109 Cer(d20:1/PGE2) C40H71N1O6
138,166,678.4818235476695,1.62,3.11,Artifact,C37H71N1Na1O6P1,3.83,0,,,,Peak 152 C37H72N1O6P1 + H-1Na1 -> C37H71N1Na1O6P1
139,167,697.3897235476695,1.62,4.26,Putative metabolite,C36H54N6O8,4.73,0,,4,,No edge connections.
140,168,860.5335235476695,1.62,3.86,Artifact,C44H82N1Na2O10P1,7.43,0,,,,HMDB0112307 PS(14:0/24:1(15Z)) C44H84N1O10P1 + H-2Na2 -> C44H82N1Na2O10P1
141,169,867.5407235476695,1.62,4.08,Artifact,C43H85O13P1Si1,1.96,0,,,,HMDB0010574 PG(16:0/18:1(9Z)) C40H77O10P1 + C3H8O3Si1 -> C43H85O13P1Si1
