ilp_node_id,node_id,formula,mass,rdbe,category,parent_id,parent_formula,transform,direction,steps,struct_set_id,class,score_database_origin,score_mz,score_known_rt,score_RDBE,score_element_ratio,score_missing_isotope_Cl,score_propagation,sum_score,Input_id,log10_inten,medMz,medRt,score_class,cplex_score,ilp_solution,path
100,26,[13]C1C17H36O2,285.274885212,1,Natural_abundance,7,C18H36O2,[13]C1C-1,1,0.01,883,Artifact,0,-0.13370792553501032,0,0,0,NA,0.5278311880725592,0.3941232625375489,36,7.724583841263676,285.2746764523306,2.435506,0,0.3941232625375489,1,Stearic acid C18H36O2 + [13]C1C-1 -> [13]C1C17H36O2
102,27,C5H12O5,152.0684735,0,Metabolite,5970,C5H12O5,,1,0,895,Metabolite,0.5,-0.26826241737218687,NA,0,0,NA,0,0.23173758262781313,38,7.7008703913439005,152.06827645233057,7.193284,0.1,0.33173758262781317,1,Ribitol C5H12O5
106,28,C6H8O7,192.0270026,3,Metabolite,119055,C6H8O7,,1,0,942,Metabolite,0.5,-0.2458381392790088,0.7977900000000009,0,0,NA,0,1.0519518607209921,39,7.669493369133022,192.02697645233056,14.18221,0.1,1.1519518607209922,1,citrate/isocitrate C6H8O7
111,29,C4H9N1O3,119.0582432,1,Metabolite,119238,C4H9N1O3,,1,0,1019,Metabolite,0.5,-0.18686378095064396,0.9608900000000009,0,0,NA,0,1.274026219049357,40,7.656939512072525,119.05817645233057,13.00911,0.1,1.374026219049357,1,threonine C4H9N1O3
117,30,C8H16O6S1,240.06675898999998,1,Metabolite,119292,C8H16O3,O3S1,1,0,1051,Putative metabolite,0,-0.5085271086987054,0,0,0,NA,0,-0.5085271086987054,42,7.471270971094837,240.06687645233055,2.623067,0,-0.5085271086987054,1,7-Hydroxyoctanoic acid C8H16O3 + O3S1 -> C8H16O6S1
125,31,C5H11N1O2,117.0789786,1,Metabolite,119099,C5H11N1O2,,1,0,1136,Metabolite,0.5,-0.46482536584137524,0.7601600000000008,0,0,NA,0,0.7953346341586256,44,7.605980355570103,117.07897645233058,11.20984,0.1,0.8953346341586256,1,DL-Valine C5H11N1O2
130,32,C5H10O6,166.047738,1,Metabolite,5997,C5H10O6,,1,0,1175,Metabolite,0.5,-1.0710685289047783,NA,0,0,NA,0,-0.5710685289047783,46,7.340602508250498,166.04797645233054,2.563383,0.1,-0.47106852890477835,1,Arabinonic acid C5H10O6
138,33,C5H10O6,166.047738,1,Metabolite,5997,C5H10O6,,1,0,1248,Metabolite,0.5,-1.0710685289047783,NA,0,0,NA,0,-0.5710685289047783,47,7.340602508250498,166.04797645233054,2.839611,0.1,-0.47106852890477835,1,Arabinonic acid C5H10O6
144,34,C10H24N1O8P1,317.123953268,0,Adduct,1326,C8H20N1O6P1,C2H4O2,1,0.01,1324,Artifact,0,-0.06350067779456164,0,0,0,NA,0.49921501433988635,0.4357143365453247,48,7.553788551253264,317.12377645233056,13.58019,0,0.4357143365453247,1,Glycerophosphocholine C8H20N1O6P1 + C2H4O2 -> C10H24N1O8P1
154,35,C3H4O3,88.01604399,2,Metabolite,119222,C3H4O3,,1,0,1357,Metabolite,0.5,-0.16894959995447095,0.8793389999999999,0,0,NA,0,1.2103894000455289,51,7.419643383404271,88.01596645233057,4.200661,0.1,1.310389400045529,1,pyruvate C3H4O3
157,36,C3H4O3,88.01604398799999,5,Library_MS2_fragment,75,C9H10O3,Library_MS2_fragment,-1,0.01,1401,Artifact,0,-0.28257662550429585,0,0,0,NA,0.6451726845319758,0.36259605902768,52,6.592321984844481,88.01598645233057,3.020784,0,0.36259605902768,1,L-(?)-3-Phenyllactic acid C9H10O3 - Library_MS2_fragment -> C3H4O3
161,37,C3H4O3,88.01604399,2,Metabolite,5749,C3H4O3,,1,0,1423,Metabolite,0.5,-0.2825652638916253,NA,0,0,NA,0,0.21743473610837472,53,7.253724176333736,88.01598645233057,4.948339,0.1,0.3174347361083747,1,Pyruvic acid C3H4O3
166,38,C7H17N3O1,159.13716216,1,Fragment,677,C8H17N3O3,C1O2,-1,0.01,1448,Artifact,0,-0.5320746246862315,0,0,0,NA,0,-0.5320746246862315,54,3.98830675542954,159.13687645233057,14.714,0,-0.5320746246862315,1,Glycyl-Lysine C8H17N3O3 - C1O2 -> C7H17N3O1
167,39,C4H6O5,134.0215233,2,Metabolite,119161,C4H6O5,,1,0,1470,Metabolite,0.5,-0.12570186977116207,0.737779999999999,0,0,NA,0,1.112078130228837,55,7.478701269442641,134.02137645233057,13.54222,0.1,1.212078130228837,1,malate C4H6O5
173,40,[13]C1C7H16O2,145.118384568,1,Natural_abundance,5,C8H16O2,[13]C1C-1,1,0.01,1506,Artifact,0,-0.32230305883168103,0,0,0,NA,0,-0.32230305883168103,56,7.406240098004715,145.11817645233054,4.210028,0,-0.32230305883168103,1,Caprylic acid C8H16O2 + [13]C1C-1 -> [13]C1C7H16O2
175,41,[13]C1C7H16O2,145.118384568,1,Natural_abundance,6,C8H16O2,[13]C1C-1,1,0.01,1508,Artifact,0,-0.02224326826111602,0,0,0,NA,0,-0.02224326826111602,57,7.284265601289544,145.11827645233055,2.820756,0,-0.02224326826111602,1,Caprylic acid C8H16O2 + [13]C1C-1 -> [13]C1C7H16O2
178,42,H3K1O8S2,233.890640416,0,Adduct,119417,H1K1O4S1,H2O4S1,1,0,1510,Artifact,0,-0.13242525569429675,0,0,0,NA,0,-0.13242525569429675,59,7.337976251693122,233.89057645233055,13.84366,0,-0.13242525569429675,1,KHSO4 H1K1O4S1 + H2O4S1
201,43,C2H5K1O6S1,195.94439051,0,Adduct,119417,H1K1O4S1,C2H4O2,1,0,1548,Artifact,0,-0.23729835343274064,0,0,0,NA,0,-0.23729835343274064,60,7.362259133986311,195.94417645233057,13.84993,0,-0.23729835343274064,1,KHSO4 H1K1O4S1 + C2H4O2
211,44,C11H14N4O7,314.08623019799995,7,Metabolite,1039,C11H17N5O6,H3N1O-1,-1,1,1586,Putative metabolite,0,-0.505582803373223,0,0,0,NA,0,-0.505582803373223,61,7.138896091594047,314.0857764523306,2.601022,0,-0.505582803373223,1,Xanthine C5H4N4O2 + C6H10O5 -> C11H14N4O7
217,45,C11H19K1N2O6,314.088018268,3,Adduct,410,C11H20N2O6,H-1K1,1,0.01,1633,Artifact,0,-0.30936726155420613,0,0,0,NA,0,-0.30936726155420613,62,5.305933102608309,314.0880764523306,14.00181,0,-0.30936726155420613,1,Saccharopine C11H20N2O6 + H-1K1 -> C11H19K1N2O6
227,46,C24H30O8,446.1940679,10,Metabolite,7659,C24H30O8,,1,0,1664,Metabolite,0.5,-0.18106251523474867,NA,0,0,NA,0,0.3189374847652513,63,7.304080947521627,446.1940764523306,2.779911,0.1,0.41893748476525133,1,Estrone glucuronide C24H30O8
234,47,C14H26O13,402.137340868,2,Adduct,130,C12H22O11,C2H4O2,1,0.01,1680,Artifact,0,-0.10317741820720013,0,0,0,NA,0.8225938508058397,0.7194164325986395,64,7.1852314614328074,402.1372764523306,13.88127,0,0.7194164325986395,1,Lactose C12H22O11 + C2H4O2 -> C14H26O13
243,48,C14H26O13,402.137340868,2,Adduct,129,C12H22O11,C2H4O2,1,0.01,1718,Artifact,0,-0.10317741820720013,0,0,0,NA,0,-0.10317741820720013,65,6.650206355712002,402.1372764523306,14.82184,0,-0.10317741820720013,1,Melibiose C12H22O11 + C2H4O2 -> C14H26O13
250,49,C17H28O3S1,312.1759155,4,Metabolite,18985,C17H28O3S1,,1,0,1754,Metabolite,0.5,-0.3153044033350172,NA,0,0,NA,0,0.1846955966649828,66,7.310964257296411,312.1759764523306,2.083478,0.1,0.2846955966649828,1,N-Undecylbenzenesulfonic acid C17H28O3S1
259,50,C4H9N1O2,103.06332853800001,2,Library_MS2_fragment,4664,C5H10N2O3,Library_MS2_fragment,-1,0.01,1821,Artifact,0,-0.27708417391326956,0,0,0,NA,0.7375576961047967,0.46047352219152715,67,7.323208385252045,103.06327645233057,13.50127,0,0.46047352219152715,1,glutamate C5H9N1O4 - C1O2 -> C4H9N1O2
263,51,C4H9N1O2,103.0633285,1,Metabolite,119044,C4H9N1O2,,1,0,1860,Metabolite,0.5,-0.27726852673721303,0.9964100000000009,0,0,NA,0,1.2191414732627879,68,6.601566768992254,103.06327645233057,12.16641,0.1,1.319141473262788,1,b-Aminoisobutyric acid C4H9N1O2
267,52,C10H17N3O6S1,307.083806,4,Metabolite,119119,C10H17N3O6S1,,1,0,1918,Metabolite,0.5,-0.17211993885339297,0.551870000000001,0,0,NA,0,0.879750061146608,71,7.214678099446536,307.0837764523306,13.49813,0.1,0.979750061146608,1,glutathione C10H17N3O6S1
278,53,C10H18O2,170.1306798,2,Metabolite,7857,C10H18O2,,1,0,1980,Metabolite,0.5,-0.04237464351734982,NA,0,0,NA,0,0.4576253564826502,72,7.256361324383516,170.13057645233056,2.707733,0.1,0.5576253564826502,1,cis-4-Decenoic acid C10H18O2
281,54,C10H18O2,170.1306798,2,Metabolite,7857,C10H18O2,,1,0,2035,Metabolite,0.5,-0.04237464351734982,NA,0,0,NA,0,0.4576253564826502,73,6.680193442336851,170.13057645233056,4.159884,0.1,0.5576253564826502,1,cis-4-Decenoic acid C10H18O2
284,55,C5H7N1O3,129.04259309399998,2,Library_MS2_fragment,4664,C5H10N2O3,Library_MS2_fragment,-1,0.01,2118,Artifact,0,-0.37149199964226703,0,0,0,NA,0.7375576961047967,0.3660656964625297,74,7.259733579078337,129.04257645233056,13.49498,0,0.3660656964625297,1,glutamate C5H9N1O4 - H2O1 -> C5H7N1O3
288,56,C5H7N1O3,129.0425931,3,Metabolite,5767,C5H7N1O3,,1,0,2153,Metabolite,0.5,-0.37146875140257146,NA,0,0,NA,0,0.12853124859742854,75,6.469372308015554,129.04257645233056,10.34394,0.1,0.22853124859742854,1,Pyroglutamic acid C5H7N1O3
291,57,C5H7N1O3,129.0425931,3,Metabolite,5767,C5H7N1O3,,1,0,2207,Metabolite,0.5,-0.01600026313890391,NA,0,0,NA,0,0.4839997368610961,76,6.916189657441252,129.04247645233056,11.14536,0.1,0.5839997368610961,1,Pyroglutamic acid C5H7N1O3
296,58,C18H30O3S1,326.1915656,4,Metabolite,17609,C18H30O3S1,,1,0,2262,Metabolite,0.5,-0.0744209609886585,NA,0,0,NA,0,0.42557903901134153,77,7.223079923105504,326.19147645233056,2.080283,0.1,0.5255790390113415,1,2-Dodecylbenzenesulfonic acid C18H30O3S1
306,59,C18H36O3,300.266445,1,Metabolite,12251,C18H36O3,,1,0,2282,Metabolite,0.5,-0.10963555179825181,NA,0,0,NA,0,0.3903644482017482,78,7.24677919281304,300.2663764523306,2.635606,0.1,0.4903644482017482,1,(R)-3-Hydroxy-Octadecanoic acid C18H36O3
310,60,C18H36O3,300.266445,1,Metabolite,12251,C18H36O3,,1,0,2312,Metabolite,0.5,-0.10963555179825181,NA,0,0,NA,0,0.3903644482017482,79,6.640897199883432,300.2663764523306,4.18815,0.1,0.4903644482017482,1,(R)-3-Hydroxy-Octadecanoic acid C18H36O3
314,61,C15H30O2,242.2245802,1,Metabolite,6234,C15H30O2,,1,0,2342,Metabolite,0.5,-0.25436414615020814,NA,0,0,NA,0,0.24563585384979186,80,7.248517991166365,242.22457645233055,2.479056,0.1,0.3456358538497919,1,Pentadecanoic acid C15H30O2
318,62,[13]C2C16H34O2,284.26258998,2,Natural_abundance,10,[13]C1C17H34O2,[13]C1C-1,1,0.02,2366,Artifact,0,-1.6161391617583742,0,0,0,NA,0,-1.6161391617583742,81,7.223397238727398,284.2633764523306,2.435506,0,-1.6161391617583742,1,Oleic acid C18H34O2 + [13]C1C-1 -> [13]C1C17H34O2 + [13]C1C-1 -> [13]C2C16H34O2
319,63,C6H13N1O2,131.0946287,1,Metabolite,119150,C6H13N1O2,,1,0,2400,Metabolite,0.5,-0.15052998052727964,0.8928609999999999,0,0,NA,0,1.2423310194727202,82,7.23325987814286,131.09447645233055,9.837139,0.1,1.3423310194727203,1,isoleucine C6H13N1O2
322,64,C6H13N1O2,131.0946287,1,Metabolite,119157,C6H13N1O2,,1,0,2464,Metabolite,0.5,-0.15052998052727964,0.8656500000000005,0,0,NA,0,1.2151200194727207,83,7.138422410179356,131.09447645233055,9.31435,0.1,1.3151200194727208,1,leucine C6H13N1O2
326,65,[13]C1C2H7N1O2,90.051033276,1,Natural_abundance,4,C3H7N1O2,[13]C1C-1,1,0.01,2501,Artifact,0,-0.16260525418641153,0,0,0,NA,0.8351829340795556,0.672577679893144,84,7.202959923494702,90.05089645233058,13.01225,0,0.672577679893144,1,alanine C3H7N1O2 + [13]C1C-1 -> [13]C1C2H7N1O2
331,66,[41]K1C4H7O4,159.99625967400002,0,Natural_abundance,11,C4H7K1O4,[41]K1K-1,1,0.01,2503,Artifact,0,-0.2085984773843479,0,0,0,NA,0,-0.2085984773843479,85,7.182752230244788,159.99607645233056,13.89069,0,-0.2085984773843479,1,CH3COOK C2H3K1O2 + C2H4O2 + [41]K1K-1 -> [41]K1C4H7O4
333,67,C4H7N1O4,133.0375077,2,Metabolite,119041,C4H7N1O4,,1,0,2513,Metabolite,0.5,-0.06847388987906335,0.8798100000000009,0,0,NA,0,1.3113361101209375,87,7.193221169976701,133.03737645233056,13.58019,0.1,1.4113361101209376,1,aspartate C4H7N1O4
337,68,C4H7N1O4,133.0375077,2,Metabolite,5708,C4H7N1O4,,1,0,2565,Metabolite,0.5,-0.06847388987906335,NA,0,0,NA,0,0.43152611012093667,88,6.7788544236829305,133.03737645233056,11.29045,0.1,0.5315261101209366,1,L-Aspartic acid C4H7N1O4
342,69,[13]C1C4H9N1O4,148.056512576,2,Natural_abundance,8,C5H9N1O4,[13]C1C-1,1,0.01,2630,Artifact,0,-0.746934211733405,0,0,0,NA,0.4856624113097653,-0.26127180042363973,89,7.172939330372979,148.05617645233056,13.49813,0,-0.26127180042363973,1,glutamate C5H9N1O4 + [13]C1C-1 -> [13]C1C4H9N1O4
348,70,C9H11N1O2,165.0789786,5,Metabolite,119211,C9H11N1O2,,1,0,2673,Metabolite,0.5,-0.04535173704544434,0.827077000000001,0,0,NA,0,1.2817252629545566,92,7.174157288477618,165.07887645233055,8.832923,0.1,1.3817252629545567,1,phenylalanine C9H11N1O2
352,71,C9H11N1O2,165.0789786,5,Metabolite,5689,C9H11N1O2,,1,0,2713,Metabolite,0.5,-0.04535173704544434,NA,0,0,NA,0,0.4546482629545557,93,5.380735040433863,165.07887645233055,13.39399,0.1,0.5546482629545557,1,L-Phenylalanine C9H11N1O2
356,72,C12H10N4O2,242.080375642,10,Metabolite,2422,C12H13N5O1,H3N1O-1,-1,2,2768,Putative metabolite,0,-0.05734885895516712,0,0,0,NA,0,-0.05734885895516712,95,7.023961835363321,242.08027645233057,4.235044,0,-0.05734885895516712,1,Metabolite M6 C30H42N4O4 - C16H30O1 -> C14H12N4O3 - C2H2O1 -> C12H10N4O2
361,73,C12H18O1S2,242.079906608,4,Metabolite,540,C13H20O1S2,C1H2,-1,2,2794,Putative metabolite,0,-0.626239574705016,0,0,0,NA,0,-0.626239574705016,96,6.368721081669878,242.07947645233057,2.372906,0,-0.626239574705016,1,"2,5-Dimethyl-3-(methyldithio)furan C7H10O1S2 + C5H8 -> C12H18O1S2"
371,74,C9H10O3,166.062994132,6,Heterodimer,35,C3H4O3,1711,1,0.01,2867,Artifact,0,-0.30239457403656445,0,0,0,NA,0.7103894000455289,0.4079948260089644,103,7.10032612761851,166.06277645233055,4.200655,0,0.4079948260089644,1,4-Hydroxystyrene C8H8O1 + C1H2O2 -> C9H10O3
375,75,C9H10O3,166.0629942,5,Metabolite,119282,C9H10O3,,1,0,2940,Metabolite,0.5,-0.3025993154680237,0.9477719999999996,0,0,NA,0,1.1451726845319758,104,6.62729030091067,166.06277645233055,2.852228,0.1,1.245172684531976,1,L-(?)-3-Phenyllactic acid C9H10O3
379,76,C12H26N6O6,350.191382556,4,Oligomer,15,C6H13N3O3,2,1,0.01,2970,Artifact,0,-0.19226674219817808,0,0,0,NA,0.6412665536668649,0.44899981146868684,107,7.078928403300308,350.1913764523306,13.64648,0,0.44899981146868684,1,citrulline C6H13N3O3 * 2 -> C12H26N6O6
384,77,C20H38O2,310.2871805,2,Metabolite,7054,C20H38O2,,1,0,2975,Metabolite,0.5,-0.21209325921133027,NA,0,0,NA,0,0.28790674078866973,108,7.048740850997192,310.2871764523306,2.407483,0.1,0.3879067407886697,1,11Z-Eicosenoic acid C20H38O2
389,78,C12H17O3.5S1,249.08729741399998,4.5,Multicharge,619,C24H34O7S2,2,-1,1.02,3029,Artifact,0,-0.013828499535499928,0,0,0,NA,0,-0.013828499535499928,109,7.053312356438785,249.08717645233057,2.350506,0,-0.013828499535499928,1,No edge connections.
400,79,C11.5H15O6,249.0868632,4.5,Multicharge,620,C23H30O12,2,-1,0.01,3054,Artifact,0,-0.8854401260926,0,0,0,NA,0,-0.8854401260926,110,5.586557230200243,249.08717645233057,3.312423,0,-0.8854401260926,1,Eucaglobulin C23H30O12 / 2 -> C11.5H15O6
408,80,[13]C1C6H6O2,123.04013424,5,Natural_abundance,12,C7H6O2,[13]C1C-1,1,0.01,3093,Artifact,0,-0.1870775211448477,0,0,0,NA,0,-0.1870775211448477,111,7.08191898543893,123.03997645233058,4.210028,0,-0.1870775211448477,1,Benzoic acid C7H6O2 + [13]C1C-1 -> [13]C1C6H6O2
409,81,Unknown,123.04018820392614,0,Unknown,81,Unknown,,0,0,3094,Unknown,0,-0,NA,0,0,NA,0,0,112,6.16338632718415,123.04007645233057,2.928445,-0.5,-0.5,1,Unknown
411,82,[13]C1C13H22O1,207.17042013999998,4,Natural_abundance,20,C14H22O1,[13]C1C-1,1,0.01,3096,Artifact,0,-0.05114324274501869,0,0,0,NA,0,-0.05114324274501869,113,7.017056217245972,207.17027645233057,2.575922,0,-0.05114324274501869,1,"4-(1,1,3,3-Tetramethylbutyl)-phenol C14H22O1 + [13]C1C-1 -> [13]C1C13H22O1"
414,83,C8H8O3,152.0473441,5,Metabolite,119289,C8H8O3,,1,0,3145,Metabolite,0.5,-0.1716281461868254,0.9410829999999999,0,0,NA,0,1.2694548538131745,115,7.133962902620236,152.04717645233055,2.918917,0.1,1.3694548538131746,1,3-Hydroxyphenylacetic acid C8H8O3
420,84,C19H32O3S1,340.207215664,4,Metabolite,58,C18H30O3S1,C1H2,1,1,3179,Putative metabolite,0,-0.14737650842657612,0,0,0,NA,0,-0.14737650842657612,116,7.02124824620226,340.2071764523306,2.070706,0,-0.14737650842657612,1,N-Undecylbenzenesulfonic acid C17H28O3S1 + C2H4 -> C19H32O3S1
423,85,C17H34O2,270.2558803,1,Metabolite,7068,C17H34O2,,1,0,3181,Metabolite,0.5,-0.23441993440375475,NA,0,0,NA,0,0.26558006559624525,117,6.985797691826026,270.2558764523306,2.457283,0.1,0.36558006559624523,1,Heptadecanoic acid C17H34O2
427,86,[13]C1C4H10N2O3,147.072497004,2,Natural_abundance,4664,C5H10N2O3,[13]C1C-1,1,0.01,3216,Artifact,0,-1.0393875375437982,0,0,0,NA,0.7375576961047967,-0.3018298414390015,118,7.034508906932182,147.07207645233055,13.38768,0,-0.3018298414390015,1,glutamine C5H10N2O3 + [13]C1C-1 -> [13]C1C4H10N2O3
434,87,C7H12N2O4,188.07970683999997,3,Adduct,1937,C6H10N2O1,C1H2O3,1,0.01,3263,Artifact,0,-0.0274592374710865,0,0,0,NA,0,-0.0274592374710865,119,7.005977479349115,188.07957645233057,11.29367,0,-0.0274592374710865,1,Peak 3989 C14H24N4O8 / 2 -> C7H12N2O4
451,88,C4H7K3O8S1,331.877283616,0,Adduct,1940,C3H6K2O5S1,C1H1K1O3,1,0.02,3401,Artifact,0,-0.197755604248312,0,0,0,NA,0,-0.197755604248312,120,7.024109187164847,331.8772764523306,13.87186,0,-0.197755604248312,1,KHSO4 H1K1O4S1 + C2H3K1O2 + C2H3K1O2 -> C4H7K3O8S1
