peak_id,id,medMz,medRt,log10_inten,class,formula,ppm_error,score_known_rt,score_MS2,level,accession,annotation
32,101,240.05942354766944,1.5,5.82,Artifact,MS2_fragment_C21H29N5O4,-2.07,0,,,HMDB0257607,HMDB0257607 (2S)-2-[[(2S)-2-Amino-3-(1H-imidazol-5-yl)propanoyl]-(2-benzamidoethyl)amino]-4-methylpentanoic acid C21H29N5O4 - Experiment_MS2_fragment -> MS2_fragment_C21H29N5O4
33,104,243.17962354766945,1.5,5.76,Unknown,Unknown,0,,,,,Unknown
34,105,249.14972354766945,1.5,5.76,Metabolite,C15H22O3,-0.4,,,3,HMDB0240642,"HMDB0240642 3,5-Di-tert-butyl-4-hydroxybenzoic acid C15H22O3"
35,106,268.9832235476694,1.5,5.63,Putative metabolite,C4H6N4O8S1,0.37,0,,4,,"HMDB0255781 1,3,5-Triazin-2(1H)-one, 4-amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)- C8H12N4O4 + O3S1 -> C8H12N4O7S1 - C5H8 -> C3H4N4O7S1 + C1H2O1 -> C4H6N4O8S1"
36,107,283.11062354766943,1.5,6.2,Artifact,MS2_fragment_C18H36O2,-4.93,0,,,HMDB0000827,HMDB0000827 Stearic acid C18H36O2 - Experiment_MS2_fragment -> MS2_fragment_C18H36O2
37,108,297.1531235476694,1.5,6.38,Artifact,MS2_fragment_C18H34O3,-0.34,0,,,HMDB0010736,HMDB0034297 Ricinoleic acid C18H34O3 - Experiment_MS2_fragment -> MS2_fragment_C18H34O3
38,109,307.2644235476694,1.5,5.77,Metabolite,C20H36O2,-0.65,,,3,HMDB0005060,HMDB0005060 Eicosadienoic acid C20H36O2
39,110,313.0787235476694,1.5,6.32,Putative metabolite,C11H22O6S2,-0.64,0,,4,,HMDB0258597 Sulfonethylmethane C8H18O4S2 + C2H2O1 -> C10H20O5S2 + C1H2O1 -> C11H22O6S2
40,111,315.0754235476694,1.5,5.45,Putative metabolite,C10H20O9S1,0.32,0,,4,,"HMDB0255321 (2S,3R,4R,6R,7S,8R,9R)-1,2,3,4,6,7,8,9-Octahydroxydecan-5-one C10H20O9 + S1 -> C10H20O9S1"
41,112,330.2522235476694,1.5,5.64,Artifact,[13]C1C21H34O2,-0.91,0,,,,HMDB0006528 Docosapentaenoic acid (22n-3) C22H34O2 + [13]C1C-1 -> [13]C1C21H34O2
42,113,337.3114235476694,1.5,5.73,Metabolite,C22H42O2,-0.59,,,3,HMDB0002068,HMDB0002068 Erucic acid C22H42O2
43,114,388.25282354766944,1.5,5.97,Artifact,C20H39N1O4S1,-0.26,0,,,,Peak 77 C19H37N1O2S1 + C1H2O2 -> C20H39N1O4S1
44,115,389.1590235476694,1.5,5.94,Artifact,[13]C1C23H23N1O4,-0.51,0,,,,Peak 91 C24H23N1O4 + [13]C1C-1 -> [13]C1C23H23N1O4
45,116,389.29112354766943,1.5,5.74,Putative metabolite,C21H42O6,-0.77,0,,4,,HMDB0001851 L-Arabitol C5H12O5 + C16H30O1 -> C21H42O6
46,117,391.24332354766943,1.5,5.63,Artifact,[13]C1C20F3H34O3,-3.06,0,,,,No edge connections.
47,118,411.22522354766943,1.5,5.69,Artifact,[13]C1C23H31N2O4,-1.94,0,,,,No edge connections.
48,119,417.32232354766944,1.5,5.46,Putative metabolite,C23H46O6,-0.48,0,,4,,HMDB0001851 L-Arabitol C5H12O5 + C16H30O1 -> C21H42O6 + C2H4 -> C23H46O6
49,120,418.2542235476694,1.5,6.04,Artifact,[13]C1C21F3H35N1O3,-2.86,0,,,,No edge connections.
50,121,443.2477235476694,1.5,6.34,Putative metabolite,C23H40O6S1,-0.9,0,,4,,HMDB0011635 p-Cresol sulfate C7H8O4S1 + H2O1 -> C7H10O5S1 + C16H30O1 -> C23H40O6S1
51,122,473.28292354766944,1.5,7.11,Artifact,C24H44N1O6S1,-2.74,0,,,,Peak 26 C24H45N1O6S1 - H1 -> C24H44N1O6S1
52,123,475.2896235476694,1.5,5.78,Artifact,[13]C2C22H44N1O6S1,-2.73,0,,,,Peak 26 C24H45N1O6S1 - H1 -> C24H44N1O6S1 + [13]C1C-1 -> [13]C1C23H44N1O6S1 + [13]C1C-1 -> [13]C2C22H44N1O6S1
53,124,479.3745235476694,1.5,5.46,Putative metabolite,C29H52O5,-0.62,0,,4,,"HMDB0038736 (3S,5R,6R,7E)-3,5,6-Trihydroxy-7-megastigmen-9-one C13H22O4 + C16H30O1 -> C29H52O5"
54,125,490.2813235476694,1.5,5.68,Putative metabolite,C27H41N1O7,-0.61,0,,4,,HMDB0014907 Hydrocortamate C27H41N1O6 + O1 -> C27H41N1O7
55,126,565.3501235476695,1.5,5.4,Putative metabolite,C28H55O9P1,1.77,0,,4,,HMDB0010164 PS(18:0/20:0) C44H86N1O10P1 - C16H30O1 -> C28H56N1O9P1 - H1N1 -> C28H55O9P1
56,127,697.3923235476694,1.5,6.41,Unknown,Unknown,0,,,,,Unknown
57,129,93.56190354766943,1.53,5.81,Unknown,Unknown,0,,,,,Unknown
58,130,93.81260354766943,1.53,5.15,Unknown,Unknown,0,,,,,Unknown
59,133,223.02852354766944,1.53,6.71,Artifact,MS2_fragment_C15H30O2,-4.91,0,,,HMDB0000826,HMDB0000826 Pentadecanoic acid C15H30O2 - Experiment_MS2_fragment -> MS2_fragment_C15H30O2
60,134,239.05982354766945,1.53,6.71,Metabolite,C9H20O1S3,2.08,,,3,HMDB0033071,HMDB0033071 Propyl 1-(propylsulfinyl)propyl disulfide C9H20O1S3
61,136,268.2364235476694,1.53,5.45,Artifact,[13]C1C16H32O2,-0.37,0,,,,HMDB0060038 10Z-Heptadecenoic acid C17H32O2 + [13]C1C-1 -> [13]C1C16H32O2
62,138,283.2644235476694,1.53,7.8,Metabolite,C18H36O2,-0.7,,0.562191619477421,2.1,HMDB0000827,HMDB0000827 Stearic acid C18H36O2
63,139,284.2677235476694,1.53,7.08,Artifact,[13]C1C17H36O2,-0.35,0,,,,HMDB0000827 Stearic acid C18H36O2 + [13]C1C-1 -> [13]C1C17H36O2
64,140,285.2712235476694,1.53,6.04,Artifact,[13]C2C16H36O2,-1.05,0,,,,HMDB0000827 Stearic acid C18H36O2 + [13]C1C-1 -> [13]C1C17H36O2 + [13]C1C-1 -> [13]C2C16H36O2
65,141,301.2174235476694,1.53,5.9,Metabolite,C20H30O2,-0.33,,,3,HMDB0001999,HMDB0001999 Eicosapentaenoic acid C20H30O2
66,142,303.23312354766944,1.53,6.74,Metabolite,C20H32O2,-0.66,,,3,HMDB0001043,HMDB0001043 Arachidonic acid C20H32O2
67,143,304.23652354766944,1.53,6.04,Artifact,[13]C1C19H32O2,-0.66,0,,,,HMDB0001043 Arachidonic acid C20H32O2 + [13]C1C-1 -> [13]C1C19H32O2
68,144,305.2487235476694,1.53,6.28,Metabolite,C20H34O2,-0.33,,,3,HMDB0002925,HMDB0002925 Dihomo-gamma-linolenic acid C20H34O2
69,145,309.2801235476694,1.53,6.26,Metabolite,C20H38O2,-0.64,,,3,HMDB0002231,HMDB0002231 11Z-Eicosenoic acid C20H38O2
70,146,310.28342354766943,1.53,5.72,Artifact,[13]C1C19H38O2,-0.64,0,,,,HMDB0002231 11Z-Eicosenoic acid C20H38O2 + [13]C1C-1 -> [13]C1C19H38O2
71,147,311.2957235476694,1.53,5.94,Metabolite,C20H40O2,-0.64,,,3,HMDB0000801,HMDB0000801 Phytanic acid C20H40O2
72,148,314.07822354766944,1.53,5.56,Putative metabolite,C15H13N3O5,0,0,,4,,HMDB0246994 3-Maleimidobenzoic acid N-hydroxysuccinimide ester C15H10N2O6 + H3N1O-1 -> C15H13N3O5
73,149,327.23312354766944,1.53,6.88,Metabolite,C22H32O2,-0.61,,0.6529273118128442,2.1,HMDB0002183,HMDB0002183 Docosahexaenoic acid C22H32O2
74,150,328.23652354766944,1.53,6.26,Artifact,[13]C1C21H32O2,-0.61,0,,,,HMDB0002183 Docosahexaenoic acid C22H32O2 + [13]C1C-1 -> [13]C1C21H32O2
75,151,329.2488235476694,1.53,6.34,Metabolite,C22H34O2,-0.61,,,3,HMDB0006528,HMDB0006528 Docosapentaenoic acid (22n-3) C22H34O2
76,152,331.2644235476694,1.53,5.74,Metabolite,C22H36O2,-0.6,,,3,HMDB0002226,HMDB0002226 Adrenic acid C22H36O2
77,153,342.2473235476694,1.53,6.04,Putative metabolite,C19H37N1O2S1,-0.29,0,,4,,HMDB0241923 N-Palmitoyl Cysteine C19H37N1O3S1 - O1 -> C19H37N1O2S1
78,154,343.1705235476694,1.53,6.23,Metabolite,C24H24O2,-0.58,,,3,HMDB0258707,HMDB0258707 Tamoxifen-ol C24H24O2
79,155,344.17382354766943,1.53,5.69,Artifact,[13]C1C23H24O2,-0.29,0,,,,HMDB0258707 Tamoxifen-ol C24H24O2 + [13]C1C-1 -> [13]C1C23H24O2
80,156,349.12352354766944,1.53,5.9,Metabolite,C17H22N2O4S1,-2.28,,,3,HMDB0256234,HMDB0256234 Benzylpenicilloyl C17H22N2O4S1
81,157,350.12692354766943,1.53,5.34,Artifact,C14Ca1H26N1Na1O5,-1.99,0,,,,HMDB0000806 Myristic acid C14H28O2 + Ca1H-2 -> C14Ca1H26O2 + N1Na1O3 -> C14Ca1H26N1Na1O5
82,158,354.2474235476694,1.53,5.7,Artifact,C23H33N1O2,-10.13,0,,,,HMDB0002183 Docosahexaenoic acid C22H32O2 + C1H1N1 -> C23H33N1O2
83,159,358.2388235476694,1.53,6,Metabolite,C22H33N1O3,-0.28,,,3,HMDB0242071,HMDB0242071 N-Eicosapentaenoyl Glycine C22H33N1O3
84,160,373.04542354766943,1.53,5.79,Putative metabolite,C10F1H16N2O10P1,0,0,,4,,HMDB0060397 5-Fluorouridine monophosphate C9F1H12N2O9P1 + H2 -> C9F1H14N2O9P1 + C1H2O1 -> C10F1H16N2O10P1
85,161,374.0452235476694,1.53,5.43,Artifact,Ring_artifact_C23H35O4,0,0,,,HMDB0030751,"HMDB0030751 1,26-Hexacosanediol diferulate C46H70O8 / 2 -> C23H35O4 + Ring_artifact -> Ring_artifact_C23H35O4"
86,162,374.2345235476694,1.53,6.28,Artifact,Ring_artifact_C23H35O4,0,0,,,HMDB0030751,"HMDB0030751 1,26-Hexacosanediol diferulate C46H70O8 / 2 -> C23H35O4 + Ring_artifact -> Ring_artifact_C23H35O4"
87,163,374.24492354766943,1.53,8.51,Artifact,C21H36Na1O4,-2.93,0,,,,No edge connections.
88,164,374.25552354766944,1.53,6.3,Artifact,Ring_artifact_C23H35O4,0,0,,,HMDB0030751,"HMDB0030751 1,26-Hexacosanediol diferulate C46H70O8 / 2 -> C23H35O4 + Ring_artifact -> Ring_artifact_C23H35O4"
89,165,375.24832354766943,1.53,7.85,Metabolite,C18H36N2O6,4.52,,,3,HMDB0245653,"HMDB0245653 4,7,13,16,21,24-Hexaoxa-1,10-diazabicyclo[8.8.8]hexacosane C18H36N2O6"
90,166,376.25192354766943,1.53,6.84,Artifact,C18H39N1O5Si1,1.33,0,,,,HMDB0000207 Oleic acid C18H34O2 + H2O3Si1 -> C18H36O5Si1 + H3N1 -> C18H39N1O5Si1
91,167,388.1556235476694,1.53,6.51,Putative metabolite,C24H23N1O4,-0.51,0,,4,,HMDB0249262 Bisacodyl C22H19N1O4 + C2H4 -> C24H23N1O4
92,168,390.2400235476694,1.53,6.26,Artifact,C21F3H34O3,-3.32,0,,,,No edge connections.
93,169,410.2219235476694,1.53,6.3,Artifact,C24H31N2O4,-1.95,0,,,,No edge connections.
94,170,415.3068235476694,1.53,5.72,Putative metabolite,C23H44O6,-0.72,0,,4,,HMDB0001851 L-Arabitol C5H12O5 + C16H30O1 -> C21H42O6 + C2H4 -> C23H46O6 - H2 -> C23H44O6
95,171,417.25102354766943,1.53,6.69,Artifact,C22F3H35N1O3,-3.35,0,,,,No edge connections.
96,172,421.2540235476694,1.53,5.84,Artifact,[13]C1C21H38Na1O6,-3.08,0,,,,No edge connections.
97,173,434.2663235476694,1.53,7.59,Putative metabolite,C21H42N1O6P1,3.22,0,,4,,HMDB0242470 (2-Hydroxy-3-phosphonooxypropyl) octadec-9-enoate C21H41O7P1 - H-1N-1O1 -> C21H42N1O6P1
98,174,435.2638235476694,1.53,5.64,Artifact,C25H34N5O2,0.46,0,,,,Peak 90 C23H31N5 + C2H4O2 -> C25H35N5O2 - H1 -> C25H34N5O2
99,176,658.5171235476695,1.53,6.11,Artifact,C41H71O6,1.06,0,,,,"HMDB0295807 DG(18:0/20:3(5Z,8Z,11Z)-O(14R,15S)/0:0) C41H72O6 - H1 -> C41H71O6"
100,177,698.3958235476695,1.53,5.99,Putative metabolite,C33H57N5O11,3.43,0,,4,,HMDB0243923 1-Methyl-2-hydroadenosine C11H17N5O4 + C6H10O5 -> C17H27N5O9 + O1 -> C17H27N5O10 + C16H30O1 -> C33H57N5O11
101,178,826.5443235476695,1.53,6.18,Artifact,C41H82N1O13P1,0.97,0,,,,Peak 192 C38H77O10P1 + C2H3N1 -> C40H80N1O10P1 + C1H2O3 -> C41H82N1O13P1
102,179,826.5974235476695,1.53,5.8,Metabolite,C46H86N1O9P1,-0.85,,,3,HMDB0286305,"HMDB0286305 PC(18:0/20:3(6,8,11)-OH(5)) C46H86N1O9P1"
103,180,839.5646235476695,1.53,5.7,Artifact,[13]C1C45H83N1Na2O7S1,0,0,,,,Peak 205 C46H83N1O6S1 + H1Na1O1 -> C46H84N1Na1O7S1 + H-1Na1 -> C46H83N1Na2O7S1 + [13]C1C-1 -> [13]C1C45H83N1Na2O7S1
104,181,852.6131235476695,1.53,5.73,Metabolite,C48H88N1O9P1,-0.82,,,3,HMDB0286930,"HMDB0286930 PC(20:0/20:3(5Z,8Z,11Z)-O(14R,15S)) C48H88N1O9P1"
105,182,890.5925235476694,1.53,5.92,Metabolite,C50H86N1O10P1,-1.01,,,3,HMDB0112706,"HMDB0112706 PS(20:5(5Z,8Z,11Z,14Z,17Z)/24:1(15Z)) C50H86N1O10P1"
106,183,90.95530354766943,1.56,5.6,Unknown,Unknown,0,,,,,Unknown
107,184,212.97932354766945,1.56,5.76,Metabolite,C4F7H1O2,-0.47,,,3,HMDB0253102,HMDB0253102 Heptafluorobutyric acid C4F7H1O2
108,185,219.17552354766943,1.56,5.76,Metabolite,C15H24O1,-0.45,,,3,HMDB0033826,"HMDB0033826 2,6-Di-tert-butyl-4-methylphenol C15H24O1"
109,186,224.02812354766945,1.56,5.9,Putative metabolite,C4H11N5O2S2,0,0,,4,,HMDB0254741 Minoxidil sulphate C9H15N5O4S1 - C2H4 -> C7H11N5O4S1 - C2H2O1 -> C5H9N5O3S1 - C1O1 -> C4H9N5O2S1 + H2S1 -> C4H11N5O2S2
110,187,241.05662354766943,1.56,5.72,Artifact,[34]S1C9H20O1S2,-2.07,0,,,,Peak 60 C9H20O1S3 + [34]S1S-1 -> [34]S1C9H20O1S2
111,188,255.23902354766946,1.56,5.94,Artifact,Ring_artifact_C16H32O2,0,0,,,HMDB0000220,HMDB0000220 Palmitic acid C16H32O2 + Ring_artifact -> Ring_artifact_C16H32O2
112,189,256.2364235476694,1.56,7.36,Artifact,[13]C1C15H32O2,-0.39,0,,,,HMDB0000220 Palmitic acid C16H32O2 + [13]C1C-1 -> [13]C1C15H32O2
113,190,257.23722354766943,1.56,5.64,Artifact,[18]O1C16H32O1,0,0,,,,HMDB0000220 Palmitic acid C16H32O2 + [18]O1O-1 -> [18]O1C16H32O1
114,191,267.23312354766944,1.56,6.34,Metabolite,C17H32O2,-0.75,,,3,HMDB0060038,HMDB0060038 10Z-Heptadecenoic acid C17H32O2
115,192,269.2487235476694,1.56,6.52,Metabolite,C17H34O2,-0.37,,,3,HMDB0002259,HMDB0002259 Heptadecanoic acid C17H34O2
116,193,279.23312354766944,1.56,6.75,Metabolite,C18H32O2,-0.71,,,3,HMDB0000673,HMDB0000673 Linoleic acid C18H32O2
117,194,281.2487235476694,1.56,7.58,Metabolite,C18H34O2,-0.35,,,3,HMDB0000207,HMDB0000207 Oleic acid C18H34O2
118,195,282.25212354766944,1.56,6.89,Artifact,[13]C1C17H34O2,-0.71,0,,,,HMDB0000207 Oleic acid C18H34O2 + [13]C1C-1 -> [13]C1C17H34O2
119,196,295.2644235476694,1.56,5.86,Metabolite,C19H36O2,-0.68,,,3,HMDB0254581,HMDB0254581 Methyl cis-9-octadecenoate C19H36O2
120,197,297.0473235476694,1.56,6.04,Metabolite,C12H15N2O3P1S1,-1.68,,,3,HMDB0256498,HMDB0256498 Phoxim C12H15N2O3P1S1
121,198,306.25212354766944,1.56,5.83,Artifact,MS2_fragment_C24H23N1O4,-4.23,0,,,,Peak 91 C24H23N1O4 - Experiment_MS2_fragment -> MS2_fragment_C24H23N1O4
122,199,337.2362235476694,1.56,6.04,Artifact,C18H35Na1O4,-0.59,0,,,,HMDB0002259 Heptadecanoic acid C17H34O2 + C1H1Na1O2 -> C18H35Na1O4
123,200,356.26302354766943,1.56,5.3,Artifact,C20H39N1O2S1,-0.28,0,,,,Peak 75 C19H38O2S1 + C1H1N1 -> C20H39N1O2S1
124,201,358.2130235476694,1.56,5.51,Artifact,MS2_fragment_C21H42N1O6P1,-0.56,0,,,,Peak 97 C21H42N1O6P1 - Experiment_MS2_fragment -> MS2_fragment_C21H42N1O6P1
125,202,365.26752354766944,1.56,5.69,Artifact,C20H39Na1O4,-0.55,0,,,,HMDB0000827 Stearic acid C18H36O2 + C2H3Na1O2 -> C20H39Na1O4
126,203,370.2788235476694,1.56,6,Artifact,C21H41N1O2S1,-0.81,0,,,,Peak 75 C19H38O2S1 + C2H3N1 -> C21H41N1O2S1
127,204,372.1607235476694,1.56,5.65,Putative metabolite,C24H23N1O3,-0.54,0,,4,,"HMDB0244387 4,8-Methano-8aH-bisbenzofuro[3,2-e:2',3'-g]isoquinoline-1,8a-diol,7-(cyclopropylmethyl)-5,6,7,8,9,14b-hexahydro-, (4bS,8R,8aS,14bR)- C26H25N1O4 - C2H2O1 -> C24H23N1O3"
128,207,437.2409235476694,1.56,5.96,Putative metabolite,C21H42O5S2,-1.83,0,,4,,HMDB0302326 Glucocochlearin C11H21N1O9S2 - C6H8O6 -> C5H13N1O3S2 + C16H30O1 -> C21H43N1O4S2 + H-1N-1O1 -> C21H42O5S2
129,208,456.2031235476694,1.56,6,Putative metabolite,C25H31N1O7,-0.66,0,,4,,HMDB0038971 Diacetylfusarochromanone C19H24N2O6 + C1H2 -> C20H26N2O6 + C5H8 -> C25H34N2O6 - H3N1O-1 -> C25H31N1O7
130,209,459.2028235476694,1.56,5.62,Artifact,C20H37Na1O8S1,1.3,0,,,,Peak 336 C19H36O5S1 + C1H1Na1O3 -> C20H37Na1O8S1
131,210,473.21842354766943,1.56,7.2,Metabolite,C26H34O8,-0.63,,,3,HMDB0254662,HMDB0254662 Methylprednisolone hemisuccinate C26H34O8
132,211,474.22182354766943,1.56,6.61,Artifact,[13]C1C25H34O8,-0.84,0,,,,HMDB0254662 Methylprednisolone hemisuccinate C26H34O8 + [13]C1C-1 -> [13]C1C25H34O8
133,212,656.5015235476694,1.56,5.88,Unknown,Unknown,0,,,,,Unknown
134,213,720.4981235476695,1.56,5.78,Artifact,C41H72N1O7P1,-1.11,0,,,,"HMDB0008937 PE(16:0/20:4(5Z,8Z,11Z,14Z)) C41H74N1O8P1 - H2O1 -> C41H72N1O7P1"
135,214,722.5139235476695,1.56,6.04,Metabolite,C41H74N1O7P1,-1.24,,,3,HMDB0011352,"HMDB0011352 PE(P-16:0/20:4(5Z,8Z,11Z,14Z)) C41H74N1O7P1"
136,215,743.5435235476695,1.56,5.68,Artifact,[13]C1C40H78N1O8P1,-1.21,0,,,,HMDB0009059 PE(18:1(9Z)/18:1(9Z)) C41H78N1O8P1 + [13]C1C-1 -> [13]C1C40H78N1O8P1
137,216,749.4980235476695,1.56,5.89,Metabolite,C46H70O8,2.4,,,3,HMDB0030751,"HMDB0030751 1,26-Hexacosanediol diferulate C46H70O8"
138,217,766.5399235476694,1.56,5.54,Metabolite,C43H78N1O8P1,-0.91,,,3,HMDB0009387,"HMDB0009387 PE(20:4(5Z,8Z,11Z,14Z)/18:0) C43H78N1O8P1"
139,218,800.5648235476694,1.56,5.78,Artifact,[13]C1C42H81N2O9P1,-1,0,,,,Peak 263 C43H81N2O9P1 + [13]C1C-1 -> [13]C1C42H81N2O9P1
140,219,802.5617235476694,1.56,5.98,Metabolite,C43H82N1O10P1,-1.74,,,3,HMDB0112335,HMDB0112335 PS(15:0/22:1(13Z)) C43H82N1O10P1
141,220,802.5966235476694,1.56,5.95,Artifact,C44H86N1O9P1,0.12,0,,,,Peak 148 C45H88N1O10P1 - C1H2O1 -> C44H86N1O9P1
142,221,804.6132235476695,1.56,5.91,Putative metabolite,C44H88N1O9P1,-0.99,0,,4,,"HMDB0289583 PC(P-18:0/18:1(12Z)-2OH(9,10)) C44H86N1O9P1 + H2 -> C44H88N1O9P1"
143,222,805.5804235476695,1.56,6.11,Artifact,[13]C1C42H84N1O10P1,-1.36,0,,,,Peak 266 C43H84N1O10P1 + [13]C1C-1 -> [13]C1C42H84N1O10P1
144,223,814.5613235476694,1.56,6.08,Metabolite,C44H82N1O10P1,-1.23,,,3,HMDB0112292,HMDB0112292 PS(14:1(9Z)/24:1(15Z)) C44H82N1O10P1
145,224,815.5646235476695,1.56,5.76,Artifact,[13]C1C43H82N1O10P1,-1.1,0,,,,HMDB0112292 PS(14:1(9Z)/24:1(15Z)) C44H82N1O10P1 + [13]C1C-1 -> [13]C1C43H82N1O10P1
146,225,819.5960235476695,1.56,6.72,Artifact,[13]C1C43H86N1O10P1,-1.22,0,,,,HMDB0010164 PS(18:0/20:0) C44H86N1O10P1 + [13]C1C-1 -> [13]C1C43H86N1O10P1
