"peak_id","medMz","medRt","log10_inten","class","formula","ppm_error","annotation"
30,215.9912,1.9,4.67,"Artifact","C3H7N1O8P1",-1.26,"Peak 34 C3H8N1O8P1 - H1 -> C3H7N1O8P1"
31,232.0041,1.91,5.12,"Metabolite","C8H8O6S1",0.25,"2,4-Dihydroxyacetophenone 5-sulfate C8H8O6S1"
32,247.0006,1.91,4.89,"Artifact","C4H13N1O5S2Si1",-0.65,"Peak 36 C4H11N1O2S2 + H2O3Si1 -> C4H13N1O5S2Si1"
33,214.9833,1.91,4.88,"Putative metabolite","C3H6N1O8P1",-0.92,"Hydroxypropanedioic acid C3H4O5 + H1O3P1 -> C3H5O8P1 + H1N1 -> C3H6N1O8P1"
34,216.9988,1.91,4.86,"Putative metabolite","C3H8N1O8P1",-0.22,"Hydroxypropanedioic acid C3H4O5 + H1O3P1 -> C3H5O8P1 + H3N1 -> C3H8N1O8P1"
35,262.6074,1.92,4.82,"Unknown","Unknown",-0.1,"Unknown"
36,169.0229,1.92,4.4,"Putative metabolite","C4H11N1O2S2",1.3,"1,4-Dithiane-2,5-diol C4H8O2S2 + H3N1 -> C4H11N1O2S2"
37,247.5022,1.92,4.16,"Unknown","Unknown",0.1,"Unknown"
38,262.1057,1.93,5.45,"Unknown","Unknown",0.1,"Unknown"
39,476.056,1.93,5.1,"Putative metabolite","C15H20N6O7Se1",-0.28,"Se-Adenosylselenohomocysteine C14H20N6O5Se1 + C1O2 -> C15H20N6O7Se1"
40,599.9311,1.93,4.66,"Putative metabolite","C10F21H1O3S1",0.01,"Perfluoroundecanoic acid C11F21H1O2 - C1O2 -> C10F21H1 + O3S1 -> C10F21H1O3S1"
41,229.9885,1.93,4.37,"Putative metabolite","C8H6O6S1",0.04,"2,4-Dihydroxyacetophenone 5-sulfate C8H8O6S1 - H2 -> C8H6O6S1"
42,477.0592,1.93,4.35,"Artifact","[13]C1C14H20N6O7Se1",0.05,"Peak 39 C15H20N6O7Se1 + [13]C1C-1 -> [13]C1C14H20N6O7Se1"
43,263.1085,1.93,4.04,"Unknown","Unknown",0.13,"Unknown"
44,209.9993,1.93,5.25,"Unknown","Unknown",0.2,"Unknown"
45,238.0224,1.93,4.46,"Putative metabolite","C9H6N2O6",0.78,"Indole-3-carboxilic acid-O-sulphate C9H7N1O5S1 - H2S1 -> C9H5N1O5 + H1N1 -> C9H6N2O5 + O1 -> C9H6N2O6"
46,203.0014,1.93,4.04,"Artifact","C7H7O5S1",0.09,"O-methoxycatechol-O-sulphate C7H8O5S1 - H1 -> C7H7O5S1"
47,209.0014,1.93,6.31,"Unknown","Unknown",0.08,"Unknown"
48,251.1317,1.93,4.09,"Unknown","Unknown",-0.07,"Unknown"
49,207.9935,1.94,4.04,"Artifact","C3F6H3Na1O2",-0.03,"Desflurane C3F6H2O1 + H1Na1O1 -> C3F6H3Na1O2"
50,232.5059,1.94,4.35,"Unknown","Unknown",-0.18,"Unknown"
51,210.501,1.94,4.44,"Unknown","Unknown",-0.05,"Unknown"
52,519.1228,1.94,4.12,"Putative metabolite","C15H22N9O10P1",-0.15,"Guanidinosuccinic acid C5H9N3O4 + H1N1 -> C5H10N4O4 + C10H12N5O6P1 -> C15H22N9O10P1"
53,211.9212,1.94,4.14,"Unknown","Unknown",-0.21,"Unknown"
54,222.9989,1.94,4.15,"Unknown","Unknown",-0.14,"Unknown"
55,460.0613,1.94,4.94,"Putative metabolite","C17H20N2O9S2",-0.6,"4beta-(2-Aminoethylthio)catechin C17H19N1O6S1 + O3S1 -> C17H19N1O9S2 + H1N1 -> C17H20N2O9S2"
56,535.1181,1.94,4.23,"Artifact","C21H29N1O11S2",0.19,"Phenol sulphate C6H6O4S1 + Peak 21 -> C21H29N1O11S2"
57,209.5031,1.95,5.51,"Unknown","Unknown",-0.09,"Unknown"
58,501.9423,1.95,4,"Artifact","[18]O1C8F17H1O2S1",-1.12,"Perfluorooctanesulfonic acid C8F17H1O3S1 + [18]O1O-1 -> [18]O1C8F17H1O2S1"
59,238.114,1.95,4.12,"Putative metabolite","C12H18N2O1S1",-0.07,"Captopril-cysteine disulfide C12H20N2O5S2 - H2O1 -> C12H18N2O4S2 - O3S1 -> C12H18N2O1S1"
60,244.1057,1.95,4.28,"Metabolite","C10H16N2O5",0.91,"Glutamylproline C10H16N2O5"
61,439.985,1.95,4.4,"Artifact","C15H13Na1O10S2",-0.49,"{2-hydroxy-5-[(2E)-3-phenylprop-2-enoyl]phenyl}oxidanesulfonic acid C15H12O6S1 + H1Na1O4S1 -> C15H13Na1O10S2"
62,237.6178,1.95,4.6,"Unknown","Unknown",-0.02,"Unknown"
63,499.9377,1.96,6.37,"Metabolite","C8F17H1O3S1",-0.41,"Perfluorooctanesulfonic acid C8F17H1O3S1"
64,500.9412,1.96,5.23,"Artifact","[13]C1C7F17H1O3S1",-0.7,"Perfluorooctanesulfonic acid C8F17H1O3S1 + [13]C1C-1 -> [13]C1C7F17H1O3S1"
65,337.0384,1.96,4.47,"Artifact","MS2_fragment_C16H16O7S1",0.47,"3'-O-Methyl-(-)-epicatechin-5-O-sulphate C16H16O7S1 - Experiment_MS2_fragment -> MS2_fragment_C16H16O7S1"
66,491.0924,1.96,4.05,"Artifact","C17H22N3O12P1",3.48,"3-5-Dihydroxybenzoic acid C7H6O4 + Peak 199 -> C17H22N3O12P1"
67,237.1161,1.96,5.25,"Unknown","Unknown",-0.06,"Unknown"
68,501.9335,1.96,4.92,"Artifact","[34]S1C8F17H1O3",-0.42,"Perfluorooctanesulfonic acid C8F17H1O3S1 + [34]S1S-1 -> [34]S1C8F17H1O3"
69,201.004,1.96,6.33,"Artifact","C3H8N1O7P1",-0.81,"Carbamoyl phosphate C1H4N1O5P1 + C2H4O2"
70,202.002,1.96,5.27,"Unknown","Unknown",-0.24,"Unknown"
71,423.9902,1.96,4.35,"Artifact","C15H13Na1O9S2",-0.78,"Peak 127 C15H12O8S2 + H1Na1O1 -> C15H13Na1O9S2"
72,516.0872,1.97,4.5,"Unknown","Unknown",0.06,"Unknown"
73,182.0156,1.97,3.81,"Unknown","Unknown",0.13,"Unknown"
74,230.1082,1.97,4.72,"Unknown","Unknown",-0.21,"Unknown"
75,301.9545,1.97,4.06,"Unknown","Unknown",-0.16,"Unknown"
76,206.9857,1.97,4.52,"Artifact","C3F6H2Na1O2",-0.15,"Desflurane C3F6H2O1 + H1Na1O1 -> C3F6H3Na1O2 - H1 -> C3F6H2Na1O2"
77,223.1004,1.97,5.28,"Unknown","Unknown",0.07,"Unknown"
78,210.0037,1.97,4.52,"Unknown","Unknown",0.17,"Unknown"
79,216.0093,1.97,5.53,"Metabolite","C8H8O5S1",-0.26,"(5-ethenyl-2-hydroxyphenyl)oxidanesulfonic acid C8H8O5S1"
80,202.5036,1.98,4.55,"Unknown","Unknown",-0.23,"Unknown"
81,300.9498,1.98,4.17,"Unknown","Unknown",-0.16,"Unknown"
82,300.9537,1.98,5.02,"Unknown","Unknown",0.06,"Unknown"
83,533.9327,1.98,4.62,"Unknown","Unknown",-0.02,"Unknown"
84,230.0195,1.98,4.41,"Metabolite","C5H11O8P1",-1.51,"D-Ribulose 5-phosphate C5H11O8P1"
85,229.0172,1.99,6.08,"Metabolite","C9Cl2H9N3",0.67,"Clonidine C9Cl2H9N3"
86,202.0063,1.99,4.55,"Artifact","Ring_artifact_C8H10O4S1",0.23,"4-ethylphenylsulfate C8H10O4S1 + Ring_artifact -> Ring_artifact_C8H10O4S1"
87,384.034,1.99,5.01,"Putative metabolite","C16H16O7S2",-0.67,"3'-O-Methyl-(-)-epicatechin-5-O-sulphate C16H16O7S1 + S1 -> C16H16O7S2"
88,415.9731,1.99,4.8,"Artifact","C13Cr1H18K2O7",0.18,"Peak 644 C13H20O4 + Cr1O3 -> C13Cr1H20O7 + H-2K2 -> C13Cr1H18K2O7"
89,247.9125,1.99,4.4,"Unknown","Unknown",0.14,"Unknown"
90,663.958,1.99,4.32,"Unknown","Unknown",0.03,"Unknown"
91,640.2772,1.99,5.55,"Artifact","C27H52O11S1Si2",-0.49,"Cholesterol sulfate C27H46O4S1 + H4O4Si1 -> C27H50O8S1Si1 + H2O3Si1 -> C27H52O11S1Si2"
92,223.6022,1.99,4.54,"Unknown","Unknown",-0.13,"Unknown"
93,718.2544,1.99,4.44,"Artifact","C27H54O14S1Si3",-0.27,"Cholesterol sulfate C27H46O4S1 + H4O4Si1 -> C27H50O8S1Si1 + H2O3Si1 -> C27H52O11S1Si2 + H2O3Si1 -> C27H54O14S1Si3"
94,593.9584,1.99,4.19,"Artifact","C11F17H4Na1O7",-0.12,"Perfluorononanoic acid C9F17H1O2 + C1H2O3 -> C10F17H3O5 + C1H1Na1O2 -> C11F17H4Na1O7"
95,229.5187,1.99,5.34,"Artifact","MS2_fragment_C9H10O5S1",-0.51,"(4-ethenyl-2-methoxyphenyl)oxidanesulfonic acid C9H10O5S1 - Experiment_MS2_fragment -> MS2_fragment_C9H10O5S1"
96,414.0447,2,5.59,"Artifact","C16H18O9S1Si1",-1.5,"3-hydroxy-2-(3-methoxyphenyl)-5-sulfino-3,4-dihydro-2H-1-benzopyran-7-olate C16H16O6S1 + H2O3Si1 -> C16H18O9S1Si1"
97,682.3242,2,4.99,"Artifact","C30H58O11S1Si2",-0.53,"Cholesterol sulfate C27H46O4S1 + H4O4Si1 -> C27H50O8S1Si1 + C3H8O3Si1 -> C30H58O11S1Si2"
98,365.9763,2,4.74,"Putative metabolite","C8H8N4O9P2",0.96,"Inosine 2',3'-cyclic phosphate C10H11N4O7P1 - O1 -> C10H11N4O6P1 + H1O3P1 -> C10H12N4O9P2 - C2H4 -> C8H8N4O9P2"
99,613.9611,2,4.69,"Unknown","Unknown",-0.04,"Unknown"
100,564.9675,2,4.53,"Artifact","[13]C1C10F21H1O2",-0.04,"Perfluoroundecanoic acid C11F21H1O2 + [13]C1C-1 -> [13]C1C10F21H1O2"
101,642.273,2,4.43,"Artifact","[30]Si1C27H52O11S1Si1",1.14,"Cholesterol sulfate C27H46O4S1 + H4O4Si1 -> C27H50O8S1Si1 + H2O3Si1 -> C27H52O11S1Si2 + [30]Si1Si-1 -> [30]Si1C27H52O11S1Si1"
102,683.3268,2,4.53,"Artifact","[13]C1C29H58O11S1Si2",0.57,"Cholesterol sulfate C27H46O4S1 + H4O4Si1 -> C27H50O8S1Si1 + C3H8O3Si1 -> C30H58O11S1Si2 + [13]C1C-1 -> [13]C1C29H58O11S1Si2"
103,338.199,2,4.34,"Metabolite","C21H26N2O2",1.27,"Aspidospermatine C21H26N2O2"
104,591.9462,2,4.33,"Artifact","C19Cl1Cr1H17N2O11Si2",0.42,"Peak 179 C19Cl1H13N2O2 + H2O3Si1 -> C19Cl1H15N2O5Si1 + Cr1O3 -> C19Cl1Cr1H15N2O8Si1 + H2O3Si1 -> C19Cl1Cr1H17N2O11Si2"
105,385.0374,2,4.3,"Artifact","[13]C1C15H16O7S2",-0.78,"Peak 87 C16H16O7S2 + [13]C1C-1 -> [13]C1C15H16O7S2"
106,675.9617,2,4.25,"Artifact","C13F17H7Na2O9",-0.44,"Perfluorononanoic acid C9F17H1O2 + C1H2O3 -> C10F17H3O5 + C1H1Na1O2 -> C11F17H4Na1O7 + C2H3Na1O2 -> C13F17H7Na2O9"
107,563.9644,2,5.5,"Metabolite","C11F21H1O2",-0.49,"Perfluoroundecanoic acid C11F21H1O2"
108,641.2797,2,5.08,"Artifact","[13]C1C26H52O11S1Si2",0.84,"Cholesterol sulfate C27H46O4S1 + H4O4Si1 -> C27H50O8S1Si1 + H2O3Si1 -> C27H52O11S1Si2 + [13]C1C-1 -> [13]C1C26H52O11S1Si2"
109,575.9516,2,5.09,"Unknown","Unknown",-0.08,"Unknown"
110,431.9678,2,4.94,"Unknown","Unknown",0.04,"Unknown"
111,604.3467,2,4.87,"Unknown","Unknown",-0.01,"Unknown"
112,480.3638,2,4.14,"Putative metabolite","C29H52O3S1",-0.17,"13'-Hydroxy-alpha-tocopherol C29H50O3 + H2S1 -> C29H52O3S1"
113,224.0983,2,4.13,"Putative metabolite","C11H16N2O1S1",0.15,"N-acetyl-S-(N-allylthiocarbamoyl)-L-cysteine C9H14N2O3S2 + C2H2O1 -> C11H16N2O4S2 - O3S1 -> C11H16N2O1S1"
114,230.0149,2,5,"Putative metabolite","C11H6N2O2S1",0.43,"Cyclobrassinone C11H8N2O2S1 - H2 -> C11H6N2O2S1"
115,525.9545,2,5.38,"Unknown","Unknown",0.08,"Unknown"
116,367.9474,2,4.94,"Unknown","Unknown",-0.08,"Unknown"
117,509.9595,2,4.84,"Artifact","C9H15Na1O19S1Si1",0.04,"Peak 248 C9H12O12 + H2O3Si1 -> C9H14O15Si1 + H1Na1O4S1 -> C9H15Na1O19S1Si1"
118,469.9776,2,4.78,"Artifact","C9F19H1",-0.24,"Perfluorodecanoic acid C10F19H1O2 - C1O2 -> C9F19H1"
119,331.191,2,4.62,"Artifact","C20H27O4",-0.2,"Carnosic acid C20H28O4 - H1 -> C20H27O4"
120,672.373,2,4.64,"Unknown","Unknown",0,"Unknown"
121,483.9358,2,4.36,"Unknown","Unknown",0.07,"Unknown"
122,437.9687,2,4.15,"Unknown","Unknown",0.01,"Unknown"
123,222.0924,2,4.11,"Putative metabolite","C12Cl1H15N2",-0.11,"Norketamine C12Cl1H14N1O1 - H-1N-1O1 -> C12Cl1H15N2"
124,315.0377,2,4.27,"Putative metabolite","C15H9N1O7",0.64,"Blighinone C16H10O8 - H-1N-1O1 -> C16H11N1O7 - C1H2 -> C15H9N1O7"
125,626.9682,2,4.02,"Artifact","[13]C1C11F21H3O5",-0.53,"Perfluoroundecanoic acid C11F21H1O2 + [13]C1C-1 -> [13]C1C10F21H1O2 + C1H2O3 -> [13]C1C11F21H3O5"
126,230.5166,2,4.3,"Unknown","Unknown",-0.2,"Unknown"
127,383.9975,2,4.16,"Putative metabolite","C15H12O8S2",-0.37,"Apigenin 7-sulfate C15H10O8S1 + H2S1 -> C15H12O8S2"
128,468.318,2,5.7,"Artifact","[13]C2C25H46O4S1",0.83,"Cholesterol sulfate C27H46O4S1 + [13]C1C-1 -> [13]C1C26H46O4S1 + [13]C1C-1 -> [13]C2C25H46O4S1"
129,625.9649,2,5.06,"Artifact","C12F21H3O5",-0.61,"Perfluoroundecanoic acid C11F21H1O2 + C1H2O3 -> C12F21H3O5"
130,270.0528,2,4.18,"Metabolite","C15H10O5",0.09,"Emodin C15H10O5"
131,605.3499,2,4.46,"Unknown","Unknown",-0.06,"Unknown"
132,416.0404,2,4.54,"Artifact","C9H17N4O11P1Si1",-0.79,"AICAR C9H15N4O8P1 + H2O3Si1 -> C9H17N4O11P1Si1"
133,464.9738,2,4.58,"Artifact","[13]C1C8F17H1O2",0.14,"Perfluorononanoic acid C9F17H1O2 + [13]C1C-1 -> [13]C1C8F17H1O2"
134,217.0071,2,4.47,"Unknown","Unknown",-0.1,"Unknown"
135,281.9598,2,4.51,"Putative metabolite","C7H7O8P1S1",0.44,"Benzoyl phosphate C7H7O5P1 + O3S1 -> C7H7O8P1S1"
136,231.0145,2,4.28,"Putative metabolite","C4H10N1O8P1",-0.42,"O-Phospho-4-hydroxy-L-threonine C4H10N1O7P1 + O1 -> C4H10N1O8P1"
137,513.9673,2.01,5.51,"Metabolite","C10F19H1O2",0.03,"Perfluorodecanoic acid C10F19H1O2"
138,494.3431,2.01,5.06,"Putative metabolite","C29H50O4S1",-0.24,"Cholesterol sulfate C27H46O4S1 + C2H4 -> C29H50O4S1"
139,481.3309,2.01,5.1,"Artifact","[13]C1C27H48O4S1",-0.45,"Peak 187 C28H48O4S1 + [13]C1C-1 -> [13]C1C27H48O4S1"
140,381.9819,2.01,4.77,"Putative metabolite","C15H10O8S2",-0.5,"Apigenin 7-sulfate C15H10O8S1 + S1 -> C15H10O8S2"
141,519.9743,2.01,4.67,"Artifact","C10F21H1",-0.01,"Perfluoroundecanoic acid C11F21H1O2 - C1O2 -> C10F21H1"
142,428.0776,2.01,4.63,"Artifact","C18H20O10S1",0.27,"3'-O-Methyl-(-)-epicatechin-7-O-sulphate C16H16O8S1 + C2H4O2 -> C18H20O10S1"
143,398.0671,2.01,4.41,"Artifact","C17H18O9S1",0.13,"3-hydroxy-2-(3-methoxyphenyl)-5-sulfino-3,4-dihydro-2H-1-benzopyran-7-olate C16H16O6S1 + C1H2O3 -> C17H18O9S1"
144,224.5266,2.01,4.18,"Unknown","Unknown",0.04,"Unknown"
145,736.3826,2.01,4.15,"Unknown","Unknown",-0.03,"Unknown"
146,231.0282,2.01,4.09,"Artifact","[13]C1C8H10O5S1",0.21,"(4-ethenyl-2-methoxyphenyl)oxidanesulfonic acid C9H10O5S1 + [13]C1C-1 -> [13]C1C8H10O5S1"
147,467.315,2.01,6.6,"Artifact","[13]C1C26H46O4S1",0.08,"Cholesterol sulfate C27H46O4S1 + [13]C1C-1 -> [13]C1C26H46O4S1"
148,468.3076,2.01,5.72,"Artifact","[34]S1C27H46O4",-0.26,"Cholesterol sulfate C27H46O4S1 + [34]S1S-1 -> [34]S1C27H46O4"
149,99.95641,2.01,5.57,"Artifact","C1H1K1O3",-1.34,"KHCO3 C1H1K1O3"
150,469.3109,2.01,5.19,"Artifact","[13]C1[34]S1C26H46O4",-0.15,"Cholesterol sulfate C27H46O4S1 + [13]C1C-1 -> [13]C1C26H46O4S1 + [34]S1S-1 -> [13]C1[34]S1C26H46O4"
151,482.323,2.01,4.23,"Artifact","[34]S1C28H48O4",0.26,"Peak 187 C28H48O4S1 + [34]S1S-1 -> [34]S1C28H48O4"
152,525.9707,2.01,5.07,"Artifact","C10F17H3O5",0.39,"Perfluorononanoic acid C9F17H1O2 + C1H2O3 -> C10F17H3O5"
153,419.9811,2.01,5.03,"Artifact","C8F17H1",-1,"Perfluorononanoic acid C9F17H1O2 - C1O2 -> C8F17H1"
154,237.0146,2.01,4.95,"Unknown","Unknown",0,"Unknown"
155,492.3275,2.01,4.89,"Putative metabolite","C29H48O4S1",-0.34,"(3beta,5alpha,9alpha,22E,24R)-3,5,9-Trihydroxy-23-methylergosta-7,22-dien-6-one C29H46O4 + H2S1 -> C29H48O4S1"
156,415.0479,2.01,4.8,"Artifact","[13]C1C15H18O9S1Si1",-1.12,"3-hydroxy-2-(3-methoxyphenyl)-5-sulfino-3,4-dihydro-2H-1-benzopyran-7-olate C16H16O6S1 + H2O3Si1 -> C16H18O9S1Si1 + [13]C1C-1 -> [13]C1C15H18O9S1Si1"
157,526.9577,2.01,4.4,"Unknown","Unknown",-0.09,"Unknown"
158,494.3048,2.01,4.47,"Artifact","B1C26H43O8",0.6,"Peak 148 C26H44O7 + B1H-1O1 -> B1C26H43O8"
159,245.9154,2.01,4.32,"Unknown","Unknown",0.01,"Unknown"
160,470.3137,2.01,4.32,"Artifact","[13]C2[34]S1C25H46O4",1.03,"Cholesterol sulfate C27H46O4S1 + [13]C1C-1 -> [13]C1C26H46O4S1 + [13]C1C-1 -> [13]C2C25H46O4S1 + [34]S1S-1 -> [13]C2[34]S1C25H46O4"
161,318.1138,2.01,4.2,"Artifact","MS2_fragment_C19H26O4",0.71,"Ubiquinone-2 C19H26O4 - Experiment_MS2_fragment -> MS2_fragment_C19H26O4"
162,466.3117,2.01,7.13,"Metabolite","C27H46O4S1",-0.04,"Cholesterol sulfate C27H46O4S1"
163,463.9709,2.01,5.63,"Metabolite","C9F17H1O2",-0.84,"Perfluorononanoic acid C9F17H1O2"
164,85.99778,2.01,4.85,"Artifact","MS2_fragment_C16H16O7S2",2.9,"Peak 87 C16H16O7S2 - Experiment_MS2_fragment -> MS2_fragment_C16H16O7S2"
165,481.9648,2.01,4.66,"Artifact","C15H14O12S3",-0.13,"Peak 127 C15H12O8S2 + H2O4S1 -> C15H14O12S3"
166,423.2375,2.01,4.54,"Artifact","[13]C1C19H38O7S1",-0.76,"2-Methylacetophenone C20H38O7S1 + [13]C1C-1 -> [13]C1C19H38O7S1"
167,482.3336,2.01,4.19,"Unknown","Unknown",0,"Unknown"
168,232.0405,2.01,3.91,"Metabolite","C9H12O5S1",0.19,"(4-ethyl-2-methoxyphenyl)oxidanesulfonic acid C9H12O5S1"
169,575.9679,2.02,5,"Artifact","C11F19H3O5",-0.33,"Perfluorodecanoic acid C10F19H1O2 + C1H2O3 -> C11F19H3O5"
170,361.1835,2.02,4.75,"Unknown","Unknown",0.13,"Unknown"
171,224.0249,2.02,4.93,"Unknown","Unknown",0.07,"Unknown"
172,216.5109,2.02,4.74,"Unknown","Unknown",-0.03,"Unknown"
173,514.9707,2.02,4.56,"Artifact","[13]C1C9F19H1O2",-0.06,"Perfluorodecanoic acid C10F19H1O2 + [13]C1C-1 -> [13]C1C9F19H1O2"
174,562.2997,2.02,4.56,"Artifact","C27H50O8S1Si1",-0.24,"Cholesterol sulfate C27H46O4S1 + H4O4Si1 -> C27H50O8S1Si1"
175,495.3466,2.02,4.51,"Artifact","[13]C1C28H50O4S1",-0.53,"Peak 138 C29H50O4S1 + [13]C1C-1 -> [13]C1C28H50O4S1"
176,529.3154,2.02,4.53,"Artifact","[13]C1C27H48O7S1",0.06,"Cholesterol sulfate C27H46O4S1 + [13]C1C-1 -> [13]C1C26H46O4S1 + C1H2O3 -> [13]C1C27H48O7S1"
177,528.3119,2.02,5.07,"Artifact","C28H48O7S1",0.33,"Cholesterol sulfate C27H46O4S1 + C1H2O3 -> C28H48O7S1"
178,478.3118,2.02,5.47,"Putative metabolite","C28H46O4S1",-0.25,"1-a,24R,25-Trihydroxyvitamin D2 C28H44O4 + H2S1 -> C28H46O4S1"
179,336.0671,2.02,5.78,"Metabolite","C16H16O6S1",-1.01,"3-hydroxy-2-(3-methoxyphenyl)-5-sulfino-3,4-dihydro-2H-1-benzopyran-7-olate C16H16O6S1"
180,464.2964,2.02,5.71,"Putative metabolite","C27H44O4S1",-0.8,"Cholesterol sulfate C27H46O4S1 - H2 -> C27H44O4S1"
181,350.0097,2.02,5.57,"Metabolite","C15H10O8S1",-0.18,"Apigenin 7-sulfate C15H10O8S1"
182,422.2342,2.02,5.18,"Metabolite","C20H38O7S1",-0.89,"2-Methylacetophenone C20H38O7S1"
183,465.2994,2.02,5.18,"Artifact","[13]C1C26H44O4S1",-0.03,"Peak 180 C27H44O4S1 + [13]C1C-1 -> [13]C1C26H44O4S1"
184,417.9689,2.02,4.67,"Unknown","Unknown",-0.11,"Unknown"
185,276.0128,2.02,4.34,"Putative metabolite","C10H12O5S2",-0.67,"[(2Z)-3-oxo-2-(phenylmethylidene)propoxy]sulfonic acid C10H10O5S1 + H2S1 -> C10H12O5S2"
186,493.3308,2.02,4.35,"Artifact","[13]C1C28H48O4S1",-0.23,"Peak 155 C29H48O4S1 + [13]C1C-1 -> [13]C1C28H48O4S1"
187,480.3274,2.02,5.64,"Putative metabolite","C28H48O4S1",-0.14,"Cholesterol sulfate C27H46O4S1 + C1H2 -> C28H48O4S1"
188,230.0248,2.02,5.29,"Metabolite","C9H10O5S1",0.41,"(4-ethenyl-2-methoxyphenyl)oxidanesulfonic acid C9H10O5S1"
189,550.2941,2.02,4.61,"Artifact","C28H47Na1O7S1",-0.15,"Cholesterol sulfate C27H46O4S1 + C1H1Na1O3 -> C28H47Na1O7S1"
190,278.0283,2.02,4.48,"Putative metabolite","C10H14O5S2",-0.13,"5-(Methylthio)-2-[(methylthio)methyl]-2-pentenal C8H14O1S2 + C1O2 -> C9H14O3S2 + C1O2 -> C10H14O5S2"
191,299.9846,2.02,4.43,"Unknown","Unknown",-0.1,"Unknown"
192,465.9909,2.02,4.36,"Artifact","Ring_artifact_C27H46O4S1",0.04,"Cholesterol sulfate C27H46O4S1 + Ring_artifact -> Ring_artifact_C27H46O4S1"
193,468.327,2.03,5.29,"Putative metabolite","C27H48O4S1",0.71,"Cholesterol sulfate C27H46O4S1 + H2 -> C27H48O4S1"
194,222.0275,2.03,5.01,"Putative metabolite","C9H6N2O5",0.77,"Indole-3-carboxilic acid-O-sulphate C9H7N1O5S1 - H2S1 -> C9H5N1O5 + H1N1 -> C9H6N2O5"
195,466.6308,2.03,4.49,"Artifact","Ring_artifact_C27H46O4S1",-0.04,"Cholesterol sulfate C27H46O4S1 + Ring_artifact -> Ring_artifact_C27H46O4S1"
196,369.9444,2.03,4.41,"Unknown","Unknown",0.11,"Unknown"
