ilp_node_id,node_id,formula,mass,rdbe,category,parent_id,parent_formula,transform,direction,steps,struct_set_id,class,score_database_origin,score_mz,score_known_rt,score_MS2,score_RDBE,score_element_ratio,score_missing_isotope_Cl,score_propagation,sum_score,Input_id,log10_inten,medMz,medRt,score_class,cplex_score,ilp_solution,path
37,11,Unknown,197.91407545233056,0,Unknown,11,Unknown,,0,0,154,Unknown,0,-0,NA,NA,0,0,NA,0,0,20,3.913751554628547,197.91407545233056,1.631,-0.5,-0.5,1,Unknown
39,12,Unknown,120.01085445233058,0,Unknown,12,Unknown,,0,0,156,Unknown,0,-0,NA,NA,0,0,NA,0,0,28,4.176001958439644,120.01085445233058,1.663,-0.5,-0.5,1,Unknown
41,13,C11H15N2O3P1S1,286.05409959200006,6,Metabolite,4548,C11H17N2O4P1S1,H2O1,-1,2,168,Putative metabolite,0,-0.03646221218413677,0,NA,0,0,NA,0,-0.03646221218413677,29,4.368011020988374,286.0541204523306,1.667,0,-0.03646221218413677,1,Fenitrothion C9H12N1O5P1S1 - H-1N-1O1 -> C9H13N2O4P1S1 + C2H4 -> C11H17N2O4P1S1 - H2O1 -> C11H15N2O3P1S1
49,14,Unknown,365.8965284523306,0,Unknown,14,Unknown,,0,0,182,Unknown,0,-0,NA,NA,0,0,NA,0,0,34,4.32905256291606,365.8965284523306,1.702,-0.5,-0.5,1,Unknown
50,15,Unknown,333.8915234523306,0,Unknown,15,Unknown,,0,0,183,Unknown,0,-0,NA,NA,0,0,NA,0,0,35,4.188334434628102,333.8915234523306,1.705,-0.5,-0.5,1,Unknown
51,16,Unknown,352.8677804523306,0,Unknown,16,Unknown,,0,0,184,Unknown,0,-0,NA,NA,0,0,NA,0,0,38,3.8407227284920378,352.8677804523306,1.718,-0.5,-0.5,1,Unknown
53,17,C12H13N2O4P1S2,344.0054348620001,8,Metabolite,1680,C12H13N2O5P1S2,O1,-1,2,194,Putative metabolite,0,-0.2956489184207401,0,NA,0,0,NA,0,-0.2956489184207401,42,4.300461173968523,344.0052314523306,1.731,0,-0.2956489184207401,1,1-Methoxyspirobrassinin C12H12N2O2S2 + H1O3P1 -> C12H13N2O5P1S2 - O1 -> C12H13N2O4P1S2
61,18,Unknown,371.8761724523306,0,Unknown,18,Unknown,,0,0,204,Unknown,0,-0,NA,NA,0,0,NA,0,0,44,4.449629988694082,371.8761724523306,1.741,-0.5,-0.5,1,Unknown
63,19,C15Cl1H19N2O1S1,310.090661648,7,Metabolite,4387,C15Cl1H17N2O1S1,H2,1,2,264,Putative metabolite,0,-0.06642520152573247,0,NA,0,0,NA,0,-0.06642520152573247,48,4.070555466484773,310.0906204523306,1.766,0,-0.06642520152573247,1,Dedimethylchlorpromazine C15Cl1H15N2S1 + H2O1 -> C15Cl1H17N2O1S1 + H2 -> C15Cl1H19N2O1S1
68,20,Unknown,120.01076345233058,0,Unknown,20,Unknown,,0,0,289,Unknown,0,-0,NA,NA,0,0,NA,0,0,50,4.148872654447761,120.01076345233058,1.776,-0.5,-0.5,1,Unknown
70,21,C15H23N1O7S1,361.119522846,5,Metabolite,838,C14H23N1O5S1,C1O2,1,2,295,Putative metabolite,0,-0.0811453367590172,0,NA,0,0,NA,0,-0.0811453367590172,52,4.11281339218146,361.1195814523306,1.782,0,-0.0811453367590172,1,2-(4-Methyl-5-thiazolyl)ethyl propionate C9H13N1O2S1 + C6H10O5 -> C15H23N1O7S1
75,22,C12Cl1H15N2O1,238.08729084200002,6,Metabolite,5146,C12Cl1H14N1O1,H1N1,1,1,298,Putative metabolite,0,-0.16508720450644038,0,NA,0,0,NA,0,-0.16508720450644038,53,4.302692059113229,238.08736945233056,1.786,0,-0.16508720450644038,1,Norketamine C12Cl1H14N1O1 + H1N1 -> C12Cl1H15N2O1
79,23,Unknown,79.98128345233057,0,Unknown,23,Unknown,,0,0,319,Unknown,0,-0,NA,NA,0,0,NA,0,0,56,4.173154719509803,79.98128345233057,1.808,-0.5,-0.5,1,Unknown
80,24,Unknown,120.03696245233057,0,Unknown,24,Unknown,,0,0,320,Unknown,0,-0,NA,NA,0,0,NA,0,0,64,4.1567857109890305,120.03696245233057,1.84,-0.5,-0.5,1,Unknown
81,25,Unknown,181.98788245233055,0,Unknown,25,Unknown,,0,0,321,Unknown,0,-0,NA,NA,0,0,NA,0,0,75,4.1749957107806175,181.98788245233055,1.889,-0.5,-0.5,1,Unknown
85,26,Unknown,120.16228245233057,0,Unknown,26,Unknown,,0,0,338,Unknown,0,-0,NA,NA,0,0,NA,0,0,76,4.354256185808037,120.16228245233057,1.895,-0.5,-0.5,1,Unknown
87,27,C4H9N1O4S3,230.969369948,1,Metabolite,6093,C4H8O4S3,H1N1,1,2,343,Putative metabolite,0,-0.38857028852557857,0,NA,0,0,NA,0,-0.38857028852557857,77,4.336031719252429,230.96919045233057,1.895,0,-0.38857028852557857,1,2-(Methylthio)ethyl glucosinolate C10H19N1O9S3 - C6H10O5 -> C4H9N1O4S3
91,28,Unknown,231.99487145233056,0,Unknown,28,Unknown,,0,0,345,Unknown,0,-0,NA,NA,0,0,NA,0,0,78,4.525542453058424,231.99487145233056,1.895,-0.5,-0.5,1,Unknown
93,29,C5H9N3O6S1,239.02120581,3,Metabolite,7506,C4H9N3O5S1,C1O1,1,1,350,Putative metabolite,0,-0.09966130496634314,0,NA,0,0,NA,0,-0.09966130496634314,80,3.9180925410887855,239.02125345233057,1.898,0,-0.09966130496634314,1,glutathione C10H17N3O6S1 - C5H8 -> C5H9N3O6S1
97,30,C3H7N1O8P1,215.99092767599998,1.5,Radical,34,C3H8N1O8P1,H1,-1,1.01,358,Artifact,0,-0.5458014674984007,0,NA,0,0,NA,0,-0.5458014674984007,81,4.667785157395063,215.99116345233057,1.902,0,-0.5458014674984007,1,Peak 34 C3H8N1O8P1 - H1 -> C3H7N1O8P1
102,31,C8H8O6S1,232.0041587,5,Metabolite,30316,C8H8O6S1,,1,0,370,Metabolite,0.5,-0.02208509862110365,NA,NA,0,0,NA,0,0.47791490137889636,82,5.116607398124131,232.00414845233055,1.905,0.1,0.5779149013788963,1,"2,4-Dihydroxyacetophenone 5-sulfate C8H8O6S1"
109,32,C4H13N1O5S2Si1,247.00044050799997,0,Adduct,36,C4H11N1O2S2,H2O3Si1,1,0.01,404,Artifact,0,-0.2468504314213145,0,NA,0,0,NA,0,-0.2468504314213145,83,4.88548674308388,247.00056245233057,1.905,0,-0.2468504314213145,1,Peak 36 C4H11N1O2S2 + H2O3Si1 -> C4H13N1O5S2Si1
115,33,C3H6N1O8P1,214.98310264399998,2,Metabolite,34,C3H8N1O8P1,H2,-1,2,421,Putative metabolite,0,-0.3995856615345494,0,NA,0,0,NA,0,-0.3995856615345494,84,4.879334823031796,214.98327445233056,1.908,0,-0.3995856615345494,1,Hydroxypropanedioic acid C3H4O5 + H1O3P1 -> C3H5O8P1 + H1N1 -> C3H6N1O8P1
122,34,C3H8N1O8P1,216.99875274000001,1,Metabolite,69,C3H8N1O7P1,O1,1,1,433,Putative metabolite,0,-0.12606600236517115,0,NA,0,0,NA,0,-0.12606600236517115,85,4.864997720949474,216.99880745233057,1.908,0,-0.12606600236517115,1,Hydroxypropanedioic acid C3H4O5 + H1O3P1 -> C3H5O8P1 + H3N1 -> C3H8N1O8P1
128,35,Unknown,262.6073744523306,0,Unknown,35,Unknown,,0,0,450,Unknown,0,-0,NA,NA,0,0,NA,0,0,87,4.820787371209897,262.6073744523306,1.918,-0.5,-0.5,1,Unknown
130,36,C4H11N1O2S2,169.02312002999997,0,Metabolite,4234,C5H13N1O2S2,C1H2,-1,1,454,Putative metabolite,0,-0.5105149798045974,0,NA,0,0,NA,0,-0.5105149798045974,88,4.4029368402379365,169.02294745233056,1.921,0,-0.5105149798045974,1,"1,4-Dithiane-2,5-diol C4H8O2S2 + H3N1 -> C4H11N1O2S2"
133,37,Unknown,247.50222545233055,0,Unknown,37,Unknown,,0,0,476,Unknown,0,-0,NA,NA,0,0,NA,0,0,89,4.161356315008856,247.50222545233055,1.924,-0.5,-0.5,1,Unknown
134,38,Unknown,262.1057264523306,0,Unknown,38,Unknown,,0,0,477,Unknown,0,-0,NA,NA,0,0,NA,0,0,90,5.452863618889886,262.1057264523306,1.927,-0.5,-0.5,1,Unknown
139,39,C15H20N6O7Se1,476.05586834,9,Metabolite,5623,C14H20N6O5Se1,C1O2,1,1,509,Putative metabolite,0,-0.08834291956355894,0,NA,0,0,NA,0,-0.08834291956355894,91,5.095517846263198,476.0559524523306,1.927,0,-0.08834291956355894,1,Se-Adenosylselenohomocysteine C14H20N6O5Se1 + C1O2 -> C15H20N6O7Se1
146,40,C10F21H1O3S1,599.9311068500001,0,Metabolite,141,C10F21H1,O3S1,1,2,521,Putative metabolite,0,-0.0019982874625328294,0,NA,0,0,NA,0,-0.0019982874625328294,92,4.6622212816714015,599.9311044523305,1.927,0,-0.0019982874625328294,1,Perfluoroundecanoic acid C11F21H1O2 - C1O2 -> C10F21H1 + O3S1 -> C10F21H1O3S1
150,41,C8H6O6S1,229.98850860599995,6,Metabolite,4221,C9H8O7S1,C1H2O1,-1,1,524,Putative metabolite,0,-0.10033907708562266,0,NA,0,0,NA,0,-0.10033907708562266,93,4.367920030057899,229.98846245233057,1.927,0,-0.10033907708562266,1,"2,4-Dihydroxyacetophenone 5-sulfate C8H8O6S1 - H2 -> C8H6O6S1"
153,42,[13]C1C14H20N6O7Se1,477.05922318,9,Natural_abundance,39,C15H20N6O7Se1,[13]C1C-1,1,1.01,544,Artifact,0,-0.06993646301353273,0,NA,0,0,NA,0,-0.06993646301353273,94,4.353152983446477,477.05915645233057,1.927,0,-0.06993646301353273,1,Peak 39 C15H20N6O7Se1 + [13]C1C-1 -> [13]C1C14H20N6O7Se1
163,43,Unknown,263.10853345233056,0,Unknown,43,Unknown,,0,0,551,Unknown,0,-0,NA,NA,0,0,NA,0,0,95,4.043354205034789,263.10853345233056,1.927,-0.5,-0.5,1,Unknown
168,44,Unknown,209.99934145233055,0,Unknown,44,Unknown,,0,0,556,Unknown,0,-0,NA,NA,0,0,NA,0,0,96,5.250577234040684,209.99934145233055,1.931,-0.5,-0.5,1,Unknown
172,45,C9H6N2O6,238.02258588799992,8,Metabolite,7633,C10H6N2O8,C1O2,-1,2,570,Putative metabolite,0,-0.3622254348520152,0,NA,0,0,NA,0,-0.3622254348520152,97,4.45898852608462,238.02241345233057,1.931,0,-0.3622254348520152,1,Indole-3-carboxilic acid-O-sulphate C9H7N1O5S1 - H2S1 -> C9H5N1O5 + H1N1 -> C9H6N2O5 + O1 -> C9H6N2O6
179,46,C7H7O5S1,203.00141905799998,4.5,Radical,233,C7H8O5S1,H1,-1,0.01,574,Artifact,0,-0.04336341467194824,0,NA,0,0,NA,0,-0.04336341467194824,98,4.035136178285939,203.00140145233055,1.931,0,-0.04336341467194824,1,O-methoxycatechol-O-sulphate C7H8O5S1 - H1 -> C7H7O5S1
188,47,Unknown,209.00141745233057,0,Unknown,47,Unknown,,0,0,591,Unknown,0,-0,NA,NA,0,0,NA,0,0,99,6.3102778545417175,209.00141745233057,1.934,-0.5,-0.5,1,Unknown
191,48,Unknown,251.13168145233055,0,Unknown,48,Unknown,,0,0,597,Unknown,0,-0,NA,NA,0,0,NA,0,0,100,4.093212406612318,251.13168145233055,1.934,-0.5,-0.5,1,Unknown
195,49,C3F6H3Na1O2,207.99349321199998,0,Adduct,219,C3F6H2O1,H1Na1O1,1,0.01,606,Artifact,0,-0.061924219428839286,0,NA,0,0,NA,0,-0.061924219428839286,102,4.036910691435157,207.99346745233055,1.937,0,-0.061924219428839286,1,Desflurane C3F6H2O1 + H1Na1O1 -> C3F6H3Na1O2
203,50,Unknown,232.50585745233056,0,Unknown,50,Unknown,,0,0,619,Unknown,0,-0,NA,NA,0,0,NA,0,0,103,4.352644965708908,232.50585745233056,1.94,-0.5,-0.5,1,Unknown
204,51,Unknown,210.50098945233057,0,Unknown,51,Unknown,,0,0,620,Unknown,0,-0,NA,NA,0,0,NA,0,0,104,4.440683125337731,210.50098945233057,1.94,-0.5,-0.5,1,Unknown
206,52,C15H22N9O10P1,519.122724492,10,Metabolite,7334,C14H20N9O9P1,C1H2O1,1,2,626,Putative metabolite,0,-0.029819856793313282,0,NA,0,0,NA,0,-0.029819856793313282,105,4.11844052248034,519.1227554523306,1.94,0,-0.029819856793313282,1,Guanidinosuccinic acid C5H9N3O4 + H1N1 -> C5H10N4O4 + C10H12N5O6P1 -> C15H22N9O10P1
209,53,Unknown,211.92115545233057,0,Unknown,53,Unknown,,0,0,627,Unknown,0,-0,NA,NA,0,0,NA,0,0,106,4.138372659798319,211.92115545233057,1.94,-0.5,-0.5,1,Unknown
213,54,Unknown,222.99886845233056,0,Unknown,54,Unknown,,0,0,634,Unknown,0,-0,NA,NA,0,0,NA,0,0,107,4.1484526562104245,222.99886845233056,1.94,-0.5,-0.5,1,Unknown
218,55,C17H20N2O9S2,460.061021732,9,Metabolite,7963,C17H19N1O9S2,H1N1,1,2,658,Putative metabolite,0,-0.3279133814727639,0,NA,0,0,NA,0,-0.3279133814727639,108,4.9449948072256875,460.0613234523306,1.944,0,-0.3279133814727639,1,4beta-(2-Aminoethylthio)catechin C17H19N1O6S1 + O3S1 -> C17H19N1O9S2 + H1N1 -> C17H20N2O9S2
236,56,C21H29N1O11S2,535.118202214,9,Heterodimer,21,C15H23N1O7S1,343,1,1.01,668,Artifact,0,-0.08013338835226007,0,NA,0,0,NA,0,-0.08013338835226007,109,4.233387675358825,535.1181164523306,1.944,0,-0.08013338835226007,1,Phenol sulphate C6H6O4S1 + Peak 21 -> C21H29N1O11S2
240,57,Unknown,209.50308045233055,0,Unknown,57,Unknown,,0,0,671,Unknown,0,-0,NA,NA,0,0,NA,0,0,110,5.511797946899866,209.50308045233055,1.947,-0.5,-0.5,1,Unknown
241,58,[18]O1C8F17H1O2S1,501.94173978000003,0,Natural_abundance,63,C8F17H1O3S1,[18]O1O-1,1,0.01,673,Artifact,0,-0.5624879201995194,0,NA,0,0,NA,0.8219560666451988,0.2594681464456794,111,3.9994397650785736,501.9423044523306,1.947,0,0.2594681464456794,1,Perfluorooctanesulfonic acid C8F17H1O3S1 + [18]O1O-1 -> [18]O1C8F17H1O2S1
253,59,C12H18N2O1S1,238.113983924,5,Metabolite,7687,C12H18N2O4S2,O3S1,-1,2,685,Putative metabolite,0,-0.03878745201084629,0,NA,0,0,NA,0,-0.03878745201084629,112,4.120660574970083,238.11396545233055,1.95,0,-0.03878745201084629,1,Captopril-cysteine disulfide C12H20N2O5S2 - H2O1 -> C12H18N2O4S2 - O3S1 -> C12H18N2O1S1
255,60,C10H16N2O5,244.1059216,4,Metabolite,18113,C10H16N2O5,,1,0,687,Metabolite,0.5,-0.5246650055712818,NA,NA,0,0,NA,0,-0.024665005571281817,113,4.275136534191183,244.10566545233056,1.95,0.1,0.07533499442871819,1,Glutamylproline C10H16N2O5
264,61,C15H13Na1O10S2,439.984782702,10,Adduct,261,C15H12O6S1,H1Na1O4S1,1,0.01,736,Artifact,0,-0.21108722149202605,0,NA,0,0,NA,0,-0.21108722149202605,114,4.401214113141443,439.9849684523306,1.95,0,-0.21108722149202605,1,{2-hydroxy-5-[(2E)-3-phenylprop-2-enoyl]phenyl}oxidanesulfonic acid C15H12O6S1 + H1Na1O4S1 -> C15H13Na1O10S2
277,62,Unknown,237.61779545233057,0,Unknown,62,Unknown,,0,0,747,Unknown,0,-0,NA,NA,0,0,NA,0,0,115,4.597263044137374,237.61779545233057,1.953,-0.5,-0.5,1,Unknown
278,63,C8F17H1O3S1,499.937494,0,Metabolite,47883,C8F17H1O3S1,,1,0,749,Metabolite,0.5,-0.17147376684080093,NA,0.9934298334859997,0,0,NA,0,1.3219560666451988,116,6.37173179273529,499.9376654523306,1.956,0.1,1.4219560666451987,1,Perfluorooctanesulfonic acid C8F17H1O3S1
288,64,[13]C1C7F17H1O3S1,500.94084884,0,Natural_abundance,63,C8F17H1O3S1,[13]C1C-1,1,0.01,760,Artifact,0,-0.3559425542845558,0,NA,0,0,NA,0.8219560666451988,0.46601351236064303,117,5.226456375840038,500.94120545233056,1.956,0,0.46601351236064303,1,Perfluorooctanesulfonic acid C8F17H1O3S1 + [13]C1C-1 -> [13]C1C7F17H1O3S1
302,65,MS2_fragment_C16H16O7S1,337.0385569699087,NA,Experiment_MS2_fragment,266,C16H16O7S1,Experiment_MS2_fragment,-1,0.01,767,Artifact,0,-0.18175602699817303,0,NA,0,0,NA,0,-0.18175602699817303,118,4.46874363713247,337.0384344523306,1.956,0,-0.18175602699817303,1,3'-O-Methyl-(-)-epicatechin-5-O-sulphate C16H16O7S1 - Experiment_MS2_fragment -> MS2_fragment_C16H16O7S1
310,66,C17H22N3O12P1,491.09410959999997,10,Heterodimer,344,C7H6O4,199,1,0.01,793,Artifact,0,-1.781886236437716,0,NA,0,0,NA,1.6574283689448301,-0.12445786749288579,119,4.047938836671825,491.0923594523306,1.956,0,-0.12445786749288579,1,3-5-Dihydroxybenzoic acid C7H6O4 + Peak 199 -> C17H22N3O12P1
312,67,Unknown,237.11608645233056,0,Unknown,67,Unknown,,0,0,795,Unknown,0,-0,NA,NA,0,0,NA,0,0,120,5.2472387269646195,237.11608645233056,1.96,-0.5,-0.5,1,Unknown
315,68,[34]S1C8F17H1O3,501.93329014,0,Natural_abundance,63,C8F17H1O3S1,[34]S1S-1,1,0.01,802,Artifact,0,-0.16367945084567997,0,NA,0,0,NA,0.8219560666451988,0.6582766157995188,121,4.916045685777713,501.9334544523306,1.96,0,0.6582766157995188,1,Perfluorooctanesulfonic acid C8F17H1O3S1 + [34]S1S-1 -> [34]S1C8F17H1O3
328,69,C3H8N1O7P1,201.00383808799998,1,Fragment,136,C4H10N1O8P1,C1H2O1,-1,0.01,816,Artifact,0,-0.3541333636351425,0,NA,0,0,NA,0,-0.3541333636351425,122,6.334583118796438,201.00398045233055,1.963,0,-0.3541333636351425,1,Carbamoyl phosphate C1H4N1O5P1 + C2H4O2
334,70,Unknown,202.00195145233056,0,Unknown,70,Unknown,,0,0,843,Unknown,0,-0,NA,NA,0,0,NA,0,0,123,5.274310208210489,202.00195145233056,1.963,-0.5,-0.5,1,Unknown
343,71,C15H13Na1O9S2,423.989868102,10,Adduct,127,C15H12O8S2,H1Na1O1,1,1.01,850,Artifact,0,-0.37542209677414395,0,NA,0,0,NA,0,-0.37542209677414395,124,4.349510342211589,423.9901864523306,1.963,0,-0.37542209677414395,1,Peak 127 C15H12O8S2 + H1Na1O1 -> C15H13Na1O9S2
351,72,Unknown,516.0872324523306,0,Unknown,72,Unknown,,0,0,866,Unknown,0,-0,NA,NA,0,0,NA,0,0,125,4.497468221877423,516.0872324523306,1.966,-0.5,-0.5,1,Unknown
355,73,Unknown,182.01562345233054,0,Unknown,73,Unknown,,0,0,877,Unknown,0,-0,NA,NA,0,0,NA,0,0,126,3.8105392326464442,182.01562345233054,1.966,-0.5,-0.5,1,Unknown
358,74,Unknown,230.10815245233056,0,Unknown,74,Unknown,,0,0,881,Unknown,0,-0,NA,NA,0,0,NA,0,0,127,4.716963879261113,230.10815245233056,1.966,-0.5,-0.5,1,Unknown
360,75,Unknown,301.9544504523306,0,Unknown,75,Unknown,,0,0,886,Unknown,0,-0,NA,NA,0,0,NA,0,0,129,4.058304341072371,301.9544504523306,1.969,-0.5,-0.5,1,Unknown
365,76,C3F6H2Na1O2,206.98566817999998,0.5,Radical,49,C3F6H3Na1O2,H1,-1,0.02,890,Artifact,0,-0.04172349402927778,0,NA,0,0,NA,0,-0.04172349402927778,130,4.516241492915108,206.98568545233056,1.969,0,-0.04172349402927778,1,Desflurane C3F6H2O1 + H1Na1O1 -> C3F6H3Na1O2 - H1 -> C3F6H2Na1O2
368,77,Unknown,223.10041645233056,0,Unknown,77,Unknown,,0,0,894,Unknown,0,-0,NA,NA,0,0,NA,0,0,131,5.280147112500394,223.10041645233056,1.972,-0.5,-0.5,1,Unknown
371,78,Unknown,210.00373645233057,0,Unknown,78,Unknown,,0,0,903,Unknown,0,-0,NA,NA,0,0,NA,0,0,132,4.517950824829869,210.00373645233057,1.972,-0.5,-0.5,1,Unknown
376,79,C8H8O5S1,216.0092441,5,Metabolite,111809,C8H8O5S1,,1,0,916,Metabolite,0.5,-0.21376939434579803,NA,NA,0,0,NA,0,0.286230605654202,133,5.528855180237969,216.00933645233056,1.973,0.1,0.386230605654202,1,(5-ethenyl-2-hydroxyphenyl)oxidanesulfonic acid C8H8O5S1
382,80,Unknown,202.50355345233055,0,Unknown,80,Unknown,,0,0,953,Unknown,0,-0,NA,NA,0,0,NA,0,0,136,4.5540344214062385,202.50355345233055,1.976,-0.5,-0.5,1,Unknown
383,81,Unknown,300.9497504523306,0,Unknown,81,Unknown,,0,0,954,Unknown,0,-0,NA,NA,0,0,NA,0,0,137,4.171379025363459,300.9497504523306,1.976,-0.5,-0.5,1,Unknown
384,82,Unknown,300.9537184523306,0,Unknown,82,Unknown,,0,0,955,Unknown,0,-0,NA,NA,0,0,NA,0,0,138,5.0171263803174275,300.9537184523306,1.982,-0.5,-0.5,1,Unknown
385,83,Unknown,533.9326914523306,0,Unknown,83,Unknown,,0,0,956,Unknown,0,-0,NA,NA,0,0,NA,0,0,139,4.622271570676044,533.9326914523306,1.982,-0.5,-0.5,1,Unknown
387,84,C5H11O8P1,230.0191538,1,Metabolite,8660,C5H11O8P1,,1,0,962,Metabolite,0.5,-0.7165758266287893,NA,0,0,0,NA,0,-0.21657582662878927,140,4.413990460380576,230.01948345233055,1.982,0.1,-0.11657582662878926,1,D-Ribulose 5-phosphate C5H11O8P1
396,85,C9Cl2H9N3,229.0173527,6,Metabolite,17134,C9Cl2H9N3,,1,0,1034,Metabolite,0.5,-0.31274413874590895,NA,NA,0,0,0,0,0.18725586125409105,141,6.079523208764375,229.01720945233055,1.985,0.1,0.2872558612540911,1,Clonidine C9Cl2H9N3
407,86,Ring_artifact_C8H10O4S1,202.00634545233055,NA,Ring_artifact,252,C8H10O4S1,Ring_artifact,1,0.01,1070,Artifact,0,-0,0,NA,0,0,NA,0,0,142,4.549582817038157,202.00634545233055,1.985,0,0,1,4-ethylphenylsulfate C8H10O4S1 + Ring_artifact -> Ring_artifact_C8H10O4S1
417,87,C16H16O7S2,384.03374433,9,Metabolite,266,C16H16O7S1,S1,1,1,1087,Putative metabolite,0,-0.306121967229525,0,NA,0,0,NA,0,-0.306121967229525,144,5.013846935444339,384.0339794523306,1.985,0,-0.306121967229525,1,3'-O-Methyl-(-)-epicatechin-5-O-sulphate C16H16O7S1 + S1 -> C16H16O7S2
429,88,C13Cr1H18K2O7,415.9731742,4,Adduct,382,C13Cr1H20O7,H-2K2,1,0.03,1111,Artifact,0,-0.05619072616137809,0,NA,0,0,NA,0,-0.05619072616137809,146,4.802260869974035,415.9731274523306,1.985,0,-0.05619072616137809,1,Peak 644 C13H20O4 + Cr1O3 -> C13Cr1H20O7 + H-2K2 -> C13Cr1H18K2O7
438,89,Unknown,247.91253445233056,0,Unknown,89,Unknown,,0,0,1116,Unknown,0,-0,NA,NA,0,0,NA,0,0,147,4.395341164901824,247.91253445233056,1.988,-0.5,-0.5,1,Unknown
439,90,Unknown,663.9580214523305,0,Unknown,90,Unknown,,0,0,1117,Unknown,0,-0,NA,NA,0,0,NA,0,0,148,4.323284887141211,663.9580214523305,1.988,-0.5,-0.5,1,Unknown
441,91,C27H52O11S1Si2,640.276886212,5,Adduct,174,C27H50O8S1Si1,H2O3Si1,1,0.02,1119,Artifact,0,-0.2719451052979492,0,NA,0,0,NA,0,-0.2719451052979492,149,5.545531163175233,640.2772344523305,1.989,0,-0.2719451052979492,1,Cholesterol sulfate C27H46O4S1 + H4O4Si1 -> C27H50O8S1Si1 + H2O3Si1 -> C27H52O11S1Si2
445,92,Unknown,223.60217045233057,0,Unknown,92,Unknown,,0,0,1123,Unknown,0,-0,NA,NA,0,0,NA,0,0,150,4.544569484442174,223.60217045233057,1.989,-0.5,-0.5,1,Unknown
447,93,C27H54O14S1Si3,718.254206626,5,Adduct,91,C27H52O11S1Si2,H2O3Si1,1,0.03,1126,Artifact,0,-0.13980170850611556,0,NA,0,0,NA,0,-0.13980170850611556,151,4.437421826156143,718.2544074523305,1.989,0,-0.13980170850611556,1,Cholesterol sulfate C27H46O4S1 + H4O4Si1 -> C27H50O8S1Si1 + H2O3Si1 -> C27H52O11S1Si2 + H2O3Si1 -> C27H54O14S1Si3
452,94,C11F17H4Na1O7,593.958326556,1,Adduct,152,C10F17H3O5,C1H1Na1O2,1,0.02,1130,Artifact,0,-0.05126313396183407,0,NA,0,0,NA,0,-0.05126313396183407,152,4.185134342047085,593.9583874523305,1.989,0,-0.05126313396183407,1,Perfluorononanoic acid C9F17H1O2 + C1H2O3 -> C10F17H3O5 + C1H1Na1O2 -> C11F17H4Na1O7
