ilp_node_id,node_id,formula,mass,rdbe,category,parent_id,parent_formula,transform,direction,steps,status,PubMed_Count,accession,FirstBlock,struct_set_id,class,score_database_origin,score_mz,score_known_rt,score_MS2,score_RDBE,score_element_ratio,score_missing_isotope_Cl,score_propagation,sum_score,log10_inten,medMz,medRt,score_class,cplex_score,ilp_solution,path
632,49,C19H37N1Na1O4P1,397.23578982400005,2,Adduct,78,C19H38N1O4P1,H-1Na1,1,1.02,,,,,840,Artifact,0,-0.6187371521493751,0,,0,0,,0,-0.6187371521493751,7.414973347970818,397.23382354766943,1.49,0,-0.6187372,1,Peak 78 C19H38N1O4P1 + H-1Na1 -> C19H37N1Na1O4P1
642,50,[13]C1C18H37N1Na1O4P1,398.23914466400004,2,Natural_abundance,49,C19H37N1Na1O4P1,[13]C1C-1,1,1.03,,,,,854,Artifact,0,-0.6343915326128193,0,,0,0,,0,-0.6343915326128193,6.778151250383644,398.2371235476694,1.49,0,-0.6343915,1,Peak 78 C19H38N1O4P1 + H-1Na1 -> C19H37N1Na1O4P1 + [13]C1C-1 -> [13]C1C18H37N1Na1O4P1
651,51,C19H37K1N1O4P1,413.20972706400005,2,Adduct,78,C19H38N1O4P1,H-1K1,1,1.02,,,,,867,Artifact,0,-0.5758323818250886,0,,0,0,,0,-0.5758323818250886,7.041392685158225,413.2078235476694,1.49,0,-0.5758324,1,Peak 78 C19H38N1O4P1 + H-1K1 -> C19H37K1N1O4P1
656,52,C22H44O7,420.30870374799997,1,Metabolite,6474,C6H14O6,C16H30O1,1,0,,,,,870,Putative metabolite,0,-0.3330289319015562,0,0,0,0,,0,-0.3330289319015562,6.477121254719663,420.3098235476694,1.49,0,-0.3330289,1,HMDB0061822 Hexaethylene glycol C12H26O7 - C5H8 -> C7H18O7 - C2H4 -> C5H14O7 + C16H30O1 -> C21H44O8 - H2O1 -> C21H42O7 + C1H2 -> C22H44O7
660,53,C22H31N5O4,429.237604522,10,Metabolite,173606,C22H31N5O4,,1,0,detected,184,HMDB0254416,DKWNMCUOEDMMIN,878,Metabolite,0.41335858642015066,-0.48952325964169185,,,0,0,,0,-0.07616467322154119,7.041392685158225,429.2359235476694,1.49,0.1,0.0238353,1,HMDB0254416 Melagatran C22H31N5O4
674,54,[13]C1C21H31N5O4,430.240959362,10,Natural_abundance,53,C22H31N5O4,[13]C1C-1,1,0.01,,,,,911,Artifact,0,-0.4752610993336235,0,,0,0,,0,-0.4752610993336235,6.361727836017593,430.2393235476694,1.49,0,-0.4752611,1,HMDB0254416 Melagatran C22H31N5O4 + [13]C1C-1 -> [13]C1C21H31N5O4
687,55,Unknown,444.9629235476694,0,Unknown,55,Unknown,,0,0,,0,,,924,Unknown,0,-0,,,0,0,,0,0,6.518513939877887,444.9629235476694,1.49,-0.5,-0.5,1,Unknown
694,56,C25H49N1O3S2,475.315385898,2,Metabolite,2952,C9H19N1O2S2,C16H30O1,1,1,,,,,937,Putative metabolite,0,-0.0361995617756593,0,,0,0,,0,-0.0361995617756593,6.278753600952829,475.3155235476694,1.49,0,-0.0361996,1,HMDB0013639 8-[(Aminomethyl)sulfanyl]-6-sulfanyloctanoic acid C9H19N1O2S2 + C16H30O1 -> C25H49N1O3S2
700,57,C26H47N5O6,525.3526342740001,6,Metabolite,401,C27H49N5O7,C1H2O1,-1,2,,,,,959,Putative metabolite,0,-0.211589704551812,0,,0,0,,0,-0.211589704551812,7.447158031342219,525.3535235476695,1.49,0,-0.2115897,1,HMDB0256711 Poststatin C26H47N5O7 - O1 -> C26H47N5O6
704,58,Unknown,525.8553235476695,0,Unknown,58,Unknown,,0,0,,0,,,962,Unknown,0,-0,,,0,0,,0,0,7.278753600952829,525.8553235476695,1.49,-0.5,-0.5,1,Unknown
706,59,[13]C1C25H47N5O6,526.3559891140001,6,Natural_abundance,57,C26H47N5O6,[13]C1C-1,1,1.01,,,,,972,Artifact,0,-0.05567374417130904,0,,0,0,,0,-0.05567374417130904,6.799340549453582,526.3562235476695,1.49,0,-0.0556737,1,Peak 57 C26H47N5O6 + [13]C1C-1 -> [13]C1C25H47N5O6
714,60,Unknown,526.8581235476695,0,Unknown,60,Unknown,,0,0,,0,,,974,Unknown,0,-0,,,0,0,,0,0,6.2552725051033065,526.8581235476695,1.49,-0.5,-0.5,1,Unknown
717,61,C35H58N2O12,698.3989753159999,8,Metabolite,439,C34H56N2O12,C1H2,1,2,,,,,981,Putative metabolite,0,-0.15245016826943056,0,,0,0,,0,-0.15245016826943056,7.113943352306837,698.3981235476695,1.49,0,-0.1524502,1,HMDB0242378 Cholylasparagine C28H46N2O7 + C6H10O5 -> C34H56N2O12 + C1H2 -> C35H58N2O12
731,62,C37F1H54N5O7,699.4007273179999,13,Adduct,7,C35F1H50N5O5,C2H4O2,1,1.01,,,,,1022,Artifact,0,-0.12443325448756726,0,,0,0,,0,-0.12443325448756726,6.690196080028514,699.4014235476694,1.49,0,-0.1244333,1,Peak 7 C35F1H50N5O5 + C2H4O2 -> C37F1H54N5O7
751,63,[13]C1C36F1H54N5O7,700.4040821579999,13,Natural_abundance,62,C37F1H54N5O7,[13]C1C-1,1,1.02,,,,,1063,Artifact,0,-0.0640006140129705,0,,0,0,,0,-0.0640006140129705,6.146128035678238,700.4037235476694,1.49,0,-0.0640006,1,Peak 7 C35F1H50N5O5 + C2H4O2 -> C37F1H54N5O7 + [13]C1C-1 -> [13]C1C36F1H54N5O7
777,64,C37H74O13P2,788.460465408,2,Metabolite,101079,C37H74O13P2,,1,0,expected,0,HMDB0116524,ZDQNRYGQHQLQGK,1069,Metabolite,0,-0.14931952390472547,,,0,0,,0,-0.14931952390472547,6.146128035678238,788.4595235476695,1.49,0.1,-0.0493195,1,HMDB0116524 PGP(a-13:0/i-18:0) C37H74O13P2
797,65,C41H81N1Na1O13P1,849.534322812,2,Adduct,128,C39H78N1O11P1,C2H3Na1O2,1,0.02,,,,,1112,Artifact,0,-0.058747527885648194,0,,0,0,,0,-0.058747527885648194,6.146128035678238,849.5339235476695,1.49,0,-0.0587475,1,Peak 128 C39H78N1O11P1 + C2H3Na1O2 -> C41H81N1Na1O13P1
859,66,C50H84K1N1O7S1,881.5605566680001,10,Adduct,209,C49H83N1O5S1,C1H1K1O2,1,1.02,,,,,1228,Artifact,0,-0.047234465081823704,0,,0,0,,0,-0.047234465081823704,7.477121254719663,881.5602235476695,1.49,0,-0.0472345,1,Peak 209 C49H83N1O5S1 + C1H1K1O2 -> C50H84K1N1O7S1
909,67,[13]C1C49H84K1N1O7S1,882.5639115080002,10,Natural_abundance,66,C50H84K1N1O7S1,[13]C1C-1,1,1.03,,,,,1334,Artifact,0,-0.02662134835399804,0,,0,0,,0,-0.02662134835399804,7.146128035678238,882.5637235476695,1.49,0,-0.0266213,1,Peak 209 C49H83N1O5S1 + C1H1K1O2 -> C50H84K1N1O7S1 + [13]C1C-1 -> [13]C1C49H84K1N1O7S1
1001,68,[13]C0.333333333333333C13.6666666666667H25.3333333333333N0.666666666666667O2.66666666666667S0.333333333333333,256.51186432733334,2.3333333333333335,Multicharge,192,[13]C1C41H76N2O8S1,3,-1,0.03,,,,,1365,Artifact,0,-0.028858478066478035,0,,0,0,,0,-0.028858478066478035,6.176091259055681,256.5119235476694,1.52,0,-0.0288585,1,No edge connections.
1050,69,[13]C1C14H20O5,281.13442857999996,6,Natural_abundance,107,C15H20O5,[13]C1C-1,1,0.01,,,,,1412,Artifact,0,-0.04670022589227177,0,,0,0,,0,-0.04670022589227177,5.9344984512435675,281.1343235476694,1.52,0,-0.0467002,1,HMDB0250929 Deepoxy-deoxynivalenol C15H20O5 + [13]C1C-1 -> [13]C1C14H20O5
1067,70,C16H25N3O2,291.19467707,6,Metabolite,174314,C16H25N3O2,,1,0,detected,3,HMDB0255234,CTHPVGZIOICAFO,1424,Metabolite,0.3301029995663981,-0.06590193034739418,,,0,0,,0,0.26420106921900394,6.342422680822207,291.1945235476694,1.52,0.1,0.3642011,1,HMDB0255234 N-Propionylprocainamide C16H25N3O2
1078,71,C16.6666666666667H28K0.333333333333333N0.333333333333333O2.33333333333333S0.333333333333333,293.8535188893334,3.3333333333333335,Multicharge,66,C50H84K1N1O7S1,3,-1,1.03,,,,,1461,Artifact,0,-0.0019815723332511337,0,,0,0,,0,-0.0019815723332511337,6.633468455579586,293.8535235476694,1.52,0,-0.0019816,1,No edge connections.
1103,72,C16H29N1O2S1,299.191899908,3,Metabolite,366,C11H21N1O2S1,C5H8,1,2,,,,,1472,Putative metabolite,0,-0.24079876942972975,0,,0,0,,0,-0.24079876942972975,7.544068044350276,299.1913235476694,1.52,0,-0.2407988,1,HMDB0059773 S-3-oxodecanoyl cysteamine C12H23N1O2S1 - C1H2 -> C11H21N1O2S1 + C5H8 -> C16H29N1O2S1
1110,73,C14H30N1O3.5P0.5S0.5,299.69294224999993,0.75,Multicharge,92,C28H60N2O7P1S1,2,-1,1.03,,,,,1486,Artifact,0,-0.007800621855314835,0,,0,0,,0,-0.007800621855314835,7.113943352306837,299.6929235476694,1.52,0,-0.0078006,1,No edge connections.
1119,74,C22H43N1O1,337.33446500599996,2,Metabolite,165051,C22H43N1O1,,1,0,detected,28,HMDB0244507,UAUDZVJPLUQNMU,1488,Metabolite,0.3731198998949478,-0.052417683779802736,,,0,0,,0,0.3207022161151451,5.963787827345556,337.33432354766944,1.52,0.1,0.4207022,1,HMDB0244507 13-Docosenamide C22H43N1O1
1122,75,C17H26N4.5O3.5,349.199485047,6.75,Multicharge,61,C34H52N9O7,2,-1,0.03,,,,,1495,Artifact,0,-0.05781055582753736,0,,0,0,,0,-0.05781055582753736,6.342422680822207,349.1993235476694,1.52,0,-0.0578106,1,No edge connections.
1131,76,Unknown,350.5702235476694,0,Unknown,76,Unknown,,0,0,,0,,,1499,Unknown,0,-0,,,0,0,,0,0,6.698970004336019,350.5702235476694,1.52,-0.5,-0.5,1,Unknown
1136,77,Ring_artifact_C19H38N1O4P1,375.2414235476694,,Ring_artifact,78,C19H38N1O4P1,Ring_artifact,1,1.02,,,,,1512,Artifact,0,-0,0,,0,0,,0,0,6.724275869600789,375.2414235476694,1.52,0,0,1,Peak 78 C19H38N1O4P1 + Ring_artifact -> Ring_artifact_C19H38N1O4P1
1153,78,C19H38N1O4P1,375.25384519600004,2,Fragment,118,C19H40N1O5P1,H2O1,-1,1.01,,,,,1529,Artifact,0,-0.6401161357868458,0,,0,0,,0,-0.6401161357868458,8.826074802700827,375.25192354766943,1.52,0,-0.6401161,1,Peak 118 C19H40N1O5P1 - H2O1 -> C19H38N1O4P1
1166,79,C18H37N2O4P1,376.249094174,2,Metabolite,841,C18H36N2O1,H1O3P1,1,2,,,,,1542,Putative metabolite,0,-0.2423174170698637,0,,0,0,,0,-0.2423174170698637,6.8750612633917,376.2498235476694,1.52,0,-0.2423174,1,HMDB0013648 Palmitoleoylethanolamde C18H35N1O2 - H-1N-1O1 -> C18H36N2O1 + H1O3P1 -> C18H37N2O4P1
1183,80,MS2_fragment_C25H35N3O1,377.2584002476694,,Experiment_MS2_fragment,82,C25H35N3O1,Experiment_MS2_fragment,-1,0.01,detected,101,HMDB0259405,HIYSWASSDOXZLC,1568,Artifact,0,-0.1402553262381859,0,,0,0,,0,-0.1402553262381859,7.176091259055681,377.2588235476694,1.52,0,-0.1402553,1,HMDB0259405 undecylprodigiosin C25H35N3O1 - Experiment_MS2_fragment -> MS2_fragment_C25H35N3O1
1199,81,C20H40O7,392.27740362,1,Metabolite,52,C22H44O7,C2H4,-1,1,,,,,1580,Putative metabolite,0,-0.3568672510513949,0,,0,0,,0,-0.3568672510513949,8.32221929473392,392.2785235476694,1.52,0,-0.3568673,1,HMDB0061822 Hexaethylene glycol C12H26O7 - C5H8 -> C7H18O7 - C2H4 -> C5H14O7 + C16H30O1 -> C21H44O8 - H2O1 -> C21H42O7 - C1H2 -> C20H40O7
1214,82,C25H35N3O1,393.27801277,10,Metabolite,177833,C25H35N3O1,,1,0,detected,101,HMDB0259405,HIYSWASSDOXZLC,1596,Metabolite,0.40043000858809585,-0.6322570376340861,,,0,0,,0,-0.23182702904599028,6.447158031342219,393.2760235476694,1.52,0.1,-0.131827,1,HMDB0259405 undecylprodigiosin C25H35N3O1
1235,83,C20H43O5P1,394.284810966,0,Metabolite,777,C21H45O6P1,C1H2O1,-1,1,,,,,1628,Putative metabolite,0,-0.16250361893911688,0,,0,0,,0,-0.16250361893911688,6.707570176097937,394.2853235476694,1.52,0,-0.1625036,1,HMDB0011144 LysoPA(O-18:0/0:0) C21H45O6P1 - C1H2O1 -> C20H43O5P1
1253,84,C27H44O2,400.334130648,6,Metabolite,7728,C27H44O2,,1,0,quantified,4393,HMDB0003550,JWUBBDSIWDLEOM,1656,Metabolite,0.5821430026292246,-0.06466483703897201,,,0,0,,0,0.5174781655902526,6.113943352306837,400.33392354766943,1.52,0.1,0.6174782,1,HMDB0003550 Calcidiol C27H44O2
